núm_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,mupio_ocu,depto_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
1428,2018,2,20,4,3,2,5,301,3,99,1,33,5,5,7,9,1,2,41,99,2008,4,5
1429,2018,3,1,1,1,2,6,101,1,3,9,999,16,12,18,9,9,99,999,1,9999,99,5
1430,2018,3,20,4,3,2,6,101,1,3,9,999,16,12,18,9,9,1,999,2,9999,99,5
1431,2018,3,8,2,1,2,6,101,1,17,1,52,9,9,11,9,1,6,30,3,2002,4,5
1432,2018,3,22,4,3,2,6,106,1,99,1,27,4,4,6,9,1,4,999,5,9999,99,5
1433,2018,3,21,4,3,2,6,101,1,12,1,53,9,9,11,9,1,7,74,6,9999,99,5
1434,2018,3,23,4,3,2,6,101,1,7,1,23,3,3,5,9,1,4,6,1,2007,4,5
1435,2018,3,16,3,2,2,6,113,1,99,1,22,3,3,5,9,1,4,48,1,9999,99,5
1436,2018,3,19,4,3,2,6,113,1,99,1,59,10,10,12,9,1,4,6,1,2015,5,5
1437,2018,3,0,1,1,2,6,117,1,99,1,37,6,6,8,9,1,1,52,7,2003,4,5
1438,2018,3,22,4,3,2,6,117,1,99,9,999,16,12,18,9,9,1,999,99,9999,99,5
1439,2018,3,22,4,3,2,6,2212,22,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
1440,2018,3,0,1,1,2,6,1213,12,99,1,30,5,5,7,9,1,3,56,6,1996,3,5
1441,2018,3,20,4,3,2,6,1602,16,99,1,24,3,3,5,9,1,14,999,99,9999,99,5
1442,2018,3,20,4,3,2,6,1602,16,99,1,24,3,3,5,9,1,14,6,1,9999,99,5
1443,2018,4,12,3,2,2,7,104,1,99,1,18,2,2,4,9,1,4,25,5,2017,5,5
1444,2018,4,18,4,3,2,7,1903,19,99,1,999,16,12,18,9,9,4,999,99,9999,99,5
1445,2018,4,10,2,1,2,7,513,5,99,1,20,3,3,5,1,1,4,6,1,2017,5,5
1446,2018,4,22,4,3,2,7,701,7,99,9,999,16,12,18,9,9,3,69,5,9999,99,5
1447,2018,4,19,4,3,2,7,301,3,99,1,52,9,9,11,1,1,2,999,1,1988,2,5
1448,2018,5,15,3,2,2,1,107,1,99,9,999,16,12,18,9,9,3,999,99,9999,99,5
1449,2018,5,14,3,2,2,1,109,1,99,1,22,3,3,5,9,1,5,154,2,9999,99,5
1450,2018,5,16,3,2,2,1,109,1,99,9,999,16,12,18,9,9,4,999,99,9999,99,5
1451,2018,5,10,2,1,2,1,109,1,99,9,999,16,12,18,9,9,4,999,99,9999,99,5
1452,2018,5,13,3,2,2,1,109,1,99,9,999,16,12,18,9,9,4,999,99,9999,99,5
1453,2018,5,19,4,3,2,1,1021,10,99,2,73,13,11,15,1,1,3,31,1,2008,4,5
1454,2018,5,5,1,1,2,1,1010,10,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
1455,2018,5,10,2,1,2,1,1617,16,99,9,999,16,12,18,9,9,3,999,99,9999,99,5
1456,2018,6,7,2,1,2,2,109,1,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
1457,2018,6,7,2,1,2,2,101,1,7,1,58,10,10,12,9,1,2,17,4,2013,5,5
1458,2018,6,19,4,3,2,2,308,3,99,1,43,7,7,9,9,1,1,48,2,2004,4,5
1459,2018,6,16,3,2,2,2,1406,14,99,1,26,4,4,6,9,1,4,27,5,2016,5,5
1460,2018,6,22,4,3,2,2,101,1,16,9,999,16,12,18,9,9,99,999,99,9999,99,5
1461,2018,6,7,2,1,2,2,101,1,15,9,999,16,12,18,9,9,99,999,99,9999,99,5
1462,2018,6,19,4,3,2,2,113,1,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
1463,2018,6,18,4,3,2,2,1601,16,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
1464,2018,7,22,4,3,2,3,101,1,9,1,84,15,11,17,1,1,1,28,7,2009,4,5
1465,2018,7,19,4,3,2,3,101,1,14,1,25,4,4,6,9,1,4,64,1,2016,5,5
1466,2018,7,13,3,2,2,3,1903,19,99,1,40,7,7,9,1,1,9,69,3,2006,4,5
1467,2018,7,21,4,3,2,3,901,9,99,1,45,8,8,10,9,1,4,69,5,9999,99,5
1468,2018,7,15,3,2,2,3,1613,16,99,1,20,3,3,5,1,1,14,6,1,2016,5,5
1469,2018,7,13,3,2,2,3,304,3,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
1470,2018,8,15,3,2,2,4,101,1,1,1,23,3,3,5,9,1,4,25,9,2015,5,5
1471,2018,8,15,3,2,2,4,101,1,7,1,47,8,8,10,9,1,5,30,2,9999,99,5
1472,2018,8,7,2,1,2,4,414,4,99,1,21,3,3,5,1,1,4,999,99,9999,99,5
1473,2018,8,16,3,2,2,4,1603,16,99,1,36,6,6,8,1,1,1,999,4,1991,3,5
1474,2018,8,18,4,3,2,4,1412,14,99,2,31,5,5,7,1,1,1,999,4,1991,3,5
1475,2018,8,20,4,3,2,4,1710,17,99,1,36,6,6,8,2,1,4,27,99,9999,99,5
1476,2018,8,23,4,3,2,4,106,1,99,1,27,4,4,6,1,1,1,69,6,1995,3,5
1477,2018,8,21,4,3,2,4,117,1,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
1478,2018,9,8,2,1,2,5,101,1,7,9,999,16,12,18,9,9,4,999,99,9999,99,5
1479,2018,9,16,3,2,2,5,1203,12,99,1,33,5,5,7,1,1,1,48,4,2004,4,5
1480,2018,10,16,3,2,2,6,101,1,6,1,17,2,2,4,9,2,4,3,6,2016,5,5
1481,2018,11,21,4,3,2,7,102,1,99,1,25,4,4,6,2,1,4,45,5,9999,99,5
1482,2018,11,16,3,2,2,7,511,5,99,1,47,8,8,10,1,1,5,26,2,9999,99,5
1483,2018,11,15,3,2,2,7,602,6,99,1,21,3,3,5,9,1,3,69,7,1979,1,5
1484,2018,11,11,2,1,2,7,1604,16,99,1,30,5,5,7,1,1,4,76,5,9999,99,5
1485,2018,11,19,4,3,2,7,717,7,99,9,999,16,12,18,9,9,4,27,9,9999,99,5
1486,2018,11,0,1,1,2,7,416,4,99,1,35,6,6,8,9,1,6,19,2,9999,99,5
1487,2018,11,15,3,2,2,7,401,4,99,1,55,10,10,12,2,1,12,17,6,9999,99,5
1488,2018,12,13,3,2,2,1,101,1,6,1,20,3,3,5,1,1,4,6,3,2015,5,5
1489,2018,12,13,3,2,2,1,1004,10,99,1,48,8,8,10,1,1,4,67,4,2016,5,5
1490,2018,12,1,1,1,2,1,1803,18,99,1,25,4,4,6,9,1,4,76,5,9999,99,5
1491,2018,12,20,4,3,2,1,1401,14,99,1,25,4,4,6,1,1,5,17,3,1995,3,5
1492,2018,12,20,4,3,2,1,701,7,99,1,41,7,7,9,1,1,3,52,2,2015,5,5
1493,2018,13,11,2,1,2,2,2011,20,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
1494,2018,13,19,4,3,2,2,502,5,99,1,57,10,10,12,2,1,1,69,6,9999,99,5
1495,2018,13,11,2,1,2,2,501,5,99,1,24,3,3,5,1,1,4,999,5,9999,99,5
1496,2018,13,20,4,3,2,2,1802,18,99,1,19,2,2,4,9,1,2,999,5,9999,99,5
1497,2018,14,13,3,2,2,3,101,1,10,1,70,13,11,15,9,1,5,17,2,1988,2,5
1498,2018,14,19,4,3,2,3,1201,12,99,1,48,8,8,10,1,1,6,19,5,2006,4,5
1499,2018,14,9,2,1,2,3,701,7,99,1,22,3,3,5,1,1,4,54,2,2018,5,5
1500,2018,15,19,4,3,2,4,109,1,99,9,999,16,12,18,9,9,4,999,5,9999,99,5
1501,2018,15,11,2,1,2,4,2202,22,99,9,999,16,12,18,9,9,5,48,2,1990,3,5
1502,2018,15,14,3,2,2,4,601,6,99,1,47,8,8,10,1,1,3,17,5,1998,3,5
1503,2018,15,22,4,3,2,4,1312,13,99,9,999,16,12,18,9,9,1,999,4,9999,99,5
1504,2018,15,21,4,3,2,4,1712,17,99,9,999,16,12,18,9,9,1,999,5,9999,99,5
1505,2018,16,8,2,1,2,5,117,1,99,1,24,3,3,5,1,1,4,6,5,2018,5,5
1506,2018,16,13,3,2,2,5,1217,12,99,1,36,6,6,8,1,1,3,69,1,1983,2,5
1507,2018,17,1,1,1,2,6,117,1,99,1,41,7,7,9,1,1,3,56,2,2018,5,5
1508,2018,17,5,1,1,2,6,109,1,99,1,32,5,5,7,1,1,4,6,5,9999,99,5
1509,2018,17,5,1,1,2,6,109,1,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
1510,2018,17,17,3,2,2,6,1601,16,99,1,23,3,3,5,9,1,1,56,11,2000,4,5
1511,2018,17,10,2,1,2,6,501,5,99,1,38,6,6,8,9,1,5,30,3,2017,5,5
1512,2018,17,17,3,2,2,6,1904,19,99,1,22,3,3,5,9,1,4,67,5,2016,5,5
1513,2018,17,14,3,2,2,6,1712,17,99,1,21,3,3,5,9,1,3,69,99,2016,5,5
1514,2018,17,10,2,1,2,6,101,1,4,9,999,16,12,18,9,9,99,999,99,9999,99,5
1515,2018,18,20,4,3,2,7,101,1,1,9,999,16,12,18,9,9,1,999,99,9999,99,5
1516,2018,18,15,3,2,2,7,101,1,6,1,18,2,2,4,1,1,4,67,1,2006,4,5
1517,2018,18,18,4,3,2,7,101,1,17,9,999,16,12,18,9,9,3,999,99,9999,99,5
1518,2018,18,13,3,2,2,7,101,1,7,1,28,4,4,6,9,1,4,6,5,9999,99,5
1519,2018,18,20,4,3,2,7,111,1,99,9,999,16,12,18,9,9,3,999,99,9999,99,5
1520,2018,18,13,3,2,2,7,117,1,99,9,999,16,12,18,9,9,1,999,99,9999,99,5
1521,2018,18,11,2,1,2,7,113,1,99,9,999,16,12,18,9,9,1,999,99,9999,99,5
1522,2018,18,19,4,3,2,7,1312,13,99,9,999,16,12,18,9,9,5,999,99,9999,99,5
1523,2018,18,21,4,3,2,7,1613,16,99,9,999,16,12,18,9,9,1,999,99,9999,99,5
1524,2018,18,17,3,2,2,7,1508,15,99,1,51,9,9,11,9,1,1,999,99,9999,99,5
1525,2018,18,22,4,3,2,7,1501,15,99,9,999,16,12,18,9,9,1,999,99,9999,99,5
1526,2018,18,0,1,1,2,7,1712,17,99,9,999,16,12,18,9,9,4,6,5,9999,99,5
1527,2018,18,19,4,3,2,7,301,3,99,9,999,16,12,18,9,9,3,999,99,9999,99,5
1528,2018,19,6,2,1,2,1,201,2,99,9,999,16,12,18,9,1,6,999,99,9999,99,5
1529,2018,19,0,1,1,2,1,501,5,99,1,23,3,3,5,1,1,4,67,5,2017,5,5
1530,2018,19,0,1,1,2,1,117,1,99,1,27,4,4,6,1,1,4,20,99,9999,99,5
1531,2018,20,23,4,3,2,2,101,1,1,1,26,4,4,6,9,1,3,69,10,2011,5,5
1532,2018,20,20,4,3,2,2,101,1,18,1,22,3,3,5,9,1,4,67,5,2015,5,5
1533,2018,20,17,3,2,2,2,101,1,11,1,24,3,3,5,9,1,1,48,6,9999,99,5
1534,2018,20,18,4,3,2,2,501,5,99,1,33,5,5,7,1,1,4,20,1,9999,99,5
1535,2018,20,8,2,1,2,2,1001,10,99,1,37,6,6,8,9,1,3,999,9,9999,99,5
1536,2018,20,10,2,1,2,2,415,4,99,1,30,5,5,7,1,1,7,999,2,9999,99,5
1537,2018,21,5,1,1,2,3,101,1,4,9,999,16,12,18,9,9,99,999,99,9999,99,5
1538,2018,21,21,4,3,2,3,101,1,6,1,28,4,4,6,9,1,1,69,5,9999,99,5
1539,2018,21,14,3,2,2,3,101,1,7,1,40,7,7,9,1,1,4,27,5,9999,99,5
1540,2018,21,11,2,1,2,3,117,1,99,9,999,16,12,18,9,9,1,999,99,9999,99,5
1541,2018,21,16,3,2,2,3,1901,19,99,9,999,16,12,18,9,9,1,999,99,9999,99,5
1542,2018,21,17,3,2,2,3,501,5,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
1543,2018,21,13,3,2,2,3,201,2,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
1544,2018,22,22,4,3,2,4,101,1,1,9,999,16,12,18,9,9,1,999,99,9999,99,5
1545,2018,22,23,4,3,2,4,101,1,6,9,999,16,12,18,9,9,1,999,99,9999,99,5
1546,2018,22,16,3,2,2,4,101,1,7,9,999,16,12,18,9,9,1,999,99,9999,99,5
1547,2018,22,23,4,3,2,4,111,1,99,9,999,16,12,18,9,9,1,999,99,9999,99,5
1548,2018,22,18,4,3,2,4,1903,19,99,9,999,16,12,18,9,9,4,999,99,9999,99,5
1549,2018,22,7,2,1,2,4,509,5,99,1,26,4,4,6,9,1,13,999,6,9999,99,5
1550,2018,22,6,2,1,2,4,502,5,99,9,999,16,12,18,9,9,4,999,99,9999,99,5
1551,2018,22,20,4,3,2,4,612,6,99,9,999,16,12,18,9,9,1,999,99,9999,99,5
1552,2018,22,19,4,3,2,4,1613,16,99,9,999,16,12,18,9,9,4,27,1,9999,99,5
1553,2018,22,22,4,3,2,4,401,4,99,9,999,16,12,18,9,9,4,64,3,9999,99,5
1554,2018,23,1,1,1,2,5,101,1,11,1,21,3,3,5,9,1,9,10,4,2002,4,5
1555,2018,23,11,2,1,2,5,101,1,12,1,34,5,5,7,9,1,4,67,5,9999,99,5
1556,2018,23,21,4,3,2,5,401,4,99,9,999,16,12,18,9,9,4,64,3,9999,99,5
1557,2018,23,10,2,1,2,5,901,9,99,1,38,6,6,8,9,1,6,19,8,1999,3,5
1558,2018,24,19,4,3,2,6,101,1,16,1,24,3,3,5,9,1,4,67,1,9999,99,5
1559,2018,24,23,4,3,2,6,101,1,12,1,52,9,9,11,9,1,4,67,3,9999,99,5
1560,2018,24,2,1,1,2,6,101,1,12,1,24,3,3,5,9,1,1,999,11,9999,99,5
1561,2018,24,2,1,1,2,6,101,1,12,9,999,16,12,18,9,9,2,999,99,9999,99,5
1562,2018,24,10,2,1,2,6,109,1,99,1,20,3,3,5,9,1,4,2,1,2017,5,5
1563,2018,24,20,4,3,2,6,901,9,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
1564,2018,24,16,3,2,2,6,802,8,99,1,36,6,6,8,9,1,7,999,99,9999,99,5
1565,2018,25,11,2,1,2,7,101,1,7,9,999,16,12,18,9,9,99,999,99,9999,99,5
1566,2018,25,11,2,1,2,7,1301,13,99,1,22,3,3,5,9,1,3,28,4,9999,99,5
1567,2018,25,18,4,3,2,7,1419,14,99,1,22,3,3,5,2,1,4,27,5,9999,99,5
1568,2018,25,19,4,3,2,7,701,7,99,1,23,3,3,5,1,1,1,10,5,2013,5,5
1569,2018,26,17,3,2,2,1,104,1,99,1,59,10,10,12,1,1,4,6,2,2006,4,5
1570,2018,26,13,3,2,2,1,101,1,7,1,23,3,3,5,9,1,4,67,3,2006,4,5
1571,2018,26,22,4,3,2,1,101,1,12,1,20,3,3,5,1,1,1,10,9,9999,99,5
1572,2018,26,7,2,1,2,1,117,1,99,1,49,8,8,10,9,1,1,10,2,2005,4,5
1573,2018,26,23,4,3,2,1,2009,20,99,1,42,7,7,9,9,1,3,23,3,9999,99,5
1574,2018,26,12,3,2,2,1,508,5,99,1,18,2,2,4,1,1,4,6,1,2014,5,5
1575,2018,26,10,2,1,2,1,602,6,99,1,43,7,7,9,9,1,3,56,2,2015,5,5
1576,2018,26,11,2,1,2,1,1609,16,99,9,999,16,12,18,9,9,3,69,11,1984,2,5
1577,2018,26,19,4,3,2,1,201,2,99,1,38,6,6,8,9,1,14,6,1,9999,99,5
1578,2018,26,2,1,1,2,1,1801,18,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
1579,2018,27,15,3,2,2,2,101,1,13,2,70,13,11,15,1,1,2,48,4,2007,4,5
1580,2018,27,18,4,3,2,2,1101,11,99,9,999,16,12,18,9,9,3,52,1,9999,99,5
1581,2018,27,7,2,1,2,2,306,3,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
1582,2018,28,18,4,3,2,3,101,1,12,1,29,4,4,6,9,1,1,69,4,9999,99,5
1583,2018,28,18,4,3,2,3,117,1,99,2,52,9,9,11,1,1,2,44,4,2003,4,5
1584,2018,28,23,4,3,2,3,117,1,99,2,30,5,5,7,1,1,1,27,5,2000,4,5
1585,2018,28,18,4,3,2,3,201,2,99,9,999,16,12,18,9,9,1,999,2,9999,99,5
1586,2018,1,13,3,2,3,4,117,1,99,1,39,6,6,8,1,1,6,19,14,9999,99,1
1587,2018,1,13,3,2,3,4,117,1,99,9,999,16,12,18,1,1,1,52,4,2002,4,1
1588,2018,1,13,3,2,3,4,117,1,99,9,999,16,12,18,1,1,5,41,2,2018,5,1
1589,2018,1,13,3,2,3,4,117,1,99,9,999,16,12,18,1,1,1,8,8,1997,3,1
1590,2018,1,13,3,2,3,4,117,1,99,9,999,16,12,18,1,1,1,28,4,2018,5,1
1591,2018,1,13,3,2,3,4,117,1,99,9,999,16,12,18,1,1,5,41,2,2017,5,1
1592,2018,1,13,3,2,3,4,117,1,99,9,999,16,12,18,1,1,9,69,14,1984,2,1
1593,2018,1,13,3,2,3,4,117,1,99,9,999,16,12,18,1,1,1,73,4,2011,5,1
1594,2018,1,13,3,2,3,4,117,1,99,9,999,16,12,18,1,1,1,56,4,2001,4,1
1595,2018,1,13,3,2,3,4,117,1,99,9,999,16,12,18,1,1,1,56,5,2008,4,1
1596,2018,1,13,3,2,3,4,117,1,99,9,999,16,12,18,1,1,3,31,2,2013,5,1
1597,2018,1,13,3,2,3,4,117,1,99,9,999,16,12,18,1,1,1,69,6,1999,3,1
1598,2018,1,13,3,2,3,4,117,1,99,9,999,16,12,18,1,1,3,69,2,1987,2,1
1599,2018,1,13,3,2,3,4,117,1,99,9,999,16,12,18,1,1,9,85,4,2010,5,1
1600,2018,1,13,3,2,3,4,117,1,99,9,999,16,12,18,1,1,1,69,4,2004,4,1
1601,2018,1,13,3,2,3,4,117,1,99,9,999,16,12,18,1,1,12,7,1,1993,3,1
1602,2018,1,13,3,2,3,4,117,1,99,9,999,16,12,18,1,1,3,69,99,2004,4,1
1603,2018,1,13,3,2,3,4,117,1,99,9,999,16,12,18,1,1,2,69,3,2008,4,1
1604,2018,1,13,3,2,3,4,117,1,99,9,999,16,12,18,1,1,2,27,11,2006,4,1
1605,2018,1,13,3,2,3,4,117,1,99,9,999,16,12,18,1,1,2,27,9,2009,4,1
1606,2018,1,13,3,2,3,4,117,1,99,9,999,16,12,18,1,1,5,41,2,2017,5,1
1607,2018,1,13,3,2,3,4,117,1,99,9,999,16,12,18,1,1,3,69,9,1993,3,1
1608,2018,1,13,3,2,3,4,117,1,99,9,999,16,12,18,1,1,4,67,5,2018,5,1
1609,2018,1,13,3,2,3,4,117,1,99,9,999,16,12,18,1,1,1,48,1,1998,3,1
1610,2018,1,13,3,2,3,4,117,1,99,9,999,16,12,18,1,1,1,56,5,1998,3,1
1611,2018,1,13,3,2,3,4,117,1,99,9,999,16,12,18,1,1,1,51,1,2016,5,1
1612,2018,1,10,2,1,3,4,2002,20,99,1,35,6,6,8,9,1,6,19,2,1994,3,1
1613,2018,1,10,2,1,3,4,2002,20,99,1,50,9,9,11,9,1,1,69,2,9999,99,1
1614,2018,1,19,4,3,3,4,2007,20,99,1,14,1,1,3,9,2,4,27,5,9999,99,1
1615,2018,1,19,4,3,3,4,2007,20,99,1,22,3,3,5,9,1,4,67,5,9999,99,1
1616,2018,1,8,2,1,3,4,1903,19,99,1,41,7,7,9,9,1,5,26,3,2015,5,1
1617,2018,1,8,2,1,3,4,1903,19,99,1,30,5,5,7,9,1,6,19,5,1996,3,1
1618,2018,1,20,4,3,3,4,504,5,99,1,19,2,2,4,1,1,1,27,2,2005,4,3
1619,2018,1,22,4,3,3,4,502,5,99,1,34,5,5,7,1,1,3,69,2,2016,5,1
1620,2018,1,22,4,3,3,4,502,5,99,1,20,3,3,5,9,1,4,67,3,2017,5,1
1621,2018,1,18,4,3,3,4,1301,13,99,1,26,4,4,6,1,1,3,56,99,9999,99,1
1622,2018,1,18,4,3,3,4,1301,13,99,1,24,3,3,5,2,1,4,76,99,9999,99,1
1623,2018,1,17,3,2,3,4,1608,16,99,1,32,5,5,7,9,1,5,999,2,9999,99,7
1624,2018,1,18,4,3,3,4,1701,17,99,1,20,3,3,5,2,1,4,77,99,2015,5,1
1625,2018,1,18,4,3,3,4,1701,17,99,1,19,2,2,4,2,1,4,27,5,9999,99,1
1626,2018,1,17,3,2,3,4,1416,14,99,1,42,7,7,9,9,1,9,69,2,2017,5,1
1627,2018,1,17,3,2,3,4,1416,14,99,1,20,3,3,5,9,1,3,69,3,9999,99,1
1628,2018,2,2,1,1,3,5,101,1,9,1,23,3,3,5,9,1,4,25,9,9999,99,1
1629,2018,2,2,1,1,3,5,101,1,9,9,999,16,12,18,9,9,99,999,4,9999,99,1
1630,2018,2,11,2,1,3,5,101,1,9,1,26,4,4,6,1,1,4,6,5,9999,99,1
1631,2018,2,11,2,1,3,5,101,1,9,1,58,10,10,12,9,1,4,27,3,9999,99,1
1632,2018,2,4,1,1,3,5,108,1,99,1,20,3,3,5,9,1,4,67,5,2018,5,2
1633,2018,2,11,2,1,3,5,101,1,13,2,44,7,7,9,1,1,1,73,4,2000,4,1
1634,2018,2,11,2,1,3,5,101,1,13,1,52,9,9,11,1,1,4,6,5,2012,5,1
1635,2018,2,22,4,3,3,5,101,1,10,1,23,3,3,5,1,1,1,55,4,2002,4,1
1636,2018,2,22,4,3,3,5,101,1,10,1,20,3,3,5,9,1,4,6,3,2017,5,1
1637,2018,2,23,4,3,3,5,501,5,99,1,21,3,3,5,1,1,4,999,2,9999,99,1
1638,2018,2,23,4,3,3,5,501,5,99,9,999,16,12,18,9,9,1,27,4,9999,99,1
1639,2018,2,0,1,1,3,5,1108,11,99,1,19,2,2,4,2,1,4,32,1,9999,99,1
1640,2018,2,0,1,1,3,5,1108,11,99,9,999,16,12,18,9,9,4,67,5,9999,99,1
1641,2018,2,17,3,2,3,5,1222,12,99,1,20,3,3,5,9,1,4,27,1,9999,99,1
1642,2018,2,17,3,2,3,5,1222,12,99,9,999,16,12,18,9,9,3,999,99,9999,99,1
1643,2018,2,10,2,1,3,5,1302,13,99,1,25,4,4,6,9,1,4,6,5,9999,99,1
1644,2018,2,10,2,1,3,5,1302,13,99,1,42,7,7,9,9,1,9,69,6,9999,99,1
1645,2018,2,10,2,1,3,5,201,2,99,1,59,10,10,12,1,1,3,999,4,2015,5,1
1646,2018,2,10,2,1,3,5,201,2,99,1,32,5,5,7,1,1,4,67,1,9999,99,1
1647,2018,2,15,3,2,3,5,203,2,99,1,24,3,3,5,1,1,14,6,1,9999,99,1
1648,2018,2,15,3,2,3,5,203,2,99,1,20,3,3,5,1,1,1,999,1,9999,99,1
1649,2018,2,19,4,3,3,5,1801,18,99,1,44,7,7,9,1,1,6,40,1,2012,5,1
1650,2018,2,19,4,3,3,5,1801,18,99,1,40,7,7,9,1,1,2,52,2,2012,5,1
1651,2018,2,18,4,3,3,5,1701,17,99,1,34,5,5,7,1,1,3,69,4,1989,2,1
1652,2018,2,18,4,3,3,5,1701,17,99,1,56,10,10,12,1,1,3,27,2,2003,4,1
1653,2018,2,19,4,3,3,5,1701,17,99,1,13,1,1,3,1,2,3,69,4,2014,5,1
1654,2018,2,19,4,3,3,5,1701,17,99,1,30,5,5,7,1,1,4,6,1,9999,99,1
1655,2018,3,1,1,1,3,6,101,1,1,1,57,10,10,12,9,1,9,28,4,2003,4,1
1656,2018,3,1,1,1,3,6,101,1,1,1,28,4,4,6,9,1,1,27,2,2006,4,1
1657,2018,3,5,1,1,3,6,101,1,9,1,29,4,4,6,9,1,4,27,1,2017,5,1
1658,2018,3,5,1,1,3,6,101,1,9,1,21,3,3,5,9,1,4,105,2,2016,5,1
1659,2018,3,9,2,1,3,6,101,1,18,1,22,3,3,5,9,1,4,999,99,9999,99,1
1660,2018,3,9,2,1,3,6,101,1,18,9,999,16,12,18,9,9,99,999,99,9999,99,1
1661,2018,3,6,2,1,3,6,107,1,99,1,28,4,4,6,9,1,4,27,5,9999,99,1
1662,2018,3,6,2,1,3,6,107,1,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
1663,2018,3,16,3,2,3,6,101,1,14,1,36,6,6,8,9,1,4,999,99,9999,99,1
1664,2018,3,16,3,2,3,6,101,1,14,9,999,16,12,18,9,9,1,999,99,9999,99,1
1665,2018,3,9,2,1,3,6,106,1,99,1,30,5,5,7,1,1,5,999,2,1977,1,1
1666,2018,3,9,2,1,3,6,106,1,99,1,20,3,3,5,1,1,4,1,1,9999,99,1
1667,2018,3,10,2,1,3,6,2101,21,99,1,999,16,12,18,1,1,2,52,6,9999,99,1
1668,2018,3,10,2,1,3,6,2101,21,99,1,24,3,3,5,9,1,4,67,1,9999,99,1
1669,2018,3,13,3,2,3,6,2001,20,99,9,999,16,12,18,9,9,1,999,99,9999,99,1
1670,2018,3,13,3,2,3,6,2001,20,99,1,19,2,2,4,9,1,4,999,99,9999,99,1
1671,2018,3,12,3,2,3,6,1904,19,99,1,43,7,7,9,9,1,1,69,3,2007,4,1
1672,2018,3,12,3,2,3,6,1904,19,99,1,43,7,7,9,9,1,3,69,1,2016,5,1
1673,2018,3,0,1,1,3,6,511,5,99,1,58,10,10,12,1,1,5,52,2,9999,99,1
1674,2018,3,0,1,1,3,6,511,5,99,1,49,8,8,10,1,1,3,999,4,9999,99,1
1675,2018,3,17,3,2,3,6,502,5,99,1,34,5,5,7,1,1,3,69,4,9999,99,1
1676,2018,3,17,3,2,3,6,502,5,99,1,23,3,3,5,1,1,4,6,5,9999,99,1
1677,2018,3,15,3,2,3,6,509,5,99,1,55,10,10,12,9,1,4,999,99,9999,99,1
1678,2018,3,15,3,2,3,6,509,5,99,9,999,16,12,18,9,9,1,999,99,9999,99,1
1679,2018,3,15,3,2,3,6,501,5,99,1,50,9,9,11,9,1,4,999,99,9999,99,1
1680,2018,3,15,3,2,3,6,501,5,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
1681,2018,3,23,4,3,3,6,605,6,99,1,26,4,4,6,9,1,4,77,5,9999,99,1
1682,2018,3,23,4,3,3,6,605,6,99,1,27,4,4,6,9,1,4,6,5,9999,99,1
1683,2018,3,22,4,3,3,6,1001,10,99,9,999,16,12,18,9,9,1,999,99,9999,99,1
1684,2018,3,22,4,3,3,6,1001,10,99,1,30,5,5,7,9,1,4,999,99,9999,99,1
1685,2018,3,19,4,3,3,6,201,2,99,1,58,10,10,12,9,1,3,69,1,1994,3,1
1686,2018,3,19,4,3,3,6,201,2,99,9,999,16,12,18,9,9,5,999,99,9999,99,1
1687,2018,3,19,4,3,3,6,1701,17,99,1,23,3,3,5,9,1,2,999,5,9999,99,1
1688,2018,3,19,4,3,3,6,1701,17,99,1,23,3,3,5,9,1,4,27,1,9999,99,1
1689,2018,3,22,4,3,3,6,401,4,99,1,45,8,8,10,9,1,2,999,4,9999,99,1
1690,2018,3,22,4,3,3,6,401,4,99,1,16,2,2,4,9,2,1,73,5,9999,99,1
1691,2018,4,20,4,3,3,7,1416,14,99,1,30,5,5,7,1,1,1,69,9,2016,5,2
1692,2018,4,18,4,3,3,7,601,6,99,1,42,7,7,9,1,1,1,28,2,2017,5,2
1693,2018,4,18,4,3,3,7,1009,10,99,1,23,3,3,5,2,1,4,6,3,9999,99,2
1694,2018,4,17,3,2,3,7,101,1,7,1,32,5,5,7,1,1,4,999,99,9999,99,2
1695,2018,4,22,4,3,3,7,101,1,11,9,999,16,12,18,9,9,99,999,99,9999,99,1
1696,2018,4,22,4,3,3,7,101,1,11,1,21,3,3,5,9,1,4,6,1,9999,99,1
