﻿núm_corre,año_ocu,día_ocu,hora_ocu,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,g_hora
2516,2023,18,15,Tarde,Marzo,Sábado,Guatemala,Petapa,1,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Pick up,ZX auto,Rojo,Ignorado,Ignorado,Colisión,3
2517,2023,18,15,Tarde,Marzo,Sábado,Guatemala,Petapa,1,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Freedom,Negro,Ignorado,Ignorado,Colisión,3
2518,2023,18,15,Tarde,Marzo,Sábado,Guatemala,Petapa,1,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Italika,Verde,Ignorado,Ignorado,Colisión,3
2519,2023,18,21,Noche,Marzo,Sábado,San Marcos,Pajapita,Ignorado,Hombre,17,15-19,15-19,15 - 19,Ignorado,Menor,Microbús,Toyota,Gris,2008,2000-2009,Colisión,4
2520,2023,18,21,Noche,Marzo,Sábado,San Marcos,Pajapita,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión,4
2521,2023,18,14,Tarde,Marzo,Sábado,Chimaltenango,Yepocapa,Ignorado,Hombre,61,60-64,60 y más,60 - 64,Ignorado,Mayor,Camión,Ford,Blanco,2018,2010-2019,Colisión,3
2522,2023,18,14,Tarde,Marzo,Sábado,Chimaltenango,Yepocapa,Ignorado,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Suzuki,Negro,2022,2020-2029,Colisión,3
2523,2023,18,10,Mañana,Marzo,Sábado,Sololá,Sololá,Ignorado,Hombre,19,15-19,15-19,15 - 19,Ignorado,Mayor,Pick up,Toyota,Blanco,Ignorado,Ignorado,Colisión,2
2524,2023,18,10,Mañana,Marzo,Sábado,Sololá,Sololá,Ignorado,Hombre,38,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Yamaha,Negro,Ignorado,Ignorado,Colisión,2
2525,2023,18,21,Noche,Marzo,Sábado,Suchitepéquez,Samayac,Ignorado,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Pick up,Mitsubishi,Gris,2015,2010-2019,Colisión,4
2526,2023,18,21,Noche,Marzo,Sábado,Suchitepéquez,Samayac,Ignorado,Hombre,31,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Freedom,Ignorado,Ignorado,Ignorado,Colisión,4
2527,2023,18,20,Noche,Marzo,Sábado,Zacapa,Zacapa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
2528,2023,18,20,Noche,Marzo,Sábado,Zacapa,Zacapa,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Suzuki,Gris,2021,2020-2029,Colisión,4
2529,2023,18,13,Tarde,Marzo,Sábado,Retalhuleu,Nuevo San Carlos,Ignorado,Hombre,56,55-59,55-59,55 - 59,Ignorado,Mayor,Microbús,Ignorado,Gris,2016,2010-2019,Colisión,3
2530,2023,18,13,Tarde,Marzo,Sábado,Retalhuleu,Nuevo San Carlos,Ignorado,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Microbús,Ignorado,Rojo,2005,2000-2009,Colisión,3
2531,2023,18,18,Noche,Marzo,Sábado,Retalhuleu,Nuevo San Carlos,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
2532,2023,18,18,Noche,Marzo,Sábado,Retalhuleu,Nuevo San Carlos,Ignorado,Mujer,38,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Italika,Negro,Ignorado,Ignorado,Colisión,4
2533,2023,18,11,Mañana,Marzo,Sábado,Escuintla,Escuintla,1,Hombre,49,45-49,45-49,45 - 49,Ignorado,Mayor,Pick up,Mazda,Beige,2006,2000-2009,Colisión,2
2534,2023,18,11,Mañana,Marzo,Sábado,Escuintla,Escuintla,1,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Bajaj,Azul,2022,2020-2029,Colisión,2
2535,2023,18,20,Noche,Marzo,Sábado,Totonicapán,Totonicapán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Bus urbano,Ignorado,Blanco,1987,1980-1989,Embarrancó,4
2536,2023,18,15,Tarde,Marzo,Sábado,Guatemala,Guatemala,1,Hombre,46,45-49,45-49,45 - 49,Ignorado,Mayor,Automóvil,Hyundai,Blanco,2014,2010-2019,Colisión,3
2537,2023,18,15,Tarde,Marzo,Sábado,Guatemala,Guatemala,1,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Italika,Negro,2023,2020-2029,Colisión,3
2538,2023,18,18,Noche,Marzo,Sábado,Guatemala,San José Pinula,3,Mujer,42,40-44,40-44,40 - 44,Ignorado,Mayor,Automóvil,Toyota,Gris,2006,2000-2009,Colisión,4
2539,2023,18,18,Noche,Marzo,Sábado,Guatemala,San José Pinula,3,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Italika,Negro,2012,2010-2019,Colisión,4
2540,2023,18,14,Tarde,Marzo,Sábado,Guatemala,Villa Nueva,4,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Mazda,Gris,Ignorado,Ignorado,Colisión,3
2541,2023,18,14,Tarde,Marzo,Sábado,Guatemala,Villa Nueva,4,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
2542,2023,18,16,Tarde,Marzo,Sábado,Guatemala,Amatitlán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
2543,2023,18,16,Tarde,Marzo,Sábado,Guatemala,Amatitlán,Ignorado,Hombre,48,45-49,45-49,45 - 49,Ignorado,Mayor,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Colisión,3
2544,2023,18,18,Noche,Marzo,Sábado,Guatemala,Villa Nueva,4,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Italika,Ignorado,Ignorado,Ignorado,Choque,4
2545,2023,18,16,Tarde,Marzo,Sábado,Guatemala,Mixco,8,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Freedom,Negro,2019,2010-2019,Derrape,3
2546,2023,18,22,Noche,Marzo,Sábado,Guatemala,Mixco,6,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Suzuki,Azul,2020,2020-2029,Choque,4
2547,2023,18,17,Tarde,Marzo,Sábado,Guatemala,Mixco,10,Hombre,31,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Suzuki,Gris,2016,2010-2019,Derrape,3
2548,2023,18,2,Mañana,Marzo,Sábado,Guatemala,Palencia,6,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Mitsubishi,Morado,2015,2010-2019,Colisión,1
2549,2023,18,2,Mañana,Marzo,Sábado,Guatemala,Palencia,6,Hombre,31,30-34,30-34,30 - 34,Ignorado,Mayor,Cabezal,Freightliner,Rojo,2007,2000-2009,Colisión,1
2550,2023,18,2,Mañana,Marzo,Sábado,Guatemala,Palencia,6,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Bajaj,Blanco,Ignorado,Ignorado,Colisión,1
2551,2023,18,23,Noche,Marzo,Sábado,El Progreso,Guastatoya,Ignorado,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
2552,2023,18,21,Noche,Marzo,Sábado,Izabal,Puerto Barrios,Ignorado,Hombre,46,45-49,45-49,45 - 49,Ignorado,Mayor,Cabezal,Ignorado,Ignorado,2007,2000-2009,Colisión,4
2553,2023,18,21,Noche,Marzo,Sábado,Izabal,Puerto Barrios,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
2554,2023,18,11,Mañana,Marzo,Sábado,Quiché,Santa Cruz del Quiché,Ignorado,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Derrape,2
2555,2023,18,17,Tarde,Marzo,Sábado,Guatemala,San José Pinula,Ignorado,Hombre,38,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Haojue,Gris,2019,2010-2019,Derrape,3
2556,2023,18,19,Noche,Marzo,Sábado,Guatemala,Villa Nueva,5,Hombre,18,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
2557,2023,19,1,Mañana,Marzo,Domingo,Guatemala,Guatemala,1,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Hero Hunk,Rojo,2022,2020-2029,Colisión,1
2558,2023,19,1,Mañana,Marzo,Domingo,Guatemala,Guatemala,1,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Camioneta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
2559,2023,19,11,Mañana,Marzo,Domingo,Guatemala,Guatemala,9,Hombre,54,50-54,50-54,50 - 54,Ignorado,Mayor,Automóvil,Toyota,Blanco,2010,2010-2019,Colisión,2
2560,2023,19,11,Mañana,Marzo,Domingo,Guatemala,Guatemala,9,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Honda,Negro,2021,2020-2029,Colisión,2
2561,2023,19,21,Noche,Marzo,Domingo,Guatemala,Guatemala,16,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Volkswagen,Gris,Ignorado,Ignorado,Colisión,4
2562,2023,19,21,Noche,Marzo,Domingo,Guatemala,Guatemala,16,Hombre,57,55-59,55-59,55 - 59,Ignorado,Mayor,Pick up,Ford,Gris,2014,2010-2019,Colisión,4
2563,2023,19,0,Mañana,Marzo,Domingo,Guatemala,Guatemala,7,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Derrape,1
2564,2023,19,17,Tarde,Marzo,Domingo,Guatemala,Guatemala,12,Hombre,71,70-74,60 y más,70 - 74,Ignorado,Mayor,Camioneta,Kia,Azul,Ignorado,Ignorado,Colisión,3
2565,2023,19,17,Tarde,Marzo,Domingo,Guatemala,Guatemala,12,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Movesa,Negro,2021,2020-2029,Colisión,3
2566,2023,19,22,Noche,Marzo,Domingo,Guatemala,Guatemala,12,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Colisión,4
2567,2023,19,22,Noche,Marzo,Domingo,Guatemala,Guatemala,12,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
2568,2023,19,15,Tarde,Marzo,Domingo,Guatemala,Villa Canales,Ignorado,Hombre,47,45-49,45-49,45 - 49,Ignorado,Mayor,Automóvil,Honda,Gris,Ignorado,Ignorado,Colisión,3
2569,2023,19,15,Tarde,Marzo,Domingo,Guatemala,Villa Canales,Ignorado,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Pick up,Toyota,Verde,Ignorado,Ignorado,Colisión,3
2570,2023,19,11,Mañana,Marzo,Domingo,Guatemala,San Juan Sacatepéquez,Ignorado,Hombre,48,45-49,45-49,45 - 49,Ignorado,Mayor,Automóvil,Mazda,Azul,2014,2010-2019,Colisión,2
2571,2023,19,11,Mañana,Marzo,Domingo,Guatemala,San Juan Sacatepéquez,Ignorado,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Mazda,Rojo,2012,2010-2019,Colisión,2
2572,2023,19,17,Tarde,Marzo,Domingo,Jalapa,Jalapa,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
2573,2023,19,17,Tarde,Marzo,Domingo,Jalapa,Jalapa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Camioneta,Honda,Corinto,2004,2000-2009,Colisión,3
2574,2023,19,10,Mañana,Marzo,Domingo,Chiquimula,Chiquimula,Ignorado,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Automóvil,Mazda,Beige,2001,2000-2009,Colisión,2
2575,2023,19,10,Mañana,Marzo,Domingo,Chiquimula,Chiquimula,Ignorado,Hombre,39,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Yamaha,Azul,2009,2000-2009,Colisión,2
2576,2023,19,20,Noche,Marzo,Domingo,Zacapa,Zacapa,Ignorado,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
2577,2023,19,20,Noche,Marzo,Domingo,Zacapa,Zacapa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
2578,2023,19,11,Mañana,Marzo,Domingo,Zacapa,Río Hondo,Ignorado,Hombre,17,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Derrape,2
2579,2023,19,9,Mañana,Marzo,Domingo,Escuintla,La Gomera,Ignorado,Hombre,34,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
2580,2023,19,9,Mañana,Marzo,Domingo,Escuintla,La Gomera,Ignorado,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisión,2
2581,2023,19,12,Tarde,Marzo,Domingo,Escuintla,Palín,Ignorado,Mujer,30,30-34,30-34,30 - 34,Ignorado,Mayor,Camioneta,Mazda,Corinto,Ignorado,Ignorado,Colisión,3
2582,2023,19,12,Tarde,Marzo,Domingo,Escuintla,Palín,Ignorado,Hombre,16,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Colisión,3
2583,2023,19,13,Tarde,Marzo,Domingo,Escuintla,San José,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Toyota,Gris,2008,2000-2009,Choque,3
2584,2023,19,1,Mañana,Marzo,Domingo,Escuintla,Escuintla,1,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Honda,Negro,Ignorado,Ignorado,Choque,1
2585,2023,19,3,Mañana,Marzo,Domingo,Escuintla,Escuintla,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Cabezal,Volvo,Rojo,Ignorado,Ignorado,Choque,1
2586,2023,19,6,Mañana,Marzo,Domingo,Santa Rosa,Guazacapán,Ignorado,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Nissan,Negro,Ignorado,Ignorado,Colisión,2
2587,2023,19,6,Mañana,Marzo,Domingo,Santa Rosa,Guazacapán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Microbús,Ignorado,Amarillo,Ignorado,Ignorado,Colisión,2
2588,2023,19,15,Tarde,Marzo,Domingo,Suchitepéquez,San Antonio Suchitepéquez,Ignorado,Hombre,50,50-54,50-54,50 - 54,Ignorado,Mayor,Cabezal,Internacional,Blanco,Ignorado,Ignorado,Colisión,3
2589,2023,19,15,Tarde,Marzo,Domingo,Suchitepéquez,San Antonio Suchitepéquez,Ignorado,Mujer,40,40-44,40-44,40 - 44,Ignorado,Mayor,Camioneta,Mitsubishi,Corinto,2003,2000-2009,Colisión,3
2590,2023,19,16,Tarde,Marzo,Domingo,Suchitepéquez,Cuyotenango,Ignorado,Hombre,15,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Movesa,Negro,2023,2020-2029,Colisión,3
2591,2023,19,16,Tarde,Marzo,Domingo,Suchitepéquez,Cuyotenango,Ignorado,Hombre,17,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión,3
2592,2023,19,18,Noche,Marzo,Domingo,Retalhuleu,San Sebastián,Ignorado,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Microbús,Hyundai,Amarillo,Ignorado,Ignorado,Colisión,4
2593,2023,19,18,Noche,Marzo,Domingo,Retalhuleu,San Sebastián,Ignorado,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión,4
2594,2023,19,6,Mañana,Marzo,Domingo,Retalhuleu,Retalhuleu,Ignorado,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,2
2595,2023,19,14,Tarde,Marzo,Domingo,San Marcos,El Rodeo,Ignorado,Hombre,44,40-44,40-44,40 - 44,Ignorado,Mayor,Pick up,Toyota,Corinto,1996,1990-1999,Colisión,3
2596,2023,19,14,Tarde,Marzo,Domingo,San Marcos,El Rodeo,Ignorado,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Colisión,3
2597,2023,19,17,Tarde,Marzo,Domingo,San Marcos,La Blanca,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión,3
2598,2023,19,17,Tarde,Marzo,Domingo,San Marcos,La Blanca,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
2599,2023,19,17,Tarde,Marzo,Domingo,Alta Verapaz,Tactic,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Toyota,Rojo,1991,1990-1999,Colisión,3
2600,2023,19,17,Tarde,Marzo,Domingo,Alta Verapaz,Tactic,Ignorado,Hombre,31,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Suzuki,Blanco,Ignorado,Ignorado,Colisión,3
2601,2023,19,1,Mañana,Marzo,Domingo,Alta Verapaz,Cobán,Ignorado,Mujer,26,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Italika,Verde,Ignorado,Ignorado,Colisión,1
2602,2023,19,1,Mañana,Marzo,Domingo,Alta Verapaz,Cobán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
2603,2023,19,12,Tarde,Marzo,Domingo,Baja Verapaz,San Miguel Chicaj,Ignorado,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Automóvil,Mazda,Blanco,2013,2010-2019,Colisión,3
2604,2023,19,12,Tarde,Marzo,Domingo,Baja Verapaz,San Miguel Chicaj,Ignorado,Hombre,14,Menor de 15,Menor de 15,10 - 14,Ignorado,Menor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Colisión,3
2605,2023,19,11,Mañana,Marzo,Domingo,Baja Verapaz,Salamá,Ignorado,Hombre,48,45-49,45-49,45 - 49,Ignorado,Mayor,Automóvil,Mazda,Azul,1998,1990-1999,Choque,2
2606,2023,20,1,Mañana,Marzo,Lunes,Guatemala,Guatemala,11,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Nissan,Negro,1999,1990-1999,Choque,1
2607,2023,20,10,Mañana,Marzo,Lunes,Guatemala,Guatemala,2,Mujer,49,45-49,45-49,45 - 49,Ignorado,Mayor,Camioneta,Volvo,Verde,1998,1990-1999,Colisión,2
2608,2023,20,10,Mañana,Marzo,Lunes,Guatemala,Guatemala,2,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Italika,Azul,2021,2020-2029,Colisión,2
2609,2023,20,7,Mañana,Marzo,Lunes,Guatemala,Villa Canales,Ignorado,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Corinto,Ignorado,Ignorado,Colisión,2
2610,2023,20,7,Mañana,Marzo,Lunes,Guatemala,Villa Canales,Ignorado,Hombre,41,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Suzuki,Gris,Ignorado,Ignorado,Colisión,2
2611,2023,20,11,Mañana,Marzo,Lunes,Guatemala,Villa Nueva,2,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Colisión,2
2612,2023,20,11,Mañana,Marzo,Lunes,Guatemala,Villa Nueva,2,Mujer,31,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Toyota,Gris,2010,2010-2019,Colisión,2
2613,2023,20,1,Mañana,Marzo,Lunes,San Marcos,Ayutla,Ignorado,Hombre,35,35-39,35-39,35 - 39,Ebrio,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
2614,2023,20,1,Mañana,Marzo,Lunes,San Marcos,Ayutla,Ignorado,Hombre,17,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
2615,2023,20,11,Mañana,Marzo,Lunes,Sacatepéquez,Antigua Guatemala,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Choque,2
2616,2023,20,22,Noche,Marzo,Lunes,Guatemala,San José Pinula,1,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Nissan,Gris,2017,2010-2019,Colisión,4
2617,2023,20,22,Noche,Marzo,Lunes,Guatemala,San José Pinula,1,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Colisión,4
2618,2023,20,17,Tarde,Marzo,Lunes,Guatemala,Guatemala,9,Hombre,18,15-19,15-19,15 - 19,Ignorado,Mayor,Microbús,Mazda,Gris,2009,2000-2009,Colisión,3
2619,2023,20,17,Tarde,Marzo,Lunes,Guatemala,Guatemala,9,Hombre,60,60-64,60 y más,60 - 64,Ignorado,Mayor,Motocicleta,Bajaj,Azul,2012,2010-2019,Colisión,3
2620,2023,20,14,Tarde,Marzo,Lunes,Escuintla,San José,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Pick up,Nissan,Rojo,Ignorado,Ignorado,Colisión,3
2621,2023,20,14,Tarde,Marzo,Lunes,Escuintla,San José,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión,3
2622,2023,20,23,Noche,Marzo,Lunes,Retalhuleu,El Asintal,Ignorado,Hombre,18,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Italika,Negro,Ignorado,Ignorado,Derrape,4
2623,2023,20,21,Noche,Marzo,Lunes,Alta Verapaz,San Cristóbal Verapaz,Ignorado,Hombre,66,65-69,60 y más,65 - 69,Ebrio,Mayor,Camioneta,Toyota,Blanco,2008,2000-2009,Colisión,4
2624,2023,20,21,Noche,Marzo,Lunes,Alta Verapaz,San Cristóbal Verapaz,Ignorado,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Bajaj,Rojo,2012,2010-2019,Colisión,4
2625,2023,20,23,Noche,Marzo,Lunes,Guatemala,Santa Catarina Pinula,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Cabezal,Ignorado,Rojo,Ignorado,Ignorado,Colisión,4
2626,2023,20,23,Noche,Marzo,Lunes,Guatemala,Santa Catarina Pinula,Ignorado,Mujer,48,45-49,45-49,45 - 49,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
2627,2023,20,0,Mañana,Marzo,Lunes,Guatemala,Mixco,8,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
2628,2023,20,0,Mañana,Marzo,Lunes,Guatemala,Mixco,8,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
2629,2023,20,6,Mañana,Marzo,Lunes,Guatemala,San Juan Sacatepéquez,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Bus urbano,Internacional,Blanco,1996,1990-1999,Embarrancó,2
2630,2023,21,12,Tarde,Marzo,Martes,Guatemala,Guatemala,13,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Camioneta,BMW,Gris,2022,2020-2029,Colisión,3
2631,2023,21,12,Tarde,Marzo,Martes,Guatemala,Guatemala,13,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Suzuki,Negro,2020,2020-2029,Colisión,3
2632,2023,21,21,Noche,Marzo,Martes,Guatemala,Amatitlán,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Italika,Rojo,2023,2020-2029,Colisión,4
2633,2023,21,21,Noche,Marzo,Martes,Guatemala,Amatitlán,Ignorado,Hombre,41,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,TVS Apache,Negro,2023,2020-2029,Colisión,4
2634,2023,21,23,Noche,Marzo,Martes,Guatemala,Petapa,Ignorado,Mujer,26,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Hyundai,Gris,2017,2010-2019,Colisión,4
2635,2023,21,23,Noche,Marzo,Martes,Guatemala,Petapa,Ignorado,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Freedom,Negro,2022,2020-2029,Colisión,4
2636,2023,21,13,Tarde,Marzo,Martes,Guatemala,San Juan Sacatepéquez,Ignorado,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Suzuki,Negro,2021,2020-2029,Colisión,3
2637,2023,21,13,Tarde,Marzo,Martes,Guatemala,San Juan Sacatepéquez,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Bus urbano,Internacional,Rojo,1990,1990-1999,Colisión,3
2638,2023,21,17,Tarde,Marzo,Martes,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Hombre,39,35-39,35-39,35 - 39,Ignorado,Mayor,Pick up,Nissan,Gris,2019,2010-2019,Colisión,3
2639,2023,21,17,Tarde,Marzo,Martes,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Hombre,38,35-39,35-39,35 - 39,Ignorado,Mayor,Microbús,Hyundai,Amarillo,2001,2000-2009,Colisión,3
