﻿núm_corre,año_ocu,día_ocu,hora_ocu,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,g_hora
8380,2023,6,9,Mañana,Septiembre,Miércoles,Guatemala,San José Pinula,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Asia Hero,Negro,2023,2020-2029,Colisión,2
8381,2023,6,18,Noche,Septiembre,Miércoles,Guatemala,Guatemala,11,Hombre,50,50-54,50-54,50 - 54,Ignorado,Mayor,Motocicleta,Honda,Verde,2019,2010-2019,Derrape,4
8382,2023,6,2,Mañana,Septiembre,Miércoles,Guatemala,Amatitlán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Choque,1
8383,2023,6,20,Noche,Septiembre,Miércoles,Guatemala,Petapa,Ignorado,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
8384,2023,6,20,Noche,Septiembre,Miércoles,Guatemala,Petapa,Ignorado,Hombre,64,60-64,60 y más,60 - 64,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
8385,2023,6,21,Noche,Septiembre,Miércoles,Guatemala,Villa Nueva,1,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
8386,2023,6,21,Noche,Septiembre,Miércoles,Guatemala,Villa Nueva,1,Hombre,18,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
8387,2023,6,11,Mañana,Septiembre,Miércoles,Guatemala,Mixco,1,Hombre,55,55-59,55-59,55 - 59,Ignorado,Mayor,Automóvil,Geo,Azul,1995,1990-1999,Colisión,2
8388,2023,6,11,Mañana,Septiembre,Miércoles,Guatemala,Mixco,1,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Bajaj,Gris,2022,2020-2029,Colisión,2
8389,2023,6,22,Noche,Septiembre,Miércoles,Jutiapa,Yupiltepeque,Ignorado,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Avanti,Rojo,2020,2020-2029,Colisión,4
8390,2023,6,22,Noche,Septiembre,Miércoles,Jutiapa,Yupiltepeque,Ignorado,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Avanti,Rojo,2020,2020-2029,Colisión,4
8391,2023,6,15,Tarde,Septiembre,Miércoles,Zacapa,Zacapa,Ignorado,Hombre,76,75-79,60 y más,75 - 79,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
8392,2023,6,15,Tarde,Septiembre,Miércoles,Zacapa,Zacapa,Ignorado,Mujer,36,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
8393,2023,6,7,Mañana,Septiembre,Miércoles,Escuintla,Guanagazapa,Ignorado,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Bus urbano,Ford,Verde,Ignorado,Ignorado,Colisión,2
8394,2023,6,7,Mañana,Septiembre,Miércoles,Escuintla,Guanagazapa,Ignorado,Hombre,62,60-64,60 y más,60 - 64,Ignorado,Mayor,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Colisión,2
8395,2023,6,12,Tarde,Septiembre,Miércoles,Escuintla,Escuintla,Ignorado,Hombre,34,30-34,30-34,30 - 34,Ignorado,Mayor,Bus urbano,Internacional,Negro,Ignorado,Ignorado,Colisión,3
8396,2023,6,12,Tarde,Septiembre,Miércoles,Escuintla,Escuintla,Ignorado,Hombre,60,60-64,60 y más,60 - 64,Ignorado,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión,3
8397,2023,6,19,Noche,Septiembre,Miércoles,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Asia Hero,Rojo,Ignorado,Ignorado,Colisión,4
8398,2023,6,19,Noche,Septiembre,Miércoles,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
8399,2023,6,5,Mañana,Septiembre,Miércoles,Escuintla,Tiquisate,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Italika,Negro,Ignorado,Ignorado,Derrape,1
8400,2023,6,15,Tarde,Septiembre,Miércoles,Quetzaltenango,Quetzaltenango,Ignorado,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Volkswagen,Blanco,Ignorado,Ignorado,Colisión,3
8401,2023,6,15,Tarde,Septiembre,Miércoles,Quetzaltenango,Quetzaltenango,Ignorado,Hombre,52,50-54,50-54,50 - 54,Ignorado,Mayor,Automóvil,Hyundai,Blanco,Ignorado,Ignorado,Colisión,3
8402,2023,6,18,Noche,Septiembre,Miércoles,Alta Verapaz,Cobán,12,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Pick up,Mazda,Rojo,1994,1990-1999,Colisión,4
8403,2023,6,18,Noche,Septiembre,Miércoles,Alta Verapaz,Cobán,12,Hombre,39,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Serpento,Negro,Ignorado,Ignorado,Colisión,4
8404,2023,6,6,Mañana,Septiembre,Miércoles,Sacatepéquez,San Bartolomé Milpas Altas,Ignorado,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisión,2
8405,2023,6,6,Mañana,Septiembre,Miércoles,Sacatepéquez,San Bartolomé Milpas Altas,Ignorado,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
8406,2023,7,15,Tarde,Septiembre,Jueves,Guatemala,Guatemala,10,Hombre,50,50-54,50-54,50 - 54,No Ebrio,Mayor,Camión,Freightliner,Blanco,2005,2000-2009,Colisión,3
8407,2023,7,15,Tarde,Septiembre,Jueves,Guatemala,Guatemala,10,Mujer,29,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Movesa,Rojo,2021,2020-2029,Colisión,3
8408,2023,7,14,Tarde,Septiembre,Jueves,Guatemala,Santa Catarina Pinula,Ignorado,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,3
8409,2023,7,6,Mañana,Septiembre,Jueves,Jutiapa,El Progreso,Ignorado,Hombre,39,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Suzuki,Rojo,Ignorado,Ignorado,Colisión,2
8410,2023,7,6,Mañana,Septiembre,Jueves,Jutiapa,El Progreso,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Bus urbano,Ignorado,Amarillo,Ignorado,Ignorado,Colisión,2
8411,2023,7,14,Tarde,Septiembre,Jueves,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Hombre,48,45-49,45-49,45 - 49,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,3
8412,2023,7,17,Tarde,Septiembre,Jueves,Escuintla,Escuintla,Ignorado,Hombre,19,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Otros,Blanco,2023,2020-2029,Derrape,3
8413,2023,7,18,Noche,Septiembre,Jueves,Escuintla,Iztapa,Ignorado,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Bajaj,Azul,2021,2020-2029,Derrape,4
8414,2023,7,14,Tarde,Septiembre,Jueves,Santa Rosa,Barberena,Ignorado,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Camioneta,Honda,Ignorado,Ignorado,Ignorado,Colisión,3
8415,2023,7,14,Tarde,Septiembre,Jueves,Santa Rosa,Barberena,Ignorado,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Toyota,Blanco,Ignorado,Ignorado,Colisión,3
8416,2023,7,19,Noche,Septiembre,Jueves,Baja Verapaz,San Jerónimo,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ebrio,Mayor,Motocicleta,Avanti,Negro,Ignorado,Ignorado,Colisión,4
8417,2023,7,19,Noche,Septiembre,Jueves,Baja Verapaz,San Jerónimo,Ignorado,Hombre,19,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisión,4
8418,2023,7,12,Tarde,Septiembre,Jueves,Chimaltenango,Chimaltenango,Ignorado,Hombre,17,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Colisión,3
8419,2023,7,12,Tarde,Septiembre,Jueves,Chimaltenango,Chimaltenango,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Pick up,Ignorado,Blanco,Ignorado,Ignorado,Colisión,3
8420,2023,7,0,Mañana,Septiembre,Jueves,Sacatepéquez,Antigua Guatemala,Ignorado,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Yamaha,Negro,2024,2020-2029,Colisión,1
8421,2023,7,0,Mañana,Septiembre,Jueves,Sacatepéquez,Antigua Guatemala,Ignorado,Mujer,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Honda,Azul,2022,2020-2029,Colisión,1
8422,2023,8,15,Tarde,Septiembre,Viernes,Guatemala,Guatemala,13,Hombre,37,35-39,35-39,35 - 39,No Ebrio,Mayor,Camioneta,Land Rover,Gris,2023,2020-2029,Colisión,3
8423,2023,8,15,Tarde,Septiembre,Viernes,Guatemala,Guatemala,13,Hombre,71,70-74,60 y más,70 - 74,Ignorado,Mayor,Automóvil,Toyota,Gris,1992,1990-1999,Colisión,3
8424,2023,8,9,Mañana,Septiembre,Viernes,Guatemala,Guatemala,7,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Bajaj,Blanco,Ignorado,Ignorado,Derrape,2
8425,2023,8,6,Mañana,Septiembre,Viernes,Guatemala,Guatemala,12,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,2
8426,2023,8,13,Tarde,Septiembre,Viernes,Guatemala,Amatitlán,Ignorado,Mujer,32,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Italika,Rojo,2020,2020-2029,Choque,3
8427,2023,8,1,Mañana,Septiembre,Viernes,Guatemala,San Juan Sacatepéquez,Ignorado,Hombre,19,15-19,15-19,15 - 19,No Ebrio,Mayor,Camioneta,Scion,Verde,2006,2000-2009,Colisión,1
8428,2023,8,1,Mañana,Septiembre,Viernes,Guatemala,San Juan Sacatepéquez,Ignorado,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,TVS Apache,Gris,2023,2020-2029,Colisión,1
8429,2023,8,1,Mañana,Septiembre,Viernes,Guatemala,San Juan Sacatepéquez,Ignorado,Hombre,18,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Asia Hero,Gris,2015,2010-2019,Colisión,1
8430,2023,8,20,Noche,Septiembre,Viernes,Jutiapa,Jutiapa,Ignorado,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Choque,4
8431,2023,8,21,Noche,Septiembre,Viernes,Zacapa,Teculután,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Italika,Negro,Ignorado,Ignorado,Choque,4
8432,2023,8,0,Mañana,Septiembre,Viernes,Suchitepéquez,Mazatenango,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Camión,Isuzu,Blanco,Ignorado,Ignorado,Colisión,1
8433,2023,8,0,Mañana,Septiembre,Viernes,Suchitepéquez,Mazatenango,Ignorado,Hombre,45,45-49,45-49,45 - 49,Ignorado,Mayor,Automóvil,Nissan,Gris,Ignorado,Ignorado,Colisión,1
8434,2023,8,11,Mañana,Septiembre,Viernes,Huehuetenango,Huehuetenango,1,Hombre,70,70-74,60 y más,70 - 74,Ignorado,Mayor,Pick up,Toyota,Ignorado,1996,1990-1999,Colisión,2
8435,2023,8,11,Mañana,Septiembre,Viernes,Huehuetenango,Huehuetenango,1,Hombre,15,15-19,15-19,15 - 19,No Ebrio,Menor,Motocicleta,Bajaj,Blanco,2023,2020-2029,Colisión,2
8436,2023,8,1,Mañana,Septiembre,Viernes,El Progreso,Guastatoya,Ignorado,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Pick up,Chevrolet,Ignorado,Ignorado,Ignorado,Colisión,1
8437,2023,8,1,Mañana,Septiembre,Viernes,El Progreso,Guastatoya,Ignorado,Hombre,48,45-49,45-49,45 - 49,Ignorado,Mayor,Cabezal,Freightliner,Corinto,Ignorado,Ignorado,Colisión,1
8438,2023,8,12,Tarde,Septiembre,Viernes,Izabal,Puerto Barrios,Ignorado,Hombre,34,30-34,30-34,30 - 34,No Ebrio,Mayor,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
8439,2023,8,18,Noche,Septiembre,Viernes,Petén,San Francisco,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Camión,Ignorado,Blanco,Ignorado,Ignorado,Colisión,4
8440,2023,8,18,Noche,Septiembre,Viernes,Petén,San Francisco,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Colisión,4
8441,2023,8,18,Noche,Septiembre,Viernes,Sacatepéquez,Antigua Guatemala,Ignorado,Hombre,17,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Derrape,4
8442,2023,8,22,Noche,Septiembre,Viernes,Guatemala,Guatemala,11,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Movesa,Rojo,2021,2020-2029,Colisión,4
8443,2023,8,22,Noche,Septiembre,Viernes,Guatemala,Guatemala,11,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,TVS Apache,Rojo,Ignorado,Ignorado,Colisión,4
8444,2023,8,21,Noche,Septiembre,Viernes,Zacapa,Teculután,Ignorado,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Italika,Negro,Ignorado,Ignorado,Choque,4
8445,2023,9,20,Noche,Septiembre,Sábado,Guatemala,Guatemala,25,Hombre,43,40-44,40-44,40 - 44,Ignorado,Mayor,Automóvil,Mazda,Blanco,2002,2000-2009,Colisión,4
8446,2023,9,20,Noche,Septiembre,Sábado,Guatemala,Guatemala,25,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,X-bow KRM,Anaranjado,2020,2020-2029,Colisión,4
8447,2023,9,13,Tarde,Septiembre,Sábado,Guatemala,Guatemala,5,Hombre,73,70-74,60 y más,70 - 74,Ignorado,Mayor,Camioneta,Chevrolet,Rojo,2001,2000-2009,Colisión,3
8448,2023,9,13,Tarde,Septiembre,Sábado,Guatemala,Guatemala,5,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Volkswagen,Gris,2013,2010-2019,Colisión,3
8449,2023,9,22,Noche,Septiembre,Sábado,Guatemala,Guatemala,10,Hombre,31,30-34,30-34,30 - 34,Ebrio,Mayor,Motocicleta,Bajaj,Rojo,2020,2020-2029,Colisión,4
8450,2023,9,22,Noche,Septiembre,Sábado,Guatemala,Guatemala,10,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Volkswagen,Negro,2008,2000-2009,Colisión,4
8451,2023,9,21,Noche,Septiembre,Sábado,Guatemala,Guatemala,12,Hombre,33,30-34,30-34,30 - 34,Ebrio,Mayor,Automóvil,Scion,Gris,Ignorado,Ignorado,Colisión,4
8452,2023,9,21,Noche,Septiembre,Sábado,Guatemala,Guatemala,12,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Pick up,Mazda,Beige,Ignorado,Ignorado,Colisión,4
8453,2023,9,11,Mañana,Septiembre,Sábado,Guatemala,Villa Nueva,Ignorado,Hombre,54,50-54,50-54,50 - 54,Ignorado,Mayor,Camioneta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
8454,2023,9,11,Mañana,Septiembre,Sábado,Guatemala,Villa Nueva,Ignorado,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Ignorado,Ignorado,Ignorado,Colisión,2
8455,2023,9,21,Noche,Septiembre,Sábado,Guatemala,Amatitlán,Ignorado,Hombre,34,30-34,30-34,30 - 34,Ignorado,Mayor,Camión,Ignorado,Blanco,Ignorado,Ignorado,Choque,4
8456,2023,9,21,Noche,Septiembre,Sábado,Guatemala,Amatitlán,Ignorado,Hombre,49,45-49,45-49,45 - 49,Ignorado,Mayor,Bus urbano,GMC,Amarillo,2002,2000-2009,Choque,4
8457,2023,9,4,Mañana,Septiembre,Sábado,Guatemala,Mixco,3,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,1
8458,2023,9,5,Mañana,Septiembre,Sábado,Guatemala,San Juan Sacatepéquez,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,1
8459,2023,9,20,Noche,Septiembre,Sábado,Jutiapa,Jalpatagua,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,AHM,Rojo,Ignorado,Ignorado,Colisión,4
8460,2023,9,20,Noche,Septiembre,Sábado,Jutiapa,Jalpatagua,Ignorado,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Automóvil,Datsun,Gris,1983,1980-1989,Colisión,4
8461,2023,9,20,Noche,Septiembre,Sábado,Escuintla,Iztapa,Ignorado,Hombre,14,Menor de 15,Menor de 15,10 - 14,Ignorado,Menor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
8462,2023,9,20,Noche,Septiembre,Sábado,Escuintla,Iztapa,Ignorado,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
8463,2023,9,19,Noche,Septiembre,Sábado,Escuintla,Escuintla,1,Hombre,31,30-34,30-34,30 - 34,Ebrio,Mayor,Motocicleta,TVS Apache,Gris,Ignorado,Ignorado,Colisión,4
8464,2023,9,19,Noche,Septiembre,Sábado,Escuintla,Escuintla,1,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
8465,2023,9,18,Noche,Septiembre,Sábado,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Camioneta,Ignorado,Gris,Ignorado,Ignorado,Derrape,4
8466,2023,9,0,Mañana,Septiembre,Sábado,Quetzaltenango,Colomba,Ignorado,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Panel,Ignorado,Blanco,Ignorado,Ignorado,Colisión,1
8467,2023,9,0,Mañana,Septiembre,Sábado,Quetzaltenango,Colomba,Ignorado,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Camión,Ford,Rojo,Ignorado,Ignorado,Colisión,1
8468,2023,9,15,Tarde,Septiembre,Sábado,Alta Verapaz,San Pedro Carchá,Ignorado,Hombre,18,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Colisión,3
8469,2023,9,15,Tarde,Septiembre,Sábado,Alta Verapaz,San Pedro Carchá,Ignorado,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Haojue,Negro,Ignorado,Ignorado,Colisión,3
8470,2023,9,12,Tarde,Septiembre,Sábado,El Progreso,Guastatoya,Ignorado,Hombre,38,35-39,35-39,35 - 39,Ignorado,Mayor,Camión,Freightliner,Rojo,2010,2010-2019,Colisión,3
8471,2023,9,12,Tarde,Septiembre,Sábado,El Progreso,Guastatoya,Ignorado,Mujer,33,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
8472,2023,9,20,Noche,Septiembre,Sábado,Izabal,Morales,Ignorado,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Pick up,Ford,Gris,Ignorado,Ignorado,Colisión,4
8473,2023,9,20,Noche,Septiembre,Sábado,Izabal,Morales,Ignorado,Hombre,17,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Italika,Negro,Ignorado,Ignorado,Colisión,4
8474,2023,9,0,Mañana,Septiembre,Sábado,Petén,San Francisco,Ignorado,Hombre,62,60-64,60 y más,60 - 64,Ignorado,Mayor,Automóvil,Toyota,Amarillo,Ignorado,Ignorado,Colisión,1
8475,2023,9,0,Mañana,Septiembre,Sábado,Petén,San Francisco,Ignorado,Mujer,29,25-29,25-29,25 - 29,Ignorado,Mayor,Camioneta,Kia,Gris,2007,2000-2009,Colisión,1
8476,2023,9,0,Mañana,Septiembre,Sábado,Petén,San Francisco,Ignorado,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Camioneta,Honda,Amarillo,2007,2000-2009,Colisión,1
8477,2023,9,18,Noche,Septiembre,Sábado,Quiché,Santa María Nebaj,Ignorado,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Microbús,Ignorado,Rojo,Ignorado,Ignorado,Choque,4
8478,2023,9,22,Noche,Septiembre,Sábado,Sacatepéquez,Jocotenango,Ignorado,Hombre,61,60-64,60 y más,60 - 64,Ignorado,Mayor,Camioneta,Mitsubishi,Gris,Ignorado,Ignorado,Colisión,4
8479,2023,9,22,Noche,Septiembre,Sábado,Sacatepéquez,Jocotenango,Ignorado,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Honda,Gris,Ignorado,Ignorado,Colisión,4
8480,2023,10,23,Noche,Septiembre,Domingo,Guatemala,San José del Golfo,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Camioneta,Ignorado,Blanco,2008,2000-2009,Colisión,4
8481,2023,10,23,Noche,Septiembre,Domingo,Guatemala,San José del Golfo,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Serpento,Gris,Ignorado,Ignorado,Colisión,4
8482,2023,10,4,Mañana,Septiembre,Domingo,Guatemala,Guatemala,18,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Haojue,Negro,2024,2020-2029,Derrape,1
8483,2023,10,14,Tarde,Septiembre,Domingo,Guatemala,Guatemala,6,Hombre,35,35-39,35-39,35 - 39,No Ebrio,Mayor,Automóvil,Honda,Gris,Ignorado,Ignorado,Colisión,3
8484,2023,10,14,Tarde,Septiembre,Domingo,Guatemala,Guatemala,6,Hombre,29,25-29,25-29,25 - 29,No Ebrio,Mayor,Motocicleta,Italika,Verde,Ignorado,Ignorado,Colisión,3
8485,2023,10,22,Noche,Septiembre,Domingo,Guatemala,Mixco,4,Hombre,50,50-54,50-54,50 - 54,No Ebrio,Mayor,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Colisión,4
8486,2023,10,22,Noche,Septiembre,Domingo,Guatemala,Mixco,4,Hombre,22,20-24,20-24,20 - 24,No Ebrio,Mayor,Motocicleta,X-bow KRM,Anaranjado,Ignorado,Ignorado,Colisión,4
8487,2023,10,7,Mañana,Septiembre,Domingo,Jutiapa,Jutiapa,Ignorado,Hombre,34,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
8488,2023,10,7,Mañana,Septiembre,Domingo,Jutiapa,Jutiapa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Blanco,Ignorado,Ignorado,Colisión,2
8489,2023,10,14,Tarde,Septiembre,Domingo,Jutiapa,Conguaco,Ignorado,Hombre,50,50-54,50-54,50 - 54,Ignorado,Mayor,Pick up,Ignorado,Gris,Ignorado,Ignorado,Choque,3
8490,2023,10,16,Tarde,Septiembre,Domingo,Jutiapa,Jerez,Ignorado,Hombre,49,45-49,45-49,45 - 49,No Ebrio,Mayor,Cuatrimoto,Ignorado,Rojo,Ignorado,Ignorado,Derrape,3
8491,2023,10,19,Noche,Septiembre,Domingo,Chiquimula,Ipala,Ignorado,Hombre,33,30-34,30-34,30 - 34,Ebrio,Mayor,Motocicleta,Serpento,Rojo,Ignorado,Ignorado,Colisión,4
8492,2023,10,19,Noche,Septiembre,Domingo,Chiquimula,Ipala,Ignorado,Mujer,43,40-44,40-44,40 - 44,No Ebrio,Mayor,Camioneta,Kia,Blanco,Ignorado,Ignorado,Colisión,4
8493,2023,10,20,Noche,Septiembre,Domingo,Zacapa,Zacapa,Ignorado,Hombre,37,35-39,35-39,35 - 39,Ebrio,Mayor,Camioneta,Toyota,Gris,2006,2000-2009,Colisión,4
8494,2023,10,20,Noche,Septiembre,Domingo,Zacapa,Zacapa,Ignorado,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Pick up,Toyota,Gris,2017,2010-2019,Colisión,4
8495,2023,10,13,Tarde,Septiembre,Domingo,Escuintla,La Gomera,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,No Ebrio,Mayor,Pick up,Suzuki,Blanco,2022,2020-2029,Colisión,3
8496,2023,10,13,Tarde,Septiembre,Domingo,Escuintla,La Gomera,Ignorado,Hombre,26,25-29,25-29,25 - 29,No Ebrio,Mayor,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Colisión,3
8497,2023,10,7,Mañana,Septiembre,Domingo,Quetzaltenango,El Palmar,Ignorado,Hombre,41,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Suzuki,Gris,Ignorado,Ignorado,Colisión,2
8498,2023,10,7,Mañana,Septiembre,Domingo,Quetzaltenango,El Palmar,Ignorado,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisión,2
8499,2023,10,15,Tarde,Septiembre,Domingo,Huehuetenango,Chiantla,Ignorado,Hombre,27,25-29,25-29,25 - 29,No Ebrio,Mayor,Pick up,Ignorado,Verde,Ignorado,Ignorado,Colisión,3
8500,2023,10,15,Tarde,Septiembre,Domingo,Huehuetenango,Chiantla,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Bus urbano,Ignorado,Blanco,Ignorado,Ignorado,Colisión,3
8501,2023,10,23,Noche,Septiembre,Domingo,Alta Verapaz,San Cristóbal Verapaz,Ignorado,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión,4
