﻿﻿núm_corre,año_ocu,día_ocu,hora_ocu,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,g_hora
1864,2023,4,13,Tarde,Marzo,Sábado,Guatemala,Guatemala,2,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
1865,2023,4,0,Mañana,Marzo,Sábado,Guatemala,Guatemala,12,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
1866,2023,4,13,Tarde,Marzo,Sábado,Guatemala,Villa Nueva,12,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
1867,2023,4,19,Noche,Marzo,Sábado,Chiquimula,Chiquimula,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1868,2023,4,19,Noche,Marzo,Sábado,Santa Rosa,Guazacapán,Ignorada,Motocicleta,Suzuki,Azul,2018,2010-2019,Atropello,4
1869,2023,4,23,Noche,Marzo,Sábado,Alta Verapaz,San Pedro Carchá,Ignorada,Automóvil,Ignorado,Negro,Ignorado,Ignorado,Atropello,4
1870,2023,4,20,Noche,Marzo,Sábado,Alta Verapaz,Cobán,Ignorada,Bus urbano,Ignorado,Negro,Ignorado,Ignorado,Atropello,4
1871,2023,5,17,Tarde,Marzo,Domingo,Guatemala,Guatemala,7,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
1872,2023,5,20,Noche,Marzo,Domingo,Guatemala,Mixco,6,Pick up,Isuzu,Blanco,1998,1990-1999,Atropello,4
1873,2023,5,11,Mañana,Marzo,Domingo,Alta Verapaz,Panzós,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
1874,2023,5,0,Mañana,Marzo,Domingo,Alta Verapaz,Cobán,12,Pick up,Toyota,Ignorado,Ignorado,Ignorado,Atropello,1
1875,2023,5,21,Noche,Marzo,Domingo,Alta Verapaz,Santa Cruz Verapaz,Ignorada,Camioneta,Toyota,Rojo,2014,2010-2019,Atropello,4
1876,2023,5,10,Mañana,Marzo,Domingo,Petén,Poptún,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
1877,2023,5,12,Tarde,Marzo,Domingo,Chimaltenango,Tecpán Guatemala,1,Microbús,Hyundai,Rojo,2003,2000-2009,Atropello,3
1878,2023,6,7,Mañana,Marzo,Lunes,Guatemala,Guatemala,9,Camioneta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
1879,2023,6,8,Mañana,Marzo,Lunes,Guatemala,Guatemala,7,Motocicleta,Bajaj,Negro,2021,2020-2029,Atropello,2
1880,2023,6,20,Noche,Marzo,Lunes,Guatemala,Guatemala,11,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1881,2023,6,18,Noche,Marzo,Lunes,Chiquimula,Quezaltepeque,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1882,2023,6,16,Tarde,Marzo,Lunes,Suchitepéquez,San Pablo Jocopilas,Ignorada,Motocicleta,Honda,Negro,Ignorado,Ignorado,Atropello,3
1883,2023,6,6,Mañana,Marzo,Lunes,Quetzaltenango,Coatepeque,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
1884,2023,6,20,Noche,Marzo,Lunes,Alta Verapaz,Panzós,Ignorada,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Atropello,4
1885,2023,6,16,Tarde,Marzo,Lunes,Chimaltenango,Patzicía,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
1886,2023,7,6,Mañana,Marzo,Martes,Guatemala,Guatemala,3,Automóvil,Hyundai,Negro,2017,2010-2019,Atropello,2
1887,2023,7,22,Noche,Marzo,Martes,Guatemala,Guatemala,11,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1888,2023,7,11,Mañana,Marzo,Martes,Sacatepequez,Ciudad Vieja,Ignorada,Cuatrimoto,Movesa,Rojo,Ignorado,Ignorado,Atropello,2
1889,2023,8,12,Tarde,Marzo,Miércoles,Guatemala,Guatemala,1,Pick up,Toyota,Gris,2023,2020-2029,Atropello,3
1890,2023,8,20,Noche,Marzo,Miércoles,Escuintla,Palín,Ignorada,Camioneta,Honda,Beige,2006,2000-2009,Atropello,4
1891,2023,9,21,Noche,Marzo,Jueves,Guatemala,Villa Nueva,Ignorada,Camioneta,Ignorado,Beige,Ignorado,Ignorado,Atropello,4
1892,2023,9,20,Noche,Marzo,Jueves,Guatemala,Villa Nueva,Ignorada,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1893,2023,9,19,Noche,Marzo,Jueves,Jutiapa,Jutiapa,Ignorada,Camioneta,Honda,Blanco,2005,2000-2009,Atropello,4
1894,2023,9,9,Mañana,Marzo,Jueves,Chiquimula,Esquipulas,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
1895,2023,10,21,Noche,Marzo,Viernes,Guatemala,Guatemala,11,Automóvil,Nissan,Gris,2012,2010-2019,Atropello,4
1896,2023,10,20,Noche,Marzo,Viernes,Guatemala,Villa Nueva,12,Automóvil,Ignorado,Blanco,Ignorado,Ignorado,Atropello,4
1897,2023,10,17,Tarde,Marzo,Viernes,Guatemala,Chuarrancho,Ignorada,Motocicleta,Honda,Rojo,2021,2020-2029,Atropello,3
1898,2023,10,16,Tarde,Marzo,Viernes,Retalhuleu,Santa Cruz Muluá,Ignorada,Motocicleta,Suzuki,Azul,2018,2010-2019,Atropello,3
1899,2023,11,23,Noche,Marzo,Sábado,Guatemala,San Juan Sacatepéquez,Ignorada,Motocicleta,Bajaj,Ignorado,Ignorado,Ignorado,Atropello,4
1900,2023,11,13,Tarde,Marzo,Sábado,Jutiapa,Moyuta,Ignorada,Automóvil,Mitsubishi,Gris,Ignorado,Ignorado,Atropello,3
1901,2023,11,21,Noche,Marzo,Sábado,Zacapa,Zacapa,Ignorada,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Atropello,4
1902,2023,11,0,Mañana,Marzo,Sábado,Izabal,Puerto Barrios,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
1903,2023,12,20,Noche,Marzo,Domingo,Guatemala,Guatemala,9,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1904,2023,12,12,Tarde,Marzo,Domingo,Guatemala,Guatemala,13,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
1905,2023,12,22,Noche,Marzo,Domingo,Guatemala,Villa Canales,Ignorada,Motocicleta,Asia Hero,Negro,2018,2010-2019,Atropello,4
1906,2023,12,20,Noche,Marzo,Domingo,Jutiapa,Jutiapa,Ignorada,Automóvil,Hyundai,Corinto,Ignorado,Ignorado,Atropello,4
1907,2023,12,23,Noche,Marzo,Domingo,Chiquimula,San Jacinto,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1908,2023,12,0,Mañana,Marzo,Domingo,San Marcos,San Marcos,Ignorada,Motocicleta,Suzuki,Negro,2007,2000-2009,Atropello,1
1909,2023,12,0,Mañana,Marzo,Domingo,San Marcos,Ayutla,Ignorada,Automóvil,Toyota,Negro,2002,2000-2009,Atropello,1
1910,2023,12,20,Noche,Marzo,Domingo,San Marcos,El Rodeo,Ignorada,Cuatrimoto,Ignorado,Amarillo,Ignorado,Ignorado,Atropello,4
1911,2023,12,15,Tarde,Marzo,Domingo,Baja Verapaz,Salamá,Ignorada,Automóvil,Nissan,Blanco,2019,2010-2019,Atropello,3
1912,2023,12,20,Noche,Marzo,Domingo,Sololá,San Lucas Tolimán,Ignorada,Motocicleta,Suzuki,Rojo,2022,2020-2029,Atropello,4
1913,2023,12,19,Noche,Marzo,Domingo,Sacatepequez,San Bartolomé Milpas Altas,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1914,2023,13,12,Tarde,Marzo,Lunes,Guatemala,Guatemala,7,Motocicleta,Bajaj,Negro,2018,2010-2019,Atropello,3
1915,2023,13,14,Tarde,Marzo,Lunes,Guatemala,Guatemala,7,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
1916,2023,13,8,Mañana,Marzo,Lunes,Escuintla,Escuintla,Ignorada,Panel,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
1917,2023,13,14,Tarde,Marzo,Lunes,Huehuetenango,Barrillas,Ignorada,Cuatrimoto,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
1918,2023,13,22,Noche,Marzo,Lunes,Baja Verapaz,Purulhá,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1919,2023,14,18,Noche,Marzo,Martes,Guatemala,Guatemala,2,Motocicleta,Asia Hero,Negro,2019,2010-2019,Atropello,4
1920,2023,14,11,Mañana,Marzo,Martes,Guatemala,Villa Canales,1,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
1921,2023,14,19,Noche,Marzo,Martes,Alta Verapaz,San Pedro Carchá,2,Motocicleta,Jialing,Rojo,Ignorado,Ignorado,Atropello,4
1922,2023,14,13,Tarde,Marzo,Martes,Sololá,Santa Lucía Utatlán,Ignorada,Camión,Ignorado,Blanco,Ignorado,Ignorado,Atropello,3
1923,2023,14,22,Noche,Marzo,Martes,Sacatepequez,Pastores,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1924,2023,15,11,Mañana,Marzo,Miércoles,Guatemala,Villa Nueva,12,Panel,Renault,Blanco,2019,2010-2019,Atropello,2
1925,2023,15,1,Mañana,Marzo,Miércoles,Guatemala,Mixco,6,Motocicleta,Haojue,Negro,2023,2020-2029,Atropello,1
1926,2023,15,10,Mañana,Marzo,Miércoles,Escuintla,Escuintla,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
1927,2023,15,13,Tarde,Marzo,Miércoles,Alta Verapaz,Panzós,Ignorada,Camión,Isuzu,Blanco,1993,1990-1999,Atropello,3
1928,2023,15,10,Mañana,Marzo,Miércoles,Sacatepequez,San Juan Alotenango,Ignorada,Cuatrimoto,Bajaj,Rojo,2013,2010-2019,Atropello,2
1929,2023,16,7,Mañana,Marzo,Jueves,Jutiapa,Jutiapa,3,Camioneta,Toyota,Gris,2008,2000-2009,Atropello,2
1930,2023,16,19,Noche,Marzo,Jueves,Jalapa,San Pedro Pinula,Ignorada,Automóvil,Mazda,Rojo,Ignorado,Ignorado,Atropello,4
1931,2023,16,11,Mañana,Marzo,Jueves,Suchitepéquez,San Antonio Suchitepéquez,Ignorada,Motocicleta,Honda,Rojo,2021,2020-2029,Atropello,2
1932,2023,17,21,Noche,Marzo,Viernes,Guatemala,Guatemala,18,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1933,2023,17,10,Mañana,Marzo,Viernes,Guatemala,Guatemala,18,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
1934,2023,17,19,Noche,Marzo,Viernes,Chiquimula,Quezaltepeque,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1935,2023,17,2,Mañana,Marzo,Viernes,Huehuetenango,Jacaltenango,Ignorada,Camión,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
1936,2023,17,0,Mañana,Marzo,Viernes,Izabal,Puerto Barrios,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
1937,2023,17,22,Noche,Marzo,Viernes,Chimaltenango,Patzicía,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1938,2023,18,17,Tarde,Marzo,Sábado,Guatemala,Guatemala,3,Camioneta,Honda,Gris,2004,2000-2009,Atropello,3
1939,2023,18,1,Mañana,Marzo,Sábado,Guatemala,Guatemala,7,Camión,Ignorado,Blanco,Ignorado,Ignorado,Atropello,1
1940,2023,18,13,Tarde,Marzo,Sábado,Guatemala,Guatemala,12,Motocicleta,Suzuki,Negro,2018,2010-2019,Atropello,3
1941,2023,18,22,Noche,Marzo,Sábado,Guatemala,San Juan Sacatepéquez,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1942,2023,18,22,Noche,Marzo,Sábado,Alta Verapaz,Cobán,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1943,2023,19,19,Noche,Marzo,Domingo,Guatemala,Amatitlán,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1944,2023,19,8,Mañana,Marzo,Domingo,Guatemala,Mixco,7,Motocicleta,Asia Hero,Azul,2022,2020-2029,Atropello,2
1945,2023,19,19,Noche,Marzo,Domingo,Escuintla,San José,Ignorada,Microbús,Mazda,Beige,Ignorado,Ignorado,Atropello,4
1946,2023,19,1,Mañana,Marzo,Domingo,Alta Verapaz,Cobán,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
1947,2023,20,19,Noche,Marzo,Lunes,Guatemala,Mixco,8,Automóvil,Ignorado,Negro,Ignorado,Ignorado,Atropello,4
1948,2023,20,10,Mañana,Marzo,Lunes,Santa Rosa,Barberena,Ignorada,Camioneta,Hyundai,Azul,2008,2000-2009,Atropello,2
1949,2023,20,1,Mañana,Marzo,Lunes,Chimaltenango,Chimaltenango,Ignorada,Ignorado,Ignorado,Negro,Ignorado,Ignorado,Atropello,1
1950,2023,21,19,Noche,Marzo,Martes,Guatemala,Santa Catarina Pinula,Ignorada,Motocicleta,Bajaj,Negro,2019,2010-2019,Atropello,4
1951,2023,21,5,Mañana,Marzo,Martes,Guatemala,Petapa,7,Pick up,Ignorado,Blanco,Ignorado,Ignorado,Atropello,1
1952,2023,21,22,Noche,Marzo,Martes,Santa Rosa,Barberena,Ignorada,Motocicleta,Bajaj,Blanco,Ignorado,Ignorado,Atropello,4
1953,2023,21,16,Tarde,Marzo,Martes,Alta Verapaz,Cobán,Ignorada,Camioneta,Toyota,Rojo,2021,2020-2029,Atropello,3
1954,2023,22,14,Tarde,Marzo,Miércoles,Guatemala,Santa Catarina Pinula,5,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
1955,2023,22,22,Noche,Marzo,Miércoles,Zacapa,Zacapa,Ignorada,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Atropello,4
1956,2023,22,7,Mañana,Marzo,Miércoles,Escuintla,La Gomera,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
1957,2023,22,9,Mañana,Marzo,Miércoles,Escuintla,Palín,Ignorada,Motocicleta,Suzuki,Negro,2022,2020-2029,Atropello,2
1958,2023,22,17,Tarde,Marzo,Miércoles,Sacatepequez,San Juan Alotenango,Ignorada,Automóvil,Ignorado,Rojo,Ignorado,Ignorado,Atropello,3
1959,2023,23,20,Noche,Marzo,Jueves,Guatemala,Villa Nueva,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1960,2023,23,2,Mañana,Marzo,Jueves,Santa Rosa,Guazacapán,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
1961,2023,23,22,Noche,Marzo,Jueves,Retalhuleu,Retalhuleu,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1962,2023,24,14,Tarde,Marzo,Viernes,Retalhuleu,Nuevo San Carlos,Ignorada,Motocicleta,Italika,Ignorado,2022,2020-2029,Atropello,3
1963,2023,24,16,Tarde,Marzo,Viernes,Quiché,Santa Cruz del Quiché,Ignorada,Camioneta,Suzuki,Blanco,2012,2010-2019,Atropello,3
1964,2023,24,6,Mañana,Marzo,Viernes,Chimaltenango,Tecpán Guatemala,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
1965,2023,25,18,Noche,Marzo,Sábado,Guatemala,Amatitlán,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1966,2023,25,22,Noche,Marzo,Sábado,Guatemala,San Juan Sacatepéquez,Ignorada,Camioneta,Honda,Amarillo,Ignorado,Ignorado,Atropello,4
1967,2023,25,2,Mañana,Marzo,Sábado,Jutiapa,Jutiapa,Ignorada,Camioneta,Honda,Corinto,2005,2000-2009,Atropello,1
1968,2023,25,16,Tarde,Marzo,Sábado,Escuintla,San José,Ignorada,Motocicleta,Genesis,Negro,2018,2010-2019,Atropello,3
1969,2023,25,1,Mañana,Marzo,Sábado,Suchitepéquez,Cuyotenango,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Atropello,1
1970,2023,25,9,Mañana,Marzo,Sábado,San Marcos,Tejutla,Ignorada,Pick up,Toyota,Gris,2018,2010-2019,Atropello,2
1971,2023,25,14,Tarde,Marzo,Sábado,San Marcos,Malacatán,Ignorada,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Atropello,3
1972,2023,25,19,Noche,Marzo,Sábado,Izabal,Puerto Barrios,Ignorada,Camioneta,Ignorado,Corinto,Ignorado,Ignorado,Atropello,4
1973,2023,26,1,Mañana,Marzo,Domingo,Guatemala,Guatemala,11,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
1974,2023,26,4,Mañana,Marzo,Domingo,Guatemala,Guatemala,11,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
1975,2023,26,20,Noche,Marzo,Domingo,Guatemala,Mixco,9,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1976,2023,26,22,Noche,Marzo,Domingo,Zacapa,Estanzuela,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1977,2023,26,18,Noche,Marzo,Domingo,Escuintla,Escuintla,Ignorada,Panel,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1978,2023,26,20,Noche,Marzo,Domingo,Escuintla,Palín,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1979,2023,26,14,Tarde,Marzo,Domingo,Alta Verapaz,Tactic,Ignorada,Motocicleta,Benelli,Ignorado,Ignorado,Ignorado,Atropello,3
1980,2023,26,4,Mañana,Marzo,Domingo,Baja Verapaz,San Jerónimo,Ignorada,Pick up,Mitsubishi,Amarillo,1997,1990-1999,Atropello,1
1981,2023,26,20,Noche,Marzo,Domingo,Baja Verapaz,San Jerónimo,Ignorada,Pick up,Ignorado,Rojo,Ignorado,Ignorado,Atropello,4
1982,2023,26,14,Tarde,Marzo,Domingo,Baja Verapaz,Salamá,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
1983,2023,26,16,Tarde,Marzo,Domingo,Baja Verapaz,Rabinal,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
1984,2023,26,17,Tarde,Marzo,Domingo,Izabal,Morales,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
1985,2023,26,20,Noche,Marzo,Domingo,Petén,San Benito,Ignorada,Camioneta,Ignorado,Rojo,Ignorado,Ignorado,Atropello,4
1986,2023,27,15,Tarde,Marzo,Lunes,Guatemala,Guatemala,4,Camioneta,Toyota,Negro,Ignorado,Ignorado,Atropello,3
1987,2023,27,19,Noche,Marzo,Lunes,Guatemala,Guatemala,13,Automóvil,Toyota,Azul,2015,2010-2019,Atropello,4
1988,2023,27,14,Tarde,Marzo,Lunes,Guatemala,Guatemala,12,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
1989,2023,27,10,Mañana,Marzo,Lunes,Guatemala,Petapa,Ignorada,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
1990,2023,27,11,Mañana,Marzo,Lunes,Guatemala,Amatitlán,Ignorada,Automóvil,Ignorado,Gris,Ignorado,Ignorado,Atropello,2
1991,2023,27,7,Mañana,Marzo,Lunes,Escuintla,Palín,Ignorada,Motocicleta,Freedom,Negro,2018,2010-2019,Atropello,2
1992,2023,27,7,Mañana,Marzo,Lunes,Escuintla,Santa Lucía Cotzumalguapa,Ignorada,Motocicleta,Bajaj,Ignorado,Ignorado,Ignorado,Atropello,2
1993,2023,27,5,Mañana,Marzo,Lunes,Suchitepéquez,Mazatenango,Ignorada,Panel,Skoda,Blanco,Ignorado,Ignorado,Atropello,1
1994,2023,27,21,Noche,Marzo,Lunes,Totonicapán,San Cristóbal Totonicapán,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1995,2023,27,8,Mañana,Marzo,Lunes,Sacatepequez,Santiago Sacatepéquez,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
1996,2023,28,12,Tarde,Marzo,Martes,Guatemala,Guatemala,4,Motocicleta,Hyosung,Negro,2003,2000-2009,Atropello,3
1997,2023,28,13,Tarde,Marzo,Martes,Santa Rosa,Cuilapa,Ignorada,Camión,Kia,Azul,2007,2000-2009,Atropello,3
1998,2023,28,20,Noche,Marzo,Martes,Suchitepéquez,Patulul,Ignorada,Bus urbano,Internacional,Amarillo,1991,1990-1999,Atropello,4
1999,2023,28,21,Noche,Marzo,Martes,Quetzaltenango,Colomba,Ignorada,Motocicleta,Honda,Rojo,2018,2010-2019,Atropello,4
2000,2023,28,21,Noche,Marzo,Martes,Alta Verapaz,Cobán,Ignorada,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Atropello,4
2001,2023,28,15,Tarde,Marzo,Martes,Petén,La Libertad,Ignorada,Panel,Ignorado,Blanco,Ignorado,Ignorado,Atropello,3
2002,2023,28,21,Noche,Marzo,Martes,Chimaltenango,Tecpán Guatemala,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
2003,2023,28,20,Noche,Marzo,Martes,Sacatepequez,Santa Lucía Milpas Altas,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Atropello,4
2004,2023,29,13,Tarde,Marzo,Miércoles,Guatemala,Guatemala,1,Motocicleta,Suzuki,Gris,2023,2020-2029,Atropello,3
2005,2023,29,18,Noche,Marzo,Miércoles,Guatemala,Guatemala,1,Motocicleta,Haojue,Negro,Ignorado,Ignorado,Atropello,4
2006,2023,29,19,Noche,Marzo,Miércoles,Guatemala,Guatemala,7,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
2007,2023,29,23,Noche,Marzo,Miércoles,Guatemala,Guatemala,11,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
2008,2023,30,4,Mañana,Marzo,Jueves,Guatemala,Guatemala,4,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
2009,2023,30,20,Noche,Marzo,Jueves,Escuintla,Santa Lucía Cotzumalguapa,Ignorada,Cabezal,Freedom,Blanco,Ignorado,Ignorado,Atropello,4
2010,2023,30,13,Tarde,Marzo,Jueves,Alta Verapaz,San Cristóbal Verapaz,Ignorada,Motocicleta,Suzuki,Negro,2019,2010-2019,Atropello,3
2011,2023,30,11,Mañana,Marzo,Jueves,Alta Verapaz,San Pedro Carchá,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
2012,2023,30,13,Tarde,Marzo,Jueves,Quiché,Chiché,Ignorada,Camión,Ignorado,Blanco,Ignorado,Ignorado,Atropello,3
2013,2023,30,19,Noche,Marzo,Jueves,Sacatepequez,San Lucas Sacatepéquez,Ignorada,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Atropello,4
2014,2023,31,7,Mañana,Marzo,Viernes,Guatemala,Guatemala,7,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
2015,2023,1,0,Mañana,Abril,Sábado,Guatemala,Guatemala,18,Motocicleta,TVS Apache,Azul,2021,2020-2029,Colisión,1
2016,2023,1,22,Noche,Abril,Sábado,Guatemala,San José Pinula,Ignorada,Automóvil,Nissan,Gris,2015,2010-2019,Colisión,4
2017,2023,1,9,Mañana,Abril,Sábado,Guatemala,San José Pinula,Ignorada,Jeep,Suzuki,Gris,2007,2000-2009,Colisión,2
2018,2023,1,2,Mañana,Abril,Sábado,Guatemala,Guatemala,15,Motocicleta,Bajaj,Azul,2016,2010-2019,Derrape,1
2019,2023,1,9,Mañana,Abril,Sábado,Guatemala,San José Pinula,Ignorada,Motocicleta,Asia Hero,Rojo,2014,2010-2019,Colisión,2
2020,2023,1,22,Noche,Abril,Sábado,Guatemala,San José Pinula,Ignorada,Motocicleta,Serpento,Ignorado,Ignorado,Ignorado,Colisión,4
2021,2023,1,23,Noche,Abril,Sábado,Guatemala,Guatemala,12,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Derrape,4
2022,2023,1,15,Tarde,Abril,Sábado,Guatemala,Villa Nueva,12,Motocicleta,Bajaj,Blanco,Ignorado,Ignorado,Derrape,3
2023,2023,1,15,Tarde,Abril,Sábado,Guatemala,Petapa,7,Camión,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
2024,2023,1,18,Noche,Abril,Sábado,Guatemala,Villa Nueva,Ignorada,Camioneta,Jaguar,Gris,Ignorado,Ignorado,Colisión,4
2025,2023,1,20,Noche,Abril,Sábado,Guatemala,Villa Canales,Ignorada,Camioneta,BMW,Gris,Ignorado,Ignorado,Colisión,4
2026,2023,1,15,Tarde,Abril,Sábado,Guatemala,Villa Canales,Ignorada,Motocicleta,TVS Apache,Negro,2019,2010-2019,Colisión,3
2027,2023,1,18,Noche,Abril,Sábado,Guatemala,Villa Nueva,Ignorada,Motocicleta,Italika,Negro,Ignorado,Ignorado,Colisión,4
2028,2023,1,20,Noche,Abril,Sábado,Guatemala,Villa Canales,Ignorada,Motocicleta,Bajaj,Gris,Ignorado,Ignorado,Colisión,4
2029,2023,1,15,Tarde,Abril,Sábado,Guatemala,Petapa,7,Motocicleta,Ignorado,Verde,Ignorado,Ignorado,Colisión,3
2030,2023,1,15,Tarde,Abril,Sábado,Guatemala,Villa Canales,Ignorada,Pick up,Nissan,Azul,1990,1990-1999,Colisión,3
2031,2023,1,1,Mañana,Abril,Sábado,Guatemala,Mixco,1,Motocicleta,Haojue,Azul,2023,2020-2029,Derrape,1
2032,2023,1,11,Mañana,Abril,Sábado,Escuintla,Palín,Ignorada,Camión,Hino,Blanco,2018,2010-2019,Colisión,2
2033,2023,1,0,Mañana,Abril,Sábado,Escuintla,Iztapa,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
2034,2023,1,21,Noche,Abril,Sábado,Santa Rosa,Barberena,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
2035,2023,1,10,Mañana,Abril,Sábado,Totonicapán,Totonicapán,Ignorada,Camioneta,Toyota,Corinto,Ignorado,Ignorado,Colisión,2
2036,2023,1,19,Noche,Abril,Sábado,Alta Verapaz,Raxruhá,Ignorada,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
2037,2023,1,8,Mañana,Abril,Sábado,Chimaltenango,Tecpán Guatemala,Ignorada,Camión,Ignorado,Ignorado,Ignorado,Ignorado,Vuelco,2
2038,2023,1,19,Noche,Abril,Sábado,Chimaltenango,Tecpán Guatemala,Ignorada,Motocicleta,TVS Apache,Ignorado,Ignorado,Ignorado,Vuelco,4
2039,2023,1,13,Tarde,Abril,Sábado,Sacatepequez,Sumpango,Ignorada,Automóvil,Toyota,Gris,2004,2000-2009,Colisión,3
2040,2023,2,6,Mañana,Abril,Domingo,Guatemala,Guatemala,1,Motocicleta,Haojue,Rojo,2020,2020-2029,Derrape,2
