﻿﻿núm_corre,año_ocu,día_ocu,hora_ocu,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,g_hora
4071,2023,20,15,Tarde,Mayo,Sábado,Guatemala,Guatemala,1,Camioneta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
4072,2023,21,1,Mañana,Mayo,Domingo,Guatemala,Guatemala,7,Camioneta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
4073,2023,21,8,Mañana,Mayo,Domingo,Guatemala,Guatemala,12,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
4074,2023,21,12,Tarde,Mayo,Domingo,Guatemala,Mixco,6,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Atropello,3
4075,2023,21,18,Noche,Mayo,Domingo,Jutiapa,Comapa,Ignorada,Motocicleta,Suzuki,Ignorado,Ignorado,Ignorado,Atropello,4
4076,2023,21,19,Noche,Mayo,Domingo,Escuintla,Escuintla,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4077,2023,21,20,Noche,Mayo,Domingo,Santa Rosa,Santa María Ixhuatán,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4078,2023,21,0,Mañana,Mayo,Domingo,Huehuetenango,La Democracia,Ignorada,Camioneta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
4079,2023,21,6,Mañana,Mayo,Domingo,Alta Verapaz,Cobán,Ignorada,Camioneta,Toyota,Gris,Ignorado,Ignorado,Atropello,2
4080,2023,21,14,Tarde,Mayo,Domingo,Sacatepequez,Santa María de Jesús,Ignorada,Automóvil,Honda,Beige,Ignorado,Ignorado,Atropello,3
4081,2023,22,18,Noche,Mayo,Lunes,Escuintla,Escuintla,Ignorada,Bus urbano,Internacional,Amarillo,Ignorado,Ignorado,Atropello,4
4082,2023,22,18,Noche,Mayo,Lunes,Petén,San Francisco,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4083,2023,23,21,Noche,Mayo,Martes,Guatemala,Guatemala,21,Camioneta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4084,2023,23,8,Mañana,Mayo,Martes,Escuintla,Escuintla,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
4085,2023,23,10,Mañana,Mayo,Martes,Huehuetenango,Huehuetenango,1,Camioneta,Honda,Gris,Ignorado,Ignorado,Atropello,2
4086,2023,23,0,Mañana,Mayo,Martes,Alta Verapaz,San Pedro Carchá,Ignorada,Automóvil,Toyota,Azul,1986,1980-1989,Atropello,1
4087,2023,23,15,Tarde,Mayo,Martes,Alta Verapaz,Santa Cruz Verapaz,Ignorada,Automóvil,Mitsubishi,Blanco,Ignorado,Ignorado,Atropello,3
4088,2023,23,1,Mañana,Mayo,Martes,Petén,Melchor de Mencos,Ignorada,Camioneta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
4089,2023,23,10,Mañana,Mayo,Martes,Sololá,Sololá,Ignorada,Bus urbano,Ignorado,Ignorado,1987,1980-1989,Atropello,2
4090,2023,24,14,Tarde,Mayo,Miércoles,Guatemala,San Pedro Ayampuc,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
4091,2023,24,19,Noche,Mayo,Miércoles,Guatemala,Mixco,6,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4092,2023,24,20,Noche,Mayo,Miércoles,Retalhuleu,El Asintal,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4093,2023,24,21,Noche,Mayo,Miércoles,El Progreso,Sanarate,3,Motocicleta,Suzuki,Ignorado,2008,2000-2009,Atropello,4
4094,2023,24,20,Noche,Mayo,Miércoles,Chimaltenango,Patzicía,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4095,2023,25,14,Tarde,Mayo,Jueves,Guatemala,Guatemala,4,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
4096,2023,25,19,Noche,Mayo,Jueves,Guatemala,Guatemala,16,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4097,2023,25,17,Tarde,Mayo,Jueves,Guatemala,Amatitlán,Ignorada,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Atropello,3
4098,2023,25,13,Tarde,Mayo,Jueves,Zacapa,Zacapa,Ignorada,Ignorado,Ignorado,Negro,Ignorado,Ignorado,Atropello,3
4099,2023,25,22,Noche,Mayo,Jueves,Santa Rosa,Barberena,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4100,2023,25,16,Tarde,Mayo,Jueves,Alta Verapaz,Cobán,Ignorada,Motocicleta,Suzuki,Negro,2021,2020-2029,Atropello,3
4101,2023,25,10,Mañana,Mayo,Jueves,Baja Verapaz,Salamá,Ignorada,Pick up,Isuzu,Blanco,2014,2010-2019,Atropello,2
4102,2023,26,22,Noche,Mayo,Viernes,Santa Rosa,Barberena,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4103,2023,26,20,Noche,Mayo,Viernes,Suchitepéquez,Cuyotenango,Ignorada,Camioneta,Toyota,Gris,2003,2000-2009,Atropello,4
4104,2023,26,22,Noche,Mayo,Viernes,El Progreso,Guastatoya,Ignorada,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4105,2023,26,0,Mañana,Mayo,Viernes,Izabal,Puerto Barrios,Ignorada,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
4106,2023,26,22,Noche,Mayo,Viernes,Sacatepequez,Antigua Guatemala,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4107,2023,27,20,Noche,Mayo,Sábado,Guatemala,Guatemala,1,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4108,2023,27,6,Mañana,Mayo,Sábado,Guatemala,Guatemala,13,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
4109,2023,27,2,Mañana,Mayo,Sábado,Guatemala,Mixco,1,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
4110,2023,27,12,Tarde,Mayo,Sábado,Guatemala,Mixco,7,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
4111,2023,27,17,Tarde,Mayo,Sábado,Escuintla,Santa Lucía Cotzumalguapa,Ignorada,Camioneta,Kia,Gris,2023,2020-2029,Atropello,3
4112,2023,27,23,Noche,Mayo,Sábado,Retalhuleu,Champerico,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4113,2023,27,0,Mañana,Mayo,Sábado,San Marcos,Ayutla,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
4114,2023,27,19,Noche,Mayo,Sábado,Alta Verapaz,San Juan Chamelco,1,Automóvil,Ignorado,Ignorado,2019,2010-2019,Atropello,4
4115,2023,27,12,Tarde,Mayo,Sábado,El Progreso,San Antonio la Paz,Ignorada,Automóvil,Toyota,Rojo,1989,1980-1989,Atropello,3
4116,2023,28,0,Mañana,Mayo,Domingo,Guatemala,Villa Canales,Ignorada,Pick up,Isuzu,Blanco,Ignorado,Ignorado,Atropello,1
4117,2023,28,17,Tarde,Mayo,Domingo,Guatemala,Amatitlán,Ignorada,Motocicleta,Italika,Azul,Ignorado,Ignorado,Atropello,3
4118,2023,28,10,Mañana,Mayo,Domingo,Escuintla,Escuintla,Ignorada,Motocicleta,Yamaha,Azul,2017,2010-2019,Atropello,2
4119,2023,28,0,Mañana,Mayo,Domingo,Escuintla,Escuintla,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
4120,2023,28,11,Mañana,Mayo,Domingo,Retalhuleu,Santa Cruz Muluá,Ignorada,Motocicleta,Yamaha,Azul,Ignorado,Ignorado,Atropello,2
4121,2023,28,3,Mañana,Mayo,Domingo,Quetzaltenango,Quetzaltenango,3,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
4122,2023,28,1,Mañana,Mayo,Domingo,Quetzaltenango,Salcajá,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
4123,2023,28,3,Mañana,Mayo,Domingo,Quetzaltenango,Quetzaltenango,3,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
4124,2023,28,7,Mañana,Mayo,Domingo,Izabal,Los Amates,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
4125,2023,28,7,Mañana,Mayo,Domingo,Izabal,Puerto Barrios,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
4126,2023,28,19,Noche,Mayo,Domingo,Petén,Melchor de Mencos,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4127,2023,29,1,Mañana,Mayo,Lunes,Guatemala,Guatemala,12,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
4128,2023,29,12,Tarde,Mayo,Lunes,Jutiapa,Pasaco,Ignorada,Motocicleta,Honda,Negro,Ignorado,Ignorado,Atropello,3
4129,2023,29,19,Noche,Mayo,Lunes,Jutiapa,Jutiapa,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4130,2023,29,20,Noche,Mayo,Lunes,San Marcos,San Pedro Sacatepéquez,3,Microbús,Toyota,Azul,2007,2000-2009,Atropello,4
4131,2023,29,8,Mañana,Mayo,Lunes,Petén,San Luis,Ignorada,Cabezal,Freightliner,Ignorado,Ignorado,Ignorado,Atropello,2
4132,2023,30,10,Mañana,Mayo,Martes,Guatemala,Guatemala,1,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
4133,2023,30,18,Noche,Mayo,Martes,Zacapa,Zacapa,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4134,2023,31,16,Tarde,Mayo,Miércoles,Quetzaltenango,Coatepeque,Ignorada,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Atropello,3
4135,2023,31,16,Tarde,Mayo,Miércoles,Guatemala,Villa Canales,Ignorada,Automóvil,Honda,Rojo,Ignorado,Ignorado,Atropello,3
4136,2023,1,17,Tarde,Junio,Jueves,Guatemala,Guatemala,7,Motocicleta,Yamaha,Blanco,Ignorado,Ignorado,Atropello,3
4137,2023,1,16,Tarde,Junio,Jueves,Guatemala,Villa Nueva,1,Motocicleta,Suzuki,Rojo,2017,2010-2019,Atropello,3
4138,2023,1,17,Tarde,Junio,Jueves,Guatemala,Petapa,7,Motocicleta,Benelli,Negro,Ignorado,Ignorado,Atropello,3
4139,2023,1,23,Noche,Junio,Jueves,Guatemala,Villa Nueva,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4140,2023,1,21,Noche,Junio,Jueves,Alta Verapaz,San Pedro Carchá,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4141,2023,1,8,Mañana,Junio,Jueves,Baja Verapaz,Rabinal,1,Motocicleta,Honda,Ignorado,Ignorado,Ignorado,Atropello,2
4142,2023,1,21,Noche,Junio,Jueves,El Progreso,Guastatoya,Ignorada,Automóvil,Mazda,Gris,Ignorado,Ignorado,Atropello,4
4143,2023,1,15,Tarde,Junio,Jueves,Quiché,Santa María Nebaj,Ignorada,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Atropello,3
4144,2023,1,13,Tarde,Junio,Jueves,Sacatepequez,Santiago Sacatepéquez,Ignorada,Moto taxi,Ignorado,Rojo,Ignorado,Ignorado,Atropello,3
4145,2023,2,20,Noche,Junio,Viernes,Guatemala,Guatemala,7,Automóvil,Ford,Gris,Ignorado,Ignorado,Atropello,4
4146,2023,2,1,Mañana,Junio,Viernes,Escuintla,Escuintla,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
4147,2023,2,21,Noche,Junio,Viernes,Suchitepéquez,Chicacao,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4148,2023,2,22,Noche,Junio,Viernes,Alta Verapaz,San Pedro Carchá,Ignorada,Camión,Kia,Blanco,2019,2010-2019,Atropello,4
4149,2023,3,3,Mañana,Junio,Sábado,Guatemala,Villa Nueva,4,Camioneta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
4150,2023,3,23,Noche,Junio,Sábado,Guatemala,Villa Canales,1,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4151,2023,3,7,Mañana,Junio,Sábado,Escuintla,Palín,Ignorada,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Atropello,2
4152,2023,3,8,Mañana,Junio,Sábado,Escuintla,Escuintla,Ignorada,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
4153,2023,3,1,Mañana,Junio,Sábado,Alta Verapaz,San Pedro Carchá,Ignorada,Motocicleta,Serpento,Negro,2021,2020-2029,Atropello,1
4154,2023,3,22,Noche,Junio,Sábado,Petén,Flores,Ignorada,Camioneta,Ignorado,Blanco,Ignorado,Ignorado,Atropello,4
4155,2023,3,8,Mañana,Junio,Sábado,Chimaltenango,Chimaltenango,Ignorada,Bus urbano,Internacional,Beige,2000,2000-2009,Atropello,2
4156,2023,4,15,Tarde,Junio,Domingo,Guatemala,Guatemala,12,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
4157,2023,4,21,Noche,Junio,Domingo,Escuintla,Escuintla,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4158,2023,4,21,Noche,Junio,Domingo,Escuintla,Escuintla,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4159,2023,4,17,Tarde,Junio,Domingo,Quetzaltenango,Coatepeque,Ignorada,Camioneta,Honda,Blanco,Ignorado,Ignorado,Atropello,3
4160,2023,4,13,Tarde,Junio,Domingo,Alta Verapaz,Santa Cruz Verapaz,Ignorada,Automóvil,Mitsubishi,Rojo,1992,1990-1999,Atropello,3
4161,2023,4,19,Noche,Junio,Domingo,El Progreso,Sanarate,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4162,2023,4,9,Mañana,Junio,Domingo,Petén,El Chal,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
4163,2023,4,21,Noche,Junio,Domingo,Petén,Flores,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4164,2023,5,21,Noche,Junio,Lunes,Zacapa,Zacapa,Ignorada,Camión,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4165,2023,5,21,Noche,Junio,Lunes,Zacapa,Zacapa,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4166,2023,5,11,Mañana,Junio,Lunes,Alta Verapaz,Santa Catalina La Tinta,Ignorada,Motocicleta,Suzuki,Rojo,2020,2020-2029,Atropello,2
4167,2023,5,12,Tarde,Junio,Lunes,El Progreso,Sanarate,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
4168,2023,5,22,Noche,Junio,Lunes,Petén,Melchor de Mencos,Ignorada,Camión,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4169,2023,6,14,Tarde,Junio,Martes,Guatemala,Guatemala,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
4170,2023,7,13,Tarde,Junio,Miércoles,Suchitepéquez,San Antonio Suchitepéquez,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
4171,2023,7,19,Noche,Junio,Miércoles,Retalhuleu,El Asintal,Ignorada,Motocicleta,Ignorado,Azul,Ignorado,Ignorado,Atropello,4
4172,2023,7,13,Tarde,Junio,Miércoles,Baja Verapaz,El Chol,Ignorada,Camión,Ignorado,Blanco,Ignorado,Ignorado,Atropello,3
4173,2023,8,21,Noche,Junio,Jueves,Quiché,San Juan Cotzal,Ignorada,Camioneta,Mitsubishi,Gris,Ignorado,Ignorado,Atropello,4
4174,2023,9,7,Mañana,Junio,Viernes,Guatemala,Guatemala,6,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
4175,2023,9,20,Noche,Junio,Viernes,Guatemala,Guatemala,5,Motocicleta,Serpento,Negro,Ignorado,Ignorado,Atropello,4
4176,2023,9,6,Mañana,Junio,Viernes,Guatemala,Guatemala,7,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
4177,2023,9,14,Tarde,Junio,Viernes,Guatemala,Guatemala,12,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
4178,2023,9,22,Noche,Junio,Viernes,Escuintla,Siquinalá,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4179,2023,9,18,Noche,Junio,Viernes,Santa Rosa,Taxisco,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4180,2023,9,19,Noche,Junio,Viernes,Retalhuleu,Retalhuleu,4,Motocicleta,Bajaj,Rojo,2005,2000-2009,Atropello,4
4181,2023,9,15,Tarde,Junio,Viernes,Izabal,Puerto Barrios,Ignorada,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Atropello,3
4182,2023,10,20,Noche,Junio,Sábado,Guatemala,San José del Golfo,Ignorada,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4183,2023,10,0,Mañana,Junio,Sábado,Guatemala,Guatemala,18,Ignorado,Ignorado,Negro,Ignorado,Ignorado,Atropello,1
4184,2023,10,1,Mañana,Junio,Sábado,Guatemala,Guatemala,11,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
4185,2023,10,1,Mañana,Junio,Sábado,Guatemala,Guatemala,11,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
4186,2023,10,17,Tarde,Junio,Sábado,Guatemala,Villa Nueva,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
4187,2023,10,19,Noche,Junio,Sábado,Guatemala,Villa Nueva,Ignorada,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4188,2023,10,23,Noche,Junio,Sábado,Guatemala,Villa Canales,Ignorada,Motocicleta,Honda,Gris,Ignorado,Ignorado,Atropello,4
4189,2023,10,11,Mañana,Junio,Sábado,Guatemala,Mixco,6,Automóvil,Hyundai,Blanco,Ignorado,Ignorado,Atropello,2
4190,2023,10,21,Noche,Junio,Sábado,Guatemala,San Juan Sacatepéquez,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4191,2023,10,8,Mañana,Junio,Sábado,Escuintla,Escuintla,Ignorada,Cabezal,Ford,Blanco,1995,1990-1999,Atropello,2
4192,2023,10,10,Mañana,Junio,Sábado,Suchitepéquez,San Antonio Suchitepéquez,Ignorada,Pick up,Toyota,Blanco,Ignorado,Ignorado,Atropello,2
4193,2023,10,4,Mañana,Junio,Sábado,Retalhuleu,San Sebastián,Ignorada,Motocicleta,Serpento,Rojo,Ignorado,Ignorado,Atropello,1
4194,2023,10,21,Noche,Junio,Sábado,Retalhuleu,Santa Cruz Muluá,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4195,2023,10,12,Tarde,Junio,Sábado,Quetzaltenango,La Esperanza,1,Automóvil,Honda,Gris,2007,2000-2009,Atropello,3
4196,2023,10,17,Tarde,Junio,Sábado,Baja Verapaz,Salamá,Ignorada,Automóvil,Ignorado,Gris,Ignorado,Ignorado,Atropello,3
4197,2023,10,22,Noche,Junio,Sábado,Petén,Flores,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4198,2023,10,20,Noche,Junio,Sábado,Chimaltenango,Patzicía,Ignorada,Camioneta,Chevrolet,Negro,Ignorado,Ignorado,Atropello,4
4199,2023,11,0,Mañana,Junio,Domingo,Guatemala,San Pedro Ayampuc,Ignorada,Automóvil,Toyota,Verde,1999,1990-1999,Atropello,1
4200,2023,11,21,Noche,Junio,Domingo,Guatemala,Guatemala,18,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4201,2023,11,4,Mañana,Junio,Domingo,Guatemala,Villa Canales,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
4202,2023,11,3,Mañana,Junio,Domingo,Guatemala,Villa Canales,1,Pick up,Nissan,Rojo,Ignorado,Ignorado,Atropello,1
4203,2023,11,15,Tarde,Junio,Domingo,Guatemala,Amatitlán,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
4204,2023,11,0,Mañana,Junio,Domingo,San Marcos,San Marcos,Ignorada,Camioneta,Mitsubishi,Gris,Ignorado,Ignorado,Atropello,1
4205,2023,11,2,Mañana,Junio,Domingo,Alta Verapaz,Cobán,9,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
4206,2023,11,0,Mañana,Junio,Domingo,Alta Verapaz,Cobán,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
4207,2023,12,22,Noche,Junio,Lunes,Guatemala,Guatemala,3,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4208,2023,12,10,Mañana,Junio,Lunes,Guatemala,Guatemala,25,Microbús,Hyundai,Amarillo,2001,2000-2009,Atropello,2
4209,2023,12,0,Mañana,Junio,Lunes,Guatemala,Guatemala,7,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
4210,2023,12,16,Tarde,Junio,Lunes,Guatemala,Guatemala,7,Automóvil,Ignorado,Gris,Ignorado,Ignorado,Atropello,3
4211,2023,12,0,Mañana,Junio,Lunes,Guatemala,Guatemala,7,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
4212,2023,12,10,Mañana,Junio,Lunes,Guatemala,Mixco,6,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
4213,2023,12,5,Mañana,Junio,Lunes,Quetzaltenango,Quetzaltenango,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
4214,2023,12,16,Tarde,Junio,Lunes,Sololá,Santa Catarina Ixtahuacán,Ignorada,Automóvil,Kia,Gris,2017,2010-2019,Atropello,3
4215,2023,13,16,Tarde,Junio,Martes,Alta Verapaz,Cobán,6,Pick up,Mitsubishi,Gris,2008,2000-2009,Atropello,3
4216,2023,14,20,Noche,Junio,Miércoles,Guatemala,Guatemala,7,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4217,2023,14,14,Tarde,Junio,Miércoles,Quiché,Santa Cruz del Quiché,Ignorada,Moto taxi,TVS Apache,Rojo,2018,2010-2019,Atropello,3
4218,2023,15,20,Noche,Junio,Jueves,Guatemala,Guatemala,7,Camión,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4219,2023,15,1,Mañana,Junio,Jueves,Alta Verapaz,Cobán,Ignorada,Motocicleta,MRT,Negro,2018,2010-2019,Atropello,1
4220,2023,15,15,Tarde,Junio,Jueves,Sololá,Sololá,Ignorada,Bus urbano,Internacional,Beige,Ignorado,Ignorado,Atropello,3
4221,2023,15,7,Mañana,Junio,Jueves,Chimaltenango,Tecpán Guatemala,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
4222,2023,16,20,Noche,Junio,Viernes,Guatemala,Villa Nueva,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4223,2023,16,17,Tarde,Junio,Viernes,Guatemala,Mixco,4,Motocicleta,Bajaj,Ignorado,2023,2020-2029,Atropello,3
4224,2023,16,12,Tarde,Junio,Viernes,Guatemala,San Juan Sacatepéquez,Ignorada,Moto taxi,Bajaj,Rojo,Ignorado,Ignorado,Atropello,3
4225,2023,16,6,Mañana,Junio,Viernes,Jutiapa,Jalpatagua,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
4226,2023,16,20,Noche,Junio,Viernes,Escuintla,Santa Lucía Cotzumalguapa,Ignorada,Automóvil,Ignorado,Blanco,Ignorado,Ignorado,Atropello,4
4227,2023,16,19,Noche,Junio,Viernes,Santa Rosa,Santa Rosa de Lima,Ignorada,Pick up,Ignorado,Blanco,Ignorado,Ignorado,Atropello,4
4228,2023,16,4,Mañana,Junio,Viernes,Izabal,Livingston,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
4229,2023,16,21,Noche,Junio,Viernes,Sololá,San José Chacayá,Ignorada,Automóvil,Honda,Gris,2007,2000-2009,Atropello,4
4230,2023,16,19,Noche,Junio,Viernes,Sacatepequez,Antigua Guatemala,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4231,2023,17,12,Tarde,Junio,Sábado,Guatemala,Guatemala,18,Camión,GMC,Amarillo,2001,2000-2009,Atropello,3
4232,2023,17,19,Noche,Junio,Sábado,Guatemala,Villa Nueva,3,Motocicleta,Asia Hero,Negro,Ignorado,Ignorado,Atropello,4
4233,2023,17,9,Mañana,Junio,Sábado,Guatemala,San Juan Sacatepéquez,10,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
4234,2023,17,21,Noche,Junio,Sábado,Guatemala,San Juan Sacatepéquez,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4235,2023,17,20,Noche,Junio,Sábado,Quetzaltenango,Coatepeque,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4236,2023,17,22,Noche,Junio,Sábado,San Marcos,El Quetzal,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
4237,2023,17,14,Tarde,Junio,Sábado,El Progreso,San Antonio la Paz,Ignorada,Bus urbano,Internacional,Azul,Ignorado,Ignorado,Atropello,3
4238,2023,17,16,Tarde,Junio,Sábado,Izabal,Puerto Barrios,Ignorada,Motocicleta,Otros,Rojo,Ignorado,Ignorado,Atropello,3
4239,2023,18,18,Noche,Junio,Domingo,Guatemala,Guatemala,12,Automóvil,Toyota,Gris,Ignorado,Ignorado,Atropello,4
