Núm_corre,Año_ocu,Día_ocu,Hora_ocu,g_hora,g_hora_5,Mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
2516,2020,16,11,2,1,3,1,9,917,99,1,32,5,5,7,9,1,4,18,3,9999,99,1
2517,2020,16,6,2,1,3,1,17,1701,99,9,999,16,12,18,9,9,12,50,99,9999,99,1
2518,2020,16,6,2,1,3,1,17,1701,99,1,999,16,12,18,9,1,4,6,5,9999,99,1
2519,2020,16,5,1,1,3,1,17,1710,99,1,23,3,3,5,9,1,12,999,4,9999,99,1
2520,2020,16,5,1,1,3,1,17,1710,99,9,999,16,12,18,9,9,4,999,99,9999,99,1
2521,2020,16,18,4,3,3,1,14,1413,99,1,37,6,6,8,9,1,3,28,99,9999,99,1
2522,2020,16,18,4,3,3,1,14,1413,99,1,15,2,2,4,9,2,4,67,2,9999,99,1
2523,2020,16,10,2,1,3,1,3,302,99,9,999,16,12,18,9,9,14,999,99,9999,99,1
2524,2020,16,10,2,1,3,1,3,302,99,2,32,5,5,7,9,1,4,999,99,9999,99,1
2525,2020,16,14,3,2,3,1,3,302,99,9,999,16,12,18,9,9,3,999,99,9999,99,1
2526,2020,16,14,3,2,3,1,3,302,99,1,44,7,7,9,9,1,4,999,99,9999,99,1
2527,2020,17,9,2,1,3,2,1,101,1,1,31,5,5,7,1,1,1,48,3,9999,99,1
2528,2020,17,9,2,1,3,2,1,101,1,1,25,4,4,6,1,1,4,32,2,9999,99,1
2529,2020,17,2,1,1,3,2,1,101,1,1,49,8,8,10,1,1,1,28,4,9999,99,1
2530,2020,17,9,2,1,3,2,1,101,1,1,23,3,3,5,1,1,4,3,5,9999,99,1
2531,2020,17,12,3,2,3,2,1,101,18,1,24,3,3,5,1,1,1,56,3,9999,99,1
2532,2020,17,12,3,2,3,2,1,101,18,1,63,11,11,13,1,1,4,72,1,2013,5,1
2533,2020,17,14,3,2,3,2,1,101,5,1,54,9,9,11,1,1,4,999,99,9999,99,1
2534,2020,17,14,3,2,3,2,1,101,5,1,999,16,12,18,1,9,4,999,99,9999,99,1
2535,2020,17,10,2,1,3,2,5,504,99,1,38,6,6,8,1,1,4,2,99,9999,99,1
2536,2020,17,10,2,1,3,2,5,504,99,9,999,16,12,18,9,9,2,999,99,9999,99,1
2537,2020,17,13,3,2,3,2,1,117,99,1,22,3,3,5,1,1,4,67,1,9999,99,1
2538,2020,17,13,3,2,3,2,1,117,99,1,62,11,11,13,1,1,1,28,2,2004,4,1
2539,2020,17,23,4,3,3,2,1,115,99,1,999,16,12,18,1,1,4,67,5,9999,99,1
2540,2020,17,23,4,3,3,2,1,115,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
2541,2020,17,14,3,2,3,2,1,108,99,1,20,3,3,5,1,1,4,6,99,9999,99,1
2542,2020,17,14,3,2,3,2,1,108,99,9,999,16,12,18,9,9,4,999,99,9999,99,1
2543,2020,17,11,2,1,3,2,22,2212,99,9,999,16,12,18,9,9,1,999,4,9999,99,1
2544,2020,17,11,2,1,3,2,22,2212,99,1,999,16,12,18,9,9,4,999,1,9999,99,1
2545,2020,17,7,2,1,3,2,5,501,99,1,53,9,9,11,1,1,3,69,2,9999,99,1
2546,2020,17,7,2,1,3,2,5,501,99,1,35,6,6,8,1,1,99,999,99,9999,99,1
2547,2020,17,23,4,3,3,2,5,504,99,1,26,4,4,6,2,1,4,6,1,9999,99,1
2548,2020,17,23,4,3,3,2,5,504,99,1,24,3,3,5,1,1,4,6,99,9999,99,1
2549,2020,17,19,4,3,3,2,11,1101,99,1,22,3,3,5,1,1,4,67,5,9999,99,1
2550,2020,17,19,4,3,3,2,11,1101,99,1,999,16,12,18,1,9,4,27,14,9999,99,1
2551,2020,17,13,3,2,3,2,9,901,99,1,35,6,6,8,9,1,5,999,2,9999,99,2
2552,2020,17,20,4,3,3,2,15,1508,99,1,42,7,7,9,2,1,1,999,4,9999,99,1
2553,2020,17,20,4,3,3,2,15,1508,99,1,999,16,12,18,9,2,22,6,1,9999,99,1
2554,2020,18,18,4,3,3,3,1,101,12,2,37,6,6,8,1,1,99,999,99,9999,99,1
2555,2020,18,18,4,3,3,3,1,101,12,9,999,16,12,18,9,9,99,999,99,9999,99,1
2556,2020,18,9,2,1,3,3,1,101,12,1,36,6,6,8,1,1,4,20,4,9999,99,1
2557,2020,18,9,2,1,3,3,1,101,12,9,999,16,12,18,9,9,99,999,99,9999,99,1
2558,2020,18,17,3,2,3,3,1,108,99,1,39,6,6,8,9,1,1,73,4,9999,99,1
2559,2020,18,17,3,2,3,3,1,108,99,1,28,4,4,6,9,1,4,999,4,9999,99,1
2560,2020,18,15,3,2,3,3,1,108,99,1,44,7,7,9,9,1,1,56,1,9999,99,1
2561,2020,18,15,3,2,3,3,1,108,99,1,63,11,11,13,9,1,4,32,1,9999,99,1
2562,2020,18,19,4,3,3,3,1,101,19,1,25,4,4,6,9,1,4,999,99,9999,99,1
2563,2020,18,19,4,3,3,3,1,101,19,9,999,16,12,18,9,9,4,999,99,9999,99,1
2564,2020,18,7,2,1,3,3,8,802,99,1,30,5,5,7,1,1,6,19,2,1999,3,1
2565,2020,18,7,2,1,3,3,8,802,99,1,40,7,7,9,1,1,5,26,99,9999,99,1
2566,2020,18,7,2,1,3,3,8,802,99,1,43,7,7,9,1,1,5,52,99,9999,99,1
2567,2020,18,17,3,2,3,3,8,801,99,1,37,6,6,8,1,1,3,69,5,9999,99,1
2568,2020,18,17,3,2,3,3,8,801,99,1,30,5,5,7,9,1,3,56,8,9999,99,1
2569,2020,18,12,3,2,3,3,18,1805,99,1,44,7,7,9,9,1,5,999,14,9999,99,1
2570,2020,18,12,3,2,3,3,18,1805,99,9,999,16,12,18,9,9,6,999,15,9999,99,1
2571,2020,18,9,2,1,3,3,17,1712,99,1,30,5,5,7,9,1,2,27,6,9999,99,1
2572,2020,18,9,2,1,3,3,17,1712,99,1,60,11,11,13,9,1,1,48,4,2003,4,1
2573,2020,19,23,4,3,3,4,1,106,99,1,17,2,2,4,2,2,1,48,4,1991,3,2
2574,2020,19,9,2,1,3,4,19,1901,99,1,37,6,6,8,9,1,4,999,99,9999,99,6
2575,2020,19,12,3,2,3,4,12,1223,99,1,56,10,10,12,1,1,3,69,5,1998,3,1
2576,2020,19,12,3,2,3,4,12,1223,99,1,999,16,12,18,1,9,3,69,11,1986,2,1
2577,2020,19,11,2,1,3,4,5,511,99,1,54,9,9,11,1,1,6,19,7,9999,99,1
2578,2020,19,11,2,1,3,4,5,511,99,1,999,16,12,18,1,1,6,999,2,9999,99,1
2579,2020,19,11,2,1,3,4,5,511,99,1,65,12,11,14,1,1,5,999,1,9999,99,1
2580,2020,19,11,2,1,3,4,5,511,99,1,46,8,8,10,1,1,5,999,2,9999,99,1
2581,2020,19,17,3,2,3,4,17,1713,99,1,22,3,3,5,9,1,4,76,3,2012,5,6
2582,2020,19,16,3,2,3,4,13,1302,99,1,43,7,7,9,9,1,5,26,2,9999,99,1
2583,2020,20,18,4,3,3,5,5,501,99,1,23,3,3,5,9,1,1,999,2,9999,99,1
2584,2020,20,18,4,3,3,5,5,501,99,1,27,4,4,6,9,1,4,67,99,9999,99,1
2585,2020,20,0,1,1,3,5,12,1202,99,9,999,16,12,18,9,9,1,999,99,9999,99,2
2586,2020,20,16,3,2,3,5,17,1713,99,1,25,4,4,6,9,1,3,56,2,2018,5,1
2587,2020,20,16,3,2,3,5,17,1713,99,1,25,4,4,6,9,1,4,27,5,9999,99,1
2588,2020,20,22,4,3,3,5,1,115,99,1,34,5,5,7,9,1,1,56,4,9999,99,1
2589,2020,20,22,4,3,3,5,1,115,99,1,20,3,3,5,9,1,4,64,1,9999,99,1
2590,2020,20,21,4,3,3,5,1,114,99,1,34,5,5,7,9,1,4,100,5,9999,99,6
2591,2020,21,4,1,1,3,6,1,108,99,1,27,4,4,6,9,1,4,27,1,2016,5,1
2592,2020,21,4,1,1,3,6,1,108,99,1,41,7,7,9,9,1,4,67,1,2016,5,1
2593,2020,21,12,3,2,3,6,1,101,16,1,24,3,3,5,9,1,4,190,1,9999,99,1
2594,2020,21,12,3,2,3,6,1,101,16,1,21,3,3,5,9,1,4,32,1,9999,99,1
2595,2020,21,9,2,1,3,6,1,108,99,1,55,10,10,12,9,1,9,69,3,2008,4,1
2596,2020,21,9,2,1,3,6,1,108,99,2,30,5,5,7,9,1,1,41,1,2013,5,1
2597,2020,21,16,3,2,3,6,16,1601,99,2,32,5,5,7,1,1,1,48,10,9999,99,1
2598,2020,21,16,3,2,3,6,16,1601,99,1,24,3,3,5,1,1,4,67,1,9999,99,1
2599,2020,21,18,4,3,3,6,16,1604,99,1,30,5,5,7,1,1,1,999,99,9999,99,1
2600,2020,21,18,4,3,3,6,16,1604,99,1,999,16,12,18,1,9,5,31,99,9999,99,1
2601,2020,21,19,4,3,3,6,8,801,99,1,999,16,12,18,9,9,99,999,99,9999,99,1
2602,2020,21,19,4,3,3,6,8,801,99,1,17,2,2,4,1,2,4,999,99,9999,99,1
2603,2020,21,16,3,2,3,6,1,101,10,2,28,4,4,6,1,1,1,73,4,2017,5,1
2604,2020,21,16,3,2,3,6,1,101,10,1,29,4,4,6,1,1,4,6,3,2015,5,1
2605,2020,21,18,4,3,3,6,1,101,13,1,29,4,4,6,1,1,1,69,4,2004,4,1
2606,2020,21,18,4,3,3,6,1,101,13,1,45,8,8,10,1,1,4,100,5,2019,5,1
2607,2020,21,0,1,1,3,6,1,101,13,9,999,16,12,18,9,9,99,999,99,9999,99,1
2608,2020,21,0,1,1,3,6,1,101,13,1,23,3,3,5,9,1,4,67,5,2018,5,1
2609,2020,21,21,4,3,3,6,1,101,1,1,22,3,3,5,9,1,1,69,1,9999,99,1
2610,2020,21,21,4,3,3,6,1,101,1,1,39,6,6,8,9,1,1,69,10,1986,2,1
2611,2020,21,8,2,1,3,6,1,115,99,1,44,7,7,9,9,1,4,6,5,9999,99,1
2612,2020,21,8,2,1,3,6,1,115,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
2613,2020,21,20,4,3,3,6,1,115,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
2614,2020,21,20,4,3,3,6,1,115,99,1,23,3,3,5,9,1,4,999,99,9999,99,1
2615,2020,21,18,4,3,3,6,1,110,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
2616,2020,21,18,4,3,3,6,1,110,99,1,53,9,9,11,9,1,4,999,99,9999,99,1
2617,2020,22,0,1,1,3,7,1,102,99,1,23,3,3,5,2,1,1,69,2,9999,99,2
2618,2020,22,1,1,1,3,7,1,117,99,1,34,5,5,7,2,1,3,12,6,1988,2,1
2619,2020,22,1,1,1,3,7,1,117,99,1,41,7,7,9,1,1,1,10,2,9999,99,1
2620,2020,22,18,4,3,3,7,1,110,99,1,52,9,9,11,1,1,2,69,6,1999,3,1
2621,2020,22,18,4,3,3,7,1,110,99,1,52,9,9,11,9,1,4,6,6,2013,5,1
2622,2020,22,18,4,3,3,7,1,110,99,2,40,7,7,9,9,1,4,6,6,2013,5,1
2623,2020,22,13,3,2,3,7,1,115,99,1,20,3,3,5,9,1,4,999,99,9999,99,1
2624,2020,22,13,3,2,3,7,1,115,99,9,999,16,12,18,9,9,1,999,99,9999,99,1
2625,2020,22,12,3,2,3,7,1,101,3,1,42,7,7,9,9,1,11,69,2,2005,4,1
2626,2020,22,14,3,2,3,7,17,1701,99,1,28,4,4,6,9,1,4,999,2,9999,99,2
2627,2020,23,15,3,2,3,1,3,301,99,1,21,3,3,5,1,1,4,32,1,2013,5,1
2628,2020,23,15,3,2,3,1,3,301,99,2,26,4,4,6,1,1,1,56,9,1993,3,1
2629,2020,23,15,3,2,3,1,1,101,12,1,48,8,8,10,9,1,5,26,3,9999,99,1
2630,2020,23,15,3,2,3,1,1,101,12,1,28,4,4,6,9,1,4,67,5,9999,99,1
2631,2020,23,15,3,2,3,1,1,101,12,2,24,3,3,5,9,1,4,67,5,9999,99,1
2632,2020,23,11,2,1,3,1,1,101,1,2,36,6,6,8,9,1,1,56,4,2014,5,1
2633,2020,23,11,2,1,3,1,1,101,1,2,32,5,5,7,9,1,1,52,6,2015,5,1
2634,2020,24,5,1,1,3,2,1,101,4,1,999,16,12,18,1,1,5,26,99,9999,99,1
2635,2020,24,15,3,2,3,2,1,108,99,1,52,9,9,11,9,1,1,69,2,2008,4,1
2636,2020,24,15,3,2,3,2,1,108,99,1,40,7,7,9,9,1,3,56,2,2019,5,1
2637,2020,24,15,3,2,3,2,1,108,99,1,37,6,6,8,9,1,4,27,5,2019,5,1
2638,2020,24,15,3,2,3,2,1,108,99,1,27,4,4,6,9,1,1,56,4,2013,5,1
2639,2020,24,15,3,2,3,2,1,108,99,1,22,3,3,5,9,1,4,163,1,9999,99,1
2640,2020,24,15,3,2,3,2,1,108,99,1,23,3,3,5,1,1,1,52,99,9999,99,1
2641,2020,24,15,3,2,3,2,1,108,99,2,20,3,3,5,1,1,4,20,99,9999,99,1
2642,2020,24,16,3,2,3,2,9,901,99,1,68,12,11,14,1,1,3,69,4,9999,99,1
2643,2020,24,11,2,1,3,2,10,1003,99,1,39,6,6,8,9,1,4,27,5,9999,99,1
2644,2020,24,11,2,1,3,2,10,1003,99,1,20,3,3,5,9,1,3,69,4,9999,99,1
2645,2020,25,15,3,2,3,3,1,101,1,1,32,5,5,7,1,1,1,69,4,2003,4,1
2646,2020,25,15,3,2,3,3,1,101,1,1,30,5,5,7,1,1,4,190,1,2018,5,1
2647,2020,25,11,2,1,3,3,1,105,99,1,48,8,8,10,1,1,1,56,4,1996,3,1
2648,2020,25,11,2,1,3,3,1,105,99,1,28,4,4,6,1,1,4,6,4,9999,99,1
2649,2020,25,19,4,3,3,3,20,2001,99,1,22,3,3,5,1,1,4,6,2,9999,99,6
2650,2020,25,8,2,1,3,3,16,1601,99,1,57,10,10,12,1,1,1,69,2,1995,3,1
2651,2020,25,8,2,1,3,3,16,1601,99,1,21,3,3,5,1,1,4,168,5,9999,99,1
2652,2020,25,13,3,2,3,3,2,201,99,1,37,6,6,8,1,1,5,31,99,9999,99,2
2653,2020,26,8,2,1,3,4,1,108,99,1,25,4,4,6,1,1,4,64,5,2018,5,6
2654,2020,26,6,2,1,3,4,1,108,99,1,49,8,8,10,1,1,1,56,2,2000,4,1
2655,2020,26,6,2,1,3,4,1,108,99,1,27,4,4,6,1,1,4,76,2,2018,5,1
2656,2020,26,8,2,1,3,4,6,611,99,2,26,4,4,6,1,1,1,56,11,2003,4,1
2657,2020,26,8,2,1,3,4,6,611,99,1,17,2,2,4,1,2,4,32,1,9999,99,1
2658,2020,26,15,3,2,3,4,15,1502,99,9,999,16,12,18,9,9,3,69,1,9999,99,1
2659,2020,26,15,3,2,3,4,15,1502,99,1,23,3,3,5,1,1,4,6,1,9999,99,1
2660,2020,27,16,3,2,3,5,1,101,13,1,19,2,2,4,1,1,2,73,5,2012,5,1
2661,2020,27,16,3,2,3,5,1,101,13,2,22,3,3,5,1,1,4,27,5,9999,99,1
2662,2020,27,15,3,2,3,5,1,101,7,1,52,9,9,11,2,1,1,69,3,1996,3,1
2663,2020,27,15,3,2,3,5,1,101,7,1,50,9,9,11,1,1,11,52,2,2010,5,1
2664,2020,27,8,2,1,3,5,1,110,99,1,44,7,7,9,1,1,1,69,2,2012,5,1
2665,2020,27,14,3,2,3,5,22,2201,99,1,25,4,4,6,1,1,3,69,9,9999,99,1
2666,2020,27,14,3,2,3,5,22,2201,99,2,15,2,2,4,1,2,4,27,5,9999,99,1
2667,2020,27,9,2,1,3,5,5,511,99,1,23,3,3,5,1,1,4,2,5,9999,99,1
2668,2020,27,9,2,1,3,5,5,511,99,1,44,7,7,9,1,1,4,67,5,9999,99,1
2669,2020,27,11,2,1,3,5,10,1001,99,1,48,8,8,10,1,1,2,27,4,2005,4,1
2670,2020,27,11,2,1,3,5,10,1001,99,1,21,3,3,5,1,1,4,67,5,9999,99,1
2671,2020,27,15,3,2,3,5,11,1101,99,1,82,15,11,17,1,1,1,69,5,1995,3,1
2672,2020,27,15,3,2,3,5,11,1101,99,1,36,6,6,8,1,1,4,54,1,2019,5,1
2673,2020,27,6,2,1,3,5,14,1414,99,1,29,4,4,6,1,1,5,19,1,9999,99,2
2674,2020,27,16,3,2,3,5,7,701,99,1,41,7,7,9,1,1,3,69,2,9999,99,1
2675,2020,27,16,3,2,3,5,7,701,99,1,28,4,4,6,1,1,4,67,5,9999,99,1
2676,2020,27,16,3,2,3,5,7,715,99,9,999,16,12,18,9,9,5,56,2,9999,99,3
2677,2020,27,18,4,3,3,5,4,401,99,1,23,3,3,5,2,1,4,32,2,9999,99,1
2678,2020,27,18,4,3,3,5,4,401,99,2,41,7,7,9,1,1,4,999,99,9999,99,1
2679,2020,28,13,3,2,3,6,1,101,1,2,27,4,4,6,1,1,2,27,1,2016,5,1
2680,2020,28,13,3,2,3,6,1,101,1,1,53,9,9,11,1,1,4,6,5,2015,5,1
2681,2020,28,16,3,2,3,6,1,115,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
2682,2020,28,16,3,2,3,6,1,115,99,1,22,3,3,5,9,1,4,999,99,9999,99,1
2683,2020,28,14,3,2,3,6,1,115,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
2684,2020,28,14,3,2,3,6,1,115,99,1,28,4,4,6,1,1,4,6,1,9999,99,1
2685,2020,28,16,3,2,3,6,1,116,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
2686,2020,28,16,3,2,3,6,1,116,99,1,28,4,4,6,9,1,4,5,5,9999,99,1
2687,2020,28,15,3,2,3,6,1,115,99,1,29,4,4,6,9,1,99,999,99,9999,99,2
2688,2020,28,15,3,2,3,6,1,115,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
2689,2020,28,15,3,2,3,6,1,115,99,1,24,3,3,5,9,1,4,999,99,9999,99,1
2690,2020,28,12,3,2,3,6,22,2202,99,1,57,10,10,12,1,1,3,69,3,9999,99,1
2691,2020,28,12,3,2,3,6,22,2202,99,1,24,3,3,5,2,1,2,52,4,9999,99,1
2692,2020,28,13,3,2,3,6,22,2201,99,2,37,6,6,8,1,1,1,27,4,9999,99,1
2693,2020,28,13,3,2,3,6,22,2201,99,1,27,4,4,6,1,1,4,999,2,9999,99,1
2694,2020,28,13,3,2,3,6,22,2201,99,2,28,4,4,6,1,1,2,69,4,9999,99,1
2695,2020,28,13,3,2,3,6,22,2201,99,1,25,4,4,6,1,1,4,999,3,9999,99,1
2696,2020,28,20,4,3,3,6,6,602,99,1,19,2,2,4,9,1,4,999,99,9999,99,2
2697,2020,28,15,3,2,3,6,6,602,99,1,52,9,9,11,9,1,4,999,99,9999,99,1
2698,2020,28,15,3,2,3,6,6,602,99,9,999,16,12,18,9,9,3,69,3,9999,99,1
2699,2020,28,7,2,1,3,6,10,1001,99,1,47,8,8,10,1,1,3,73,3,9999,99,1
2700,2020,28,7,2,1,3,6,10,1001,99,1,24,3,3,5,1,1,4,18,5,9999,99,1
2701,2020,28,13,3,2,3,6,11,1101,99,1,66,12,11,14,1,1,99,48,4,2016,5,1
2702,2020,28,13,3,2,3,6,11,1101,99,2,21,3,3,5,1,1,4,32,1,2018,5,1
2703,2020,28,12,3,2,3,6,18,1801,99,1,55,10,10,12,1,1,2,52,99,2001,4,1
2704,2020,28,12,3,2,3,6,18,1801,99,1,36,6,6,8,1,1,4,67,5,9999,99,1
2705,2020,28,17,3,2,3,6,14,1416,99,1,26,4,4,6,2,1,4,27,1,9999,99,6
2706,2020,29,6,2,1,3,7,1,101,12,9,999,16,12,18,9,9,99,999,99,9999,99,1
2707,2020,29,6,2,1,3,7,1,101,12,2,43,7,7,9,1,1,4,18,5,2013,5,1
2708,2020,29,15,3,2,3,7,1,101,11,1,26,4,4,6,9,1,1,48,1,9999,99,1
2709,2020,29,15,3,2,3,7,1,101,11,2,30,5,5,7,9,1,1,28,1,9999,99,1
2710,2020,29,15,3,2,3,7,1,109,99,1,36,6,6,8,1,1,2,67,5,2007,4,1
2711,2020,29,15,3,2,3,7,1,109,99,1,28,4,4,6,1,1,4,6,5,2019,5,1
2712,2020,29,9,2,1,3,7,19,1904,99,1,52,9,9,11,1,1,3,69,2,1987,2,1
2713,2020,29,9,2,1,3,7,19,1904,99,1,49,8,8,10,1,1,4,67,4,9999,99,1
2714,2020,29,20,4,3,3,7,6,602,99,1,28,4,4,6,9,1,4,999,99,9999,99,2
2715,2020,29,18,4,3,3,7,9,920,99,1,36,6,6,8,2,1,1,69,4,9999,99,1
2716,2020,29,18,4,3,3,7,9,920,99,1,68,12,11,14,1,1,99,999,1,9999,99,1
2717,2020,29,19,4,3,3,7,9,921,99,1,25,4,4,6,2,1,4,999,99,9999,99,2
2718,2020,29,17,3,2,3,7,7,713,99,1,18,2,2,4,9,1,22,27,7,9999,99,3
2719,2020,30,13,3,2,3,1,1,101,1,1,36,6,6,8,1,1,3,69,9,1998,3,1
2720,2020,30,13,3,2,3,1,1,101,1,1,42,7,7,9,1,1,4,32,1,2016,5,1
2721,2020,30,15,3,2,3,1,1,116,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
2722,2020,30,15,3,2,3,1,1,116,99,1,999,16,12,18,9,1,4,18,99,9999,99,1
2723,2020,30,20,4,3,3,1,1,108,99,1,32,5,5,7,9,1,4,6,5,2017,5,2
2724,2020,30,9,2,1,3,1,1,108,99,1,50,9,9,11,9,1,4,999,99,9999,99,1
2725,2020,30,9,2,1,3,1,1,108,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
2726,2020,30,16,3,2,3,1,16,1617,99,1,60,11,11,13,1,1,3,69,4,9999,99,1
2727,2020,30,16,3,2,3,1,16,1617,99,1,18,2,2,4,1,1,4,6,5,9999,99,1
2728,2020,30,17,3,2,3,1,14,1416,99,1,21,3,3,5,9,1,3,69,2,9999,99,7
2729,2020,31,15,3,2,3,2,1,102,99,1,26,4,4,6,1,1,1,48,4,9999,99,1
2730,2020,31,15,3,2,3,2,1,102,99,1,41,7,7,9,1,1,1,56,1,9999,99,1
2731,2020,31,7,2,1,3,2,1,101,7,1,67,12,11,14,1,1,4,67,3,9999,99,1
2732,2020,31,7,2,1,3,2,1,101,7,1,999,16,12,18,9,9,1,28,4,9999,99,1
2733,2020,31,10,2,1,3,2,1,101,11,1,20,3,3,5,9,1,1,69,3,9999,99,1
2734,2020,31,10,2,1,3,2,1,101,11,1,32,5,5,7,9,1,4,25,1,9999,99,1
2735,2020,31,16,3,2,3,2,1,101,7,1,27,4,4,6,9,1,4,999,99,9999,99,1
2736,2020,31,16,3,2,3,2,1,101,7,9,999,16,12,18,9,9,99,999,99,9999,99,1
2737,2020,31,15,3,2,3,2,1,115,99,1,44,7,7,9,9,1,4,999,99,9999,99,1
2738,2020,31,15,3,2,3,2,1,115,99,1,22,3,3,5,9,1,4,6,3,9999,99,1
2739,2020,31,14,3,2,3,2,1,108,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
2740,2020,31,14,3,2,3,2,1,108,99,1,28,4,4,6,9,1,4,999,5,9999,99,1
2741,2020,31,21,4,3,3,2,1,108,99,1,30,5,5,7,9,1,4,999,99,9999,99,6
2742,2020,31,16,3,2,3,2,16,1601,99,1,27,4,4,6,9,1,1,48,1,2005,4,1
2743,2020,31,16,3,2,3,2,16,1601,99,1,23,3,3,5,9,1,4,48,5,9999,99,1
2744,2020,31,16,3,2,3,2,17,1705,99,1,22,3,3,5,9,1,1,999,99,9999,99,1
2745,2020,1,16,3,2,3,7,1,101,6,9,999,16,12,18,9,9,99,999,99,9999,99,5
2746,2020,1,23,4,3,3,7,1,107,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
2747,2020,1,22,4,3,3,7,1,102,99,9,999,16,12,18,9,9,12,999,99,9999,99,5
2748,2020,1,23,4,3,3,7,1,101,12,9,999,16,12,18,9,9,99,999,99,9999,99,5
2749,2020,1,13,3,2,3,7,1,114,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
2750,2020,1,2,1,1,3,7,1,117,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
2751,2020,1,0,1,1,3,7,6,601,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
2752,2020,1,22,4,3,3,7,12,1201,99,9,999,16,12,18,9,9,3,999,2,9999,99,5
2753,2020,1,17,3,2,3,7,15,1504,99,2,20,3,3,5,9,1,4,27,1,2013,5,5
2754,2020,1,23,4,3,3,7,15,1503,99,1,21,3,3,5,2,1,4,67,5,9999,99,5
2755,2020,1,0,1,1,3,7,17,1707,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
2756,2020,1,0,1,1,3,7,3,309,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
2757,2020,2,15,3,2,3,1,1,107,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
2758,2020,2,22,4,3,3,1,1,102,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
2759,2020,2,1,1,1,3,1,1,114,99,1,999,16,12,18,9,1,4,999,5,9999,99,5
2760,2020,2,8,2,1,3,1,1,116,99,1,53,9,9,11,9,1,99,999,99,9999,99,5
2761,2020,2,8,2,1,3,1,1,108,99,1,25,4,4,6,9,1,4,27,1,9999,99,5
2762,2020,3,19,4,3,3,2,1,101,1,1,30,5,5,7,9,1,1,56,5,2012,5,5
2763,2020,3,10,2,1,3,2,1,101,17,2,29,4,4,6,9,1,2,27,4,2000,4,5
2764,2020,3,19,4,3,3,2,1,115,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
2765,2020,3,12,3,2,3,2,5,502,99,1,28,4,4,6,9,1,4,999,99,9999,99,5
2766,2020,3,23,4,3,3,2,9,920,99,1,25,4,4,6,9,1,4,27,2,2006,4,5
2767,2020,3,14,3,2,3,2,16,1603,99,1,21,3,3,5,9,1,3,69,9,1995,3,5
2768,2020,4,21,4,3,3,3,1,101,18,1,21,3,3,5,9,1,99,69,1,9999,99,5
2769,2020,4,16,3,2,3,3,1,115,99,2,19,2,2,4,9,1,4,67,3,9999,99,5
2770,2020,4,18,4,3,3,3,9,901,99,1,30,5,5,7,9,1,9,69,1,9999,99,5
2771,2020,4,13,3,2,3,3,3,312,99,1,41,7,7,9,2,1,4,32,5,2018,5,5
2772,2020,5,1,1,1,3,4,1,109,99,1,22,3,3,5,1,1,1,28,4,9999,99,5
2773,2020,5,22,4,3,3,4,12,1213,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
2774,2020,5,20,4,3,3,4,3,316,99,1,25,4,4,6,1,1,4,76,3,2018,5,5
2775,2020,5,10,2,1,3,4,1,117,99,9,999,16,12,18,9,9,12,999,99,9999,99,5
2776,2020,6,11,2,1,3,5,1,103,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
2777,2020,6,10,2,1,3,5,1,101,6,1,19,2,2,4,9,1,4,32,3,2019,5,5
2778,2020,6,15,3,2,3,5,1,101,21,9,999,16,12,18,9,9,4,999,99,9999,99,5
2779,2020,6,13,3,2,3,5,16,1608,99,1,57,10,10,12,9,1,5,999,99,9999,99,5
2780,2020,6,0,1,1,3,5,7,715,99,1,25,4,4,6,9,1,14,6,99,9999,99,5
2781,2020,6,7,2,1,3,5,16,1604,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
2782,2020,6,13,3,2,3,5,22,2215,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
2783,2020,6,15,3,2,3,5,5,509,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
2784,2020,7,15,3,2,3,6,5,509,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
