Núm_corre,Año_ocu,Día_ocu,Hora_ocu,g_hora,g_hora_5,Mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
5966,2020,26,9,2,1,8,3,22,2201,99,9,999,16,12,18,9,1,5,48,2,9999,99,1
5967,2020,26,12,3,2,8,3,22,2202,99,1,39,6,6,8,9,1,2,69,5,1997,3,1
5968,2020,26,12,3,2,8,3,22,2202,99,1,24,3,3,5,9,1,4,76,3,9999,99,1
5969,2020,26,17,3,2,8,3,21,2106,99,1,29,4,4,6,1,1,3,48,1,2010,5,1
5970,2020,26,17,3,2,8,3,21,2106,99,1,22,3,3,5,1,1,4,18,5,2018,5,1
5971,2020,26,19,4,3,8,3,21,2101,99,1,54,9,9,11,9,1,4,999,99,9999,99,6
5972,2020,26,0,1,1,8,3,19,1901,99,1,25,4,4,6,2,1,2,41,4,9999,99,2
5973,2020,26,11,2,1,8,3,16,1601,99,1,19,2,2,4,1,1,8,67,2,1993,3,1
5974,2020,26,11,2,1,8,3,16,1601,99,1,15,2,2,4,1,2,4,32,1,9999,99,1
5975,2020,26,18,4,3,8,3,18,1805,99,1,41,7,7,9,9,1,3,69,1,2001,4,1
5976,2020,26,18,4,3,8,3,18,1805,99,1,22,3,3,5,9,1,4,27,1,9999,99,1
5977,2020,27,18,4,3,8,4,1,114,99,1,27,4,4,6,9,1,3,999,99,9999,99,1
5978,2020,27,18,4,3,8,4,1,114,99,1,36,6,6,8,9,1,6,19,1,9999,99,1
5979,2020,27,18,4,3,8,4,1,114,99,1,999,16,12,18,9,1,2,52,9,2014,5,1
5980,2020,27,18,4,3,8,4,1,116,99,1,36,6,6,8,9,1,1,28,2,2018,5,1
5981,2020,27,18,4,3,8,4,1,116,99,1,29,4,4,6,9,1,4,45,1,2011,5,1
5982,2020,27,20,4,3,8,4,1,117,99,1,41,7,7,9,9,1,3,69,5,9999,99,1
5983,2020,27,20,4,3,8,4,1,117,99,1,27,4,4,6,9,1,4,25,3,2009,4,1
5984,2020,27,21,4,3,8,4,1,117,99,1,26,4,4,6,9,1,4,45,1,2008,4,1
5985,2020,27,21,4,3,8,4,1,117,99,1,32,5,5,7,9,1,4,27,1,2012,5,1
5986,2020,27,14,3,2,8,4,1,108,99,1,19,2,2,4,1,1,1,69,6,1996,3,1
5987,2020,27,14,3,2,8,4,1,108,99,1,21,3,3,5,1,1,4,67,5,9999,99,1
5988,2020,27,11,2,1,8,4,1,108,99,1,54,9,9,11,1,1,4,999,4,9999,99,1
5989,2020,27,11,2,1,8,4,1,108,99,9,999,16,12,18,1,9,1,999,99,9999,99,1
5990,2020,27,6,2,1,8,4,19,1903,99,1,59,10,10,12,1,1,4,25,1,9999,99,1
5991,2020,27,6,2,1,8,4,19,1903,99,1,17,2,2,4,1,2,4,53,1,9999,99,1
5992,2020,27,11,2,1,8,4,10,1002,99,1,27,4,4,6,1,1,3,69,9,9999,99,1
5993,2020,27,11,2,1,8,4,10,1002,99,1,39,6,6,8,1,1,4,54,5,9999,99,1
5994,2020,27,6,2,1,8,4,2,207,99,2,38,6,6,8,1,1,4,20,99,9999,99,1
5995,2020,27,7,2,1,8,4,2,207,99,1,999,16,12,18,9,1,5,999,3,9999,99,1
5996,2020,27,19,4,3,8,4,14,1410,99,1,45,8,8,10,9,1,4,999,99,9999,99,2
5997,2020,27,15,3,2,8,4,4,409,99,1,54,9,9,11,1,1,3,69,4,9999,99,1
5998,2020,27,15,3,2,8,4,4,409,99,1,40,7,7,9,1,1,4,999,3,9999,99,1
5999,2020,28,17,3,2,8,5,1,101,1,1,24,3,3,5,9,1,3,69,2,9999,99,1
6000,2020,28,17,3,2,8,5,1,101,1,1,22,3,3,5,9,1,4,6,3,9999,99,1
6001,2020,28,21,4,3,8,5,1,101,9,1,41,7,7,9,9,1,4,32,5,2016,5,1
6002,2020,28,21,4,3,8,5,1,101,9,1,22,3,3,5,9,1,4,999,5,9999,99,1
6003,2020,28,17,3,2,8,5,1,104,99,1,33,5,5,7,9,1,1,48,3,9999,99,2
6004,2020,28,8,2,1,8,5,1,101,5,1,36,6,6,8,1,1,99,10,2,1993,3,1
6005,2020,28,8,2,1,8,5,1,101,5,1,26,4,4,6,9,1,4,27,4,2017,5,2
6006,2020,28,20,4,3,8,5,1,101,7,2,34,5,5,7,1,1,1,48,6,9999,99,1
6007,2020,28,20,4,3,8,5,1,101,7,2,21,3,3,5,1,1,4,112,5,9999,99,1
6008,2020,28,13,3,2,8,5,1,115,99,1,27,4,4,6,1,1,4,67,1,2016,5,1
6009,2020,28,13,3,2,8,5,1,115,99,1,23,3,3,5,1,1,1,69,2,9999,99,1
6010,2020,28,21,4,3,8,5,1,115,99,1,999,16,12,18,1,1,3,56,3,9999,99,1
6011,2020,28,21,4,3,8,5,1,115,99,1,19,2,2,4,1,1,4,6,99,9999,99,1
6012,2020,28,21,4,3,8,5,1,115,99,1,25,4,4,6,1,1,4,999,99,9999,99,1
6013,2020,28,22,4,3,8,5,1,115,99,1,60,11,11,13,1,1,1,48,99,9999,99,1
6014,2020,28,22,4,3,8,5,1,115,99,1,19,2,2,4,1,1,4,2,99,2019,5,1
6015,2020,28,20,4,3,8,5,1,101,19,1,27,4,4,6,1,1,1,41,4,2009,4,1
6016,2020,28,20,4,3,8,5,1,101,19,1,33,5,5,7,1,1,4,67,5,2019,5,1
6017,2020,28,20,4,3,8,5,1,108,99,1,21,3,3,5,1,1,1,69,99,2002,4,1
6018,2020,28,20,4,3,8,5,1,108,99,1,30,5,5,7,1,1,4,25,99,2016,5,1
6019,2020,28,12,3,2,8,5,22,2212,99,1,39,6,6,8,1,1,1,27,5,1996,3,1
6020,2020,28,12,3,2,8,5,22,2212,99,1,20,3,3,5,1,1,4,6,3,9999,99,1
6021,2020,28,18,4,3,8,5,21,2106,99,1,18,2,2,4,9,1,1,48,11,1999,3,1
6022,2020,28,18,4,3,8,5,21,2106,99,1,24,3,3,5,2,1,4,6,5,2018,5,1
6023,2020,28,15,3,2,8,5,20,2001,99,1,43,7,7,9,9,1,3,69,3,9999,99,1
6024,2020,28,15,3,2,8,5,20,2001,99,2,30,5,5,7,9,1,4,999,11,9999,99,1
6025,2020,28,15,3,2,8,5,5,502,99,1,36,6,6,8,1,1,12,999,7,9999,99,1
6026,2020,28,15,3,2,8,5,5,502,99,1,18,2,2,4,1,1,4,6,5,2018,5,1
6027,2020,28,14,3,2,8,5,6,611,99,9,999,16,12,18,9,1,99,999,99,9999,99,1
6028,2020,28,14,3,2,8,5,6,611,99,1,999,16,12,18,9,1,4,54,1,9999,99,1
6029,2020,28,19,4,3,8,5,11,1101,99,2,999,16,12,18,9,1,4,67,3,9999,99,2
6030,2020,28,12,3,2,8,5,8,801,99,1,53,9,9,11,1,1,3,69,6,1994,3,1
6031,2020,28,12,3,2,8,5,8,801,99,1,19,2,2,4,9,1,1,17,2,2002,4,1
6032,2020,28,19,4,3,8,5,16,1615,99,9,999,16,12,18,9,9,1,999,99,9999,99,1
6033,2020,28,19,4,3,8,5,16,1615,99,2,27,4,4,6,9,1,4,999,99,9999,99,1
6034,2020,28,19,4,3,8,5,16,1601,99,9,999,16,12,18,9,9,5,999,99,9999,99,1
6035,2020,28,19,4,3,8,5,16,1601,99,1,999,16,12,18,9,1,4,999,9,9999,99,1
6036,2020,28,13,3,2,8,5,18,1805,99,1,36,6,6,8,9,1,6,19,2,2004,4,1
6037,2020,28,13,3,2,8,5,18,1805,99,1,36,6,6,8,9,1,2,41,5,9999,99,1
6038,2020,28,6,2,1,8,5,17,1710,99,1,36,6,6,8,9,1,4,27,5,9999,99,2
6039,2020,29,10,2,1,8,6,1,101,1,1,25,4,4,6,1,1,4,18,5,2019,5,1
6040,2020,29,10,2,1,8,6,1,101,1,1,27,4,4,6,1,1,4,32,5,9999,99,1
6041,2020,29,15,3,2,8,6,1,101,2,1,50,9,9,11,1,1,1,56,2,2014,5,1
6042,2020,29,15,3,2,8,6,1,101,2,2,36,6,6,8,1,1,1,10,6,2017,5,1
6043,2020,29,5,1,1,8,6,1,101,25,1,22,3,3,5,9,1,3,41,2,2007,4,1
6044,2020,29,5,1,1,8,6,1,101,25,1,45,8,8,10,9,1,3,31,4,2019,5,1
6045,2020,29,9,2,1,8,6,1,101,12,2,31,5,5,7,1,1,3,17,11,9999,99,1
6046,2020,29,9,2,1,8,6,1,101,12,1,24,3,3,5,1,1,4,2,4,9999,99,1
6047,2020,29,14,3,2,8,6,1,101,12,1,24,3,3,5,2,1,1,27,4,9999,99,1
6048,2020,29,14,3,2,8,6,1,101,12,1,22,3,3,5,1,1,4,999,1,9999,99,1
6049,2020,29,16,3,2,8,6,1,101,7,1,30,5,5,7,9,1,1,10,4,2005,4,1
6050,2020,29,16,3,2,8,6,1,101,7,1,20,3,3,5,9,1,4,25,1,9999,99,1
6051,2020,29,18,4,3,8,6,1,101,12,1,50,9,9,11,9,1,99,10,6,9999,99,1
6052,2020,29,18,4,3,8,6,1,101,12,1,45,8,8,10,9,1,4,6,5,9999,99,1
6053,2020,29,10,2,1,8,6,1,101,11,1,30,5,5,7,9,1,99,69,4,2010,5,1
6054,2020,29,10,2,1,8,6,1,101,11,1,49,8,8,10,1,1,4,27,1,2015,5,1
6055,2020,29,21,4,3,8,6,1,115,99,1,46,8,8,10,2,1,1,27,3,9999,99,1
6056,2020,29,21,4,3,8,6,1,115,99,1,23,3,3,5,1,1,4,32,3,9999,99,1
6057,2020,29,21,4,3,8,6,1,115,99,9,999,16,12,18,9,1,2,999,99,9999,99,1
6058,2020,29,21,4,3,8,6,1,115,99,1,32,5,5,7,9,1,4,64,5,9999,99,1
6059,2020,29,19,4,3,8,6,1,108,99,1,29,4,4,6,9,1,4,27,5,9999,99,6
6060,2020,29,19,4,3,8,6,22,2206,99,1,40,7,7,9,2,1,1,56,4,9999,99,1
6061,2020,29,19,4,3,8,6,22,2206,99,1,19,2,2,4,1,1,4,6,1,9999,99,1
6062,2020,29,22,4,3,8,6,22,2206,99,1,33,5,5,7,2,1,99,69,4,9999,99,1
6063,2020,29,22,4,3,8,6,22,2206,99,1,999,16,12,18,9,1,4,999,99,9999,99,1
6064,2020,29,13,3,2,8,6,5,508,99,1,36,6,6,8,9,1,4,76,3,9999,99,1
6065,2020,29,13,3,2,8,6,5,508,99,1,999,16,12,18,9,1,6,19,1,9999,99,1
6066,2020,29,18,4,3,8,6,9,901,99,1,26,4,4,6,9,1,4,999,1,9999,99,1
6067,2020,29,18,4,3,8,6,9,901,99,1,28,4,4,6,9,1,4,999,2,9999,99,1
6068,2020,29,12,3,2,8,6,13,1301,99,2,40,7,7,9,1,1,12,999,99,9999,99,1
6069,2020,29,12,3,2,8,6,13,1301,99,1,999,16,12,18,1,1,1,999,99,9999,99,1
6070,2020,29,0,1,1,8,6,13,1302,99,1,22,3,3,5,9,1,4,999,99,9999,99,2
6071,2020,29,22,4,3,8,6,16,1609,99,1,31,5,5,7,2,1,4,999,99,9999,99,2
6072,2020,29,0,1,1,8,6,16,1614,99,1,999,16,12,18,9,1,3,69,5,9999,99,1
6073,2020,29,0,1,1,8,6,16,1614,99,1,999,16,12,18,9,1,22,2,1,9999,99,1
6074,2020,29,21,4,3,8,6,15,1501,99,1,28,4,4,6,2,1,5,999,99,9999,99,1
6075,2020,29,21,4,3,8,6,15,1501,99,1,23,3,3,5,2,1,99,999,99,9999,99,1
6076,2020,29,18,4,3,8,6,17,1701,99,1,50,9,9,11,1,1,1,52,2,9999,99,1
6077,2020,29,18,4,3,8,6,17,1701,99,1,999,16,12,18,1,1,1,10,1,9999,99,1
6078,2020,30,17,3,2,8,7,1,102,99,1,33,5,5,7,2,1,1,69,5,2001,4,1
6079,2020,30,17,3,2,8,7,1,102,99,1,24,3,3,5,1,1,4,25,5,2019,5,1
6080,2020,30,23,4,3,8,7,1,114,99,2,38,6,6,8,1,1,1,52,4,9999,99,1
6081,2020,30,23,4,3,8,7,1,114,99,1,37,6,6,8,1,1,4,18,4,9999,99,1
6082,2020,30,19,4,3,8,7,1,114,99,1,17,2,2,4,1,2,4,999,5,9999,99,1
6083,2020,30,19,4,3,8,7,1,114,99,1,999,16,12,18,1,1,5,41,99,9999,99,1
6084,2020,30,12,3,2,8,7,1,108,99,1,28,4,4,6,1,1,1,69,5,9999,99,1
6085,2020,30,12,3,2,8,7,1,108,99,1,26,4,4,6,9,1,4,6,2,9999,99,1
6086,2020,30,11,2,1,8,7,1,110,99,1,22,3,3,5,9,1,1,27,9,2006,4,1
6087,2020,30,11,2,1,8,7,1,110,99,1,999,16,12,18,9,1,4,18,5,2019,5,1
6088,2020,30,23,4,3,8,7,1,108,99,1,35,6,6,8,1,1,1,69,6,1995,3,1
6089,2020,30,23,4,3,8,7,1,108,99,1,33,5,5,7,1,1,1,52,99,1995,3,1
6090,2020,30,19,4,3,8,7,22,2212,99,1,35,6,6,8,1,1,4,18,1,2017,5,1
6091,2020,30,19,4,3,8,7,22,2212,99,1,40,7,7,9,1,1,4,54,99,9999,99,1
6092,2020,30,19,4,3,8,7,20,2007,99,1,27,4,4,6,9,1,4,67,5,2014,5,1
6093,2020,30,19,4,3,8,7,20,2007,99,2,26,4,4,6,9,1,1,28,2,2010,5,1
6094,2020,30,17,3,2,8,7,5,506,99,1,65,12,11,14,9,1,5,999,99,9999,99,1
6095,2020,30,17,3,2,8,7,5,506,99,1,62,11,11,13,9,1,18,999,99,9999,99,1
6096,2020,30,12,3,2,8,7,15,1507,99,1,34,5,5,7,1,1,3,69,3,9999,99,1
6097,2020,30,12,3,2,8,7,15,1507,99,1,28,4,4,6,9,1,4,999,99,9999,99,1
6098,2020,30,18,4,3,8,7,18,1804,99,1,20,3,3,5,9,1,4,5,1,9999,99,6
6099,2020,30,20,4,3,8,7,18,1804,99,1,999,16,12,18,9,1,4,999,99,9999,99,1
6100,2020,30,20,4,3,8,7,18,1804,99,1,20,3,3,5,9,1,4,32,1,9999,99,1
6101,2020,30,20,4,3,8,7,18,1801,99,1,16,2,2,4,9,2,4,999,99,9999,99,4
6102,2020,30,18,4,3,8,7,17,1712,99,1,999,16,12,18,9,1,4,999,99,9999,99,4
6103,2020,31,18,4,3,8,1,1,101,25,1,49,8,8,10,1,1,3,69,1,1988,2,3
6104,2020,31,19,4,3,8,1,1,101,6,1,25,4,4,6,9,1,4,76,1,2020,6,1
6105,2020,31,19,4,3,8,1,1,101,6,1,23,3,3,5,9,1,4,190,1,2018,5,1
6106,2020,31,20,4,3,8,1,1,101,15,1,30,5,5,7,9,1,4,25,4,2015,5,2
6107,2020,31,11,2,1,8,1,1,116,99,1,34,5,5,7,9,1,5,31,99,2017,5,1
6108,2020,31,11,2,1,8,1,1,116,99,1,999,16,12,18,9,1,4,3,1,2019,5,1
6109,2020,31,14,3,2,8,1,5,501,99,1,24,3,3,5,1,1,4,67,5,9999,99,1
6110,2020,31,14,3,2,8,1,5,501,99,1,41,7,7,9,1,1,4,32,1,9999,99,1
6111,2020,31,13,3,2,8,1,5,511,99,1,42,7,7,9,9,1,3,69,1,1993,3,1
6112,2020,31,13,3,2,8,1,5,511,99,1,57,10,10,12,9,1,6,19,9,1998,3,1
6113,2020,31,13,3,2,8,1,5,511,99,1,47,8,8,10,9,1,5,30,2,2003,4,1
6114,2020,31,13,3,2,8,1,5,511,99,1,33,5,5,7,9,1,6,19,1,2007,4,1
6115,2020,31,20,4,3,8,1,5,501,99,1,44,7,7,9,1,1,3,52,6,2001,4,1
6116,2020,31,20,4,3,8,1,5,501,99,1,30,5,5,7,9,1,1,69,4,1997,3,1
6117,2020,31,2,1,1,8,1,5,501,99,1,25,4,4,6,1,1,4,18,5,2014,5,1
6118,2020,31,2,1,1,8,1,5,501,99,2,23,3,3,5,1,1,4,32,1,2013,5,1
6119,2020,31,19,4,3,8,1,6,610,99,1,57,10,10,12,2,1,3,69,3,1992,3,2
6120,2020,31,20,4,3,8,1,10,1001,99,1,52,9,9,11,9,1,9,28,4,2000,4,1
6121,2020,31,20,4,3,8,1,10,1001,99,1,25,4,4,6,9,1,4,67,99,2014,5,1
6122,2020,31,12,3,2,8,1,8,805,99,1,999,16,12,18,1,1,99,69,5,9999,99,1
6123,2020,31,11,2,1,8,1,4,401,99,1,48,8,8,10,2,1,4,67,3,2007,4,1
6124,2020,31,11,2,1,8,1,4,401,99,2,29,4,4,6,1,1,4,32,7,2015,5,1
6125,2020,1,6,2,1,8,6,1,114,99,9,999,16,12,18,9,9,2,999,5,9999,99,5
6126,2020,1,13,3,2,8,6,1,114,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
6127,2020,1,9,2,1,8,6,1,108,99,9,999,16,12,18,9,9,5,88,2,9999,99,5
6128,2020,1,12,3,2,8,6,9,917,99,1,23,3,3,5,9,1,4,18,5,9999,99,5
6129,2020,1,9,2,1,8,6,9,901,99,1,22,3,3,5,9,1,4,32,5,9999,99,5
6130,2020,1,12,3,2,8,6,8,801,99,1,20,3,3,5,9,1,4,999,1,9999,99,5
6131,2020,2,9,2,1,8,7,22,2201,99,1,25,4,4,6,9,1,4,999,99,9999,99,5
6132,2020,2,12,3,2,8,7,5,509,99,1,34,5,5,7,9,1,3,999,11,9999,99,5
6133,2020,2,9,2,1,8,7,16,1601,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
6134,2020,2,17,3,2,8,7,1,108,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
6135,2020,2,20,4,3,8,7,1,110,99,9,999,16,12,18,9,9,1,999,99,9999,99,5
6136,2020,2,23,4,3,8,7,14,1412,99,9,999,16,12,18,9,9,2,999,99,9999,99,5
6137,2020,3,20,4,3,8,1,1,115,99,9,999,16,12,18,9,9,4,999,99,9999,99,5
6138,2020,3,12,3,2,8,1,5,509,99,1,34,5,5,7,9,1,3,69,99,9999,99,5
6139,2020,3,13,3,2,8,1,9,923,99,1,65,12,11,14,9,1,5,50,2,9999,99,5
6140,2020,3,16,3,2,8,1,18,1803,99,1,999,16,12,18,9,1,3,48,99,9999,99,5
6141,2020,4,18,4,3,8,2,16,1603,99,1,26,4,4,6,9,1,1,48,3,9999,99,5
6142,2020,4,7,2,1,8,2,4,410,99,1,45,8,8,10,9,1,11,52,2,2013,5,5
6143,2020,4,21,4,3,8,2,1,101,11,9,999,16,12,18,9,9,1,999,99,9999,99,5
6144,2020,5,19,4,3,8,3,22,2206,99,9,999,16,12,18,9,9,4,999,99,9999,99,5
6145,2020,5,17,3,2,8,3,4,415,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
6146,2020,6,10,2,1,8,4,16,1613,99,9,999,16,12,18,9,9,4,999,99,9999,99,5
6147,2020,6,16,3,2,8,4,20,2001,99,9,999,16,12,18,9,9,4,999,99,9999,99,5
6148,2020,6,18,4,3,8,4,13,1301,99,1,38,6,6,8,9,1,5,26,99,2018,5,5
6149,2020,7,20,4,3,8,5,5,501,99,1,32,5,5,7,2,1,4,999,99,9999,99,5
6150,2020,7,16,3,2,8,5,1,115,99,1,43,7,7,9,9,1,4,999,99,9999,99,5
6151,2020,7,7,2,1,8,5,1,101,12,2,58,10,10,12,9,1,1,48,5,2007,4,5
6152,2020,7,9,2,1,8,5,4,407,99,9,999,16,12,18,9,9,1,999,99,9999,99,5
6153,2020,8,19,4,3,8,6,5,513,99,9,999,16,12,18,9,9,1,999,99,9999,99,5
6154,2020,8,20,4,3,8,6,1,101,19,1,42,7,7,9,1,1,2,48,9,9999,99,5
6155,2020,8,23,4,3,8,6,1,101,19,9,999,16,12,18,9,9,99,999,99,9999,99,5
6156,2020,8,0,1,1,8,6,14,1401,99,1,35,6,6,8,9,1,4,6,1,2014,5,5
6157,2020,8,23,4,3,8,6,13,1301,99,2,36,6,6,8,9,1,4,168,5,2018,5,5
6158,2020,8,15,3,2,8,6,1,101,1,9,999,16,12,18,9,9,1,999,99,9999,99,5
6159,2020,8,19,4,3,8,6,20,2001,99,9,999,16,12,18,9,9,1,999,99,9999,99,5
6160,2020,9,12,3,2,8,7,1,101,18,1,20,3,3,5,9,1,4,27,1,9999,99,5
6161,2020,9,18,4,3,8,7,1,101,18,2,23,3,3,5,1,1,1,48,4,9999,99,5
6162,2020,9,15,3,2,8,7,13,1327,99,1,25,4,4,6,1,1,5,30,5,9999,99,5
6163,2020,9,14,3,2,8,7,18,1803,99,1,27,4,4,6,9,1,4,48,1,9999,99,5
6164,2020,10,0,1,1,8,1,1,114,99,9,999,16,12,18,9,9,1,999,99,9999,99,5
6165,2020,10,11,2,1,8,1,3,301,99,9,999,16,12,18,9,9,1,999,99,9999,99,5
6166,2020,11,21,4,3,8,2,1,101,1,1,24,3,3,5,9,1,4,32,1,2016,5,5
6167,2020,11,17,3,2,8,2,1,101,1,9,999,16,12,18,9,9,4,999,99,9999,99,5
6168,2020,11,19,4,3,8,2,14,1411,99,1,21,3,3,5,9,1,1,45,5,2011,5,5
6169,2020,12,14,3,2,8,3,10,1006,99,1,20,3,3,5,9,1,4,76,99,2017,5,5
6170,2020,12,21,4,3,8,3,17,1701,99,9,999,16,12,18,9,9,5,999,99,9999,99,5
6171,2020,13,17,3,2,8,4,7,701,99,9,999,16,12,18,9,9,3,999,4,9999,99,5
6172,2020,14,6,2,1,8,5,1,108,99,9,999,16,12,18,9,9,4,999,99,9999,99,5
6173,2020,15,20,4,3,8,6,1,101,9,1,23,3,3,5,9,1,1,10,5,1998,3,5
6174,2020,15,13,3,2,8,6,1,101,1,1,19,2,2,4,9,1,4,76,5,2020,6,5
6175,2020,15,19,4,3,8,6,3,308,99,1,24,3,3,5,9,1,4,999,99,9999,99,5
6176,2020,15,19,4,3,8,6,1,101,18,2,47,8,8,10,9,1,1,48,4,2014,5,5
6177,2020,15,9,2,1,8,6,18,1802,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
6178,2020,15,18,4,3,8,6,1,101,6,9,999,16,12,18,9,9,99,999,99,9999,99,5
6179,2020,15,16,3,2,8,6,4,401,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
6180,2020,16,18,4,3,8,7,1,101,24,1,44,7,7,9,1,1,1,28,2,2016,5,5
6181,2020,16,18,4,3,8,7,1,116,99,9,999,16,12,18,9,9,1,69,4,9999,99,5
6182,2020,16,19,4,3,8,7,7,713,99,1,23,3,3,5,9,1,4,27,5,9999,99,5
6183,2020,16,0,1,1,8,7,4,401,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
6184,2020,17,11,2,1,8,1,1,101,1,1,35,6,6,8,9,1,1,28,2,2016,5,5
6185,2020,17,11,2,1,8,1,1,101,18,1,16,2,2,4,9,2,4,6,5,2016,5,5
6186,2020,17,11,2,1,8,1,1,114,99,1,30,5,5,7,9,1,4,18,2,9999,99,5
6187,2020,17,2,1,1,8,1,1,101,4,9,999,16,12,18,9,9,1,999,99,9999,99,5
6188,2020,17,17,3,2,8,1,9,901,99,9,999,16,12,18,9,9,1,999,2,9999,99,5
6189,2020,18,4,1,1,8,2,1,101,9,9,999,16,12,18,9,9,11,999,2,9999,99,5
6190,2020,18,14,3,2,8,2,1,101,25,1,34,5,5,7,9,1,1,52,5,2019,5,5
6191,2020,18,18,4,3,8,2,1,101,18,1,25,4,4,6,9,1,4,6,1,2017,5,5
6192,2020,18,23,4,3,8,2,1,101,12,1,22,3,3,5,9,1,4,999,3,2016,5,5
6193,2020,18,21,4,3,8,2,1,101,7,9,999,16,12,18,9,9,1,999,5,9999,99,5
6194,2020,18,2,1,1,8,2,2,201,99,9,999,16,12,18,9,9,1,999,2,9999,99,5
6195,2020,18,5,1,1,8,2,4,416,99,9,999,16,12,18,9,9,1,999,2,9999,99,5
6196,2020,19,5,1,1,8,3,5,501,99,1,33,5,5,7,1,1,4,67,4,9999,99,5
6197,2020,19,15,3,2,8,3,18,1801,99,1,49,8,8,10,1,1,1,69,1,9999,99,5
6198,2020,20,5,1,1,8,4,1,101,18,1,999,16,12,18,1,1,5,41,2,2019,5,5
6199,2020,20,13,3,2,8,4,17,1703,99,9,999,16,12,18,9,9,3,69,99,9999,99,5
6200,2020,20,9,2,1,8,4,3,308,99,1,37,6,6,8,9,1,1,28,3,2015,5,5
6201,2020,21,19,4,3,8,5,1,101,7,1,24,3,3,5,9,1,4,6,1,2020,6,5
6202,2020,21,15,3,2,8,5,20,2001,99,1,52,9,9,11,9,1,3,48,4,2016,5,5
6203,2020,21,17,3,2,8,5,19,1904,99,9,999,16,12,18,9,9,1,999,99,9999,99,5
6204,2020,21,21,4,3,8,5,12,1222,99,1,31,5,5,7,9,1,3,999,6,9999,99,5
6205,2020,22,13,3,2,8,6,1,101,13,1,42,7,7,9,9,1,1,28,2,2014,5,5
6206,2020,22,23,4,3,8,6,1,115,99,1,36,6,6,8,9,1,4,25,1,2020,6,5
6207,2020,22,10,2,1,8,6,20,2001,99,2,34,5,5,7,9,1,4,27,5,9999,99,5
6208,2020,22,13,3,2,8,6,14,1419,99,1,40,7,7,9,9,1,5,26,2,9999,99,5
6209,2020,22,15,3,2,8,6,4,407,99,1,31,5,5,7,2,1,4,27,7,9999,99,5
6210,2020,22,20,4,3,8,6,3,314,99,1,22,3,3,5,9,1,3,69,11,1982,2,5
6211,2020,23,20,4,3,8,7,1,115,99,1,30,5,5,7,1,1,4,25,3,2020,6,5
6212,2020,23,19,4,3,8,7,11,1102,99,1,35,6,6,8,2,1,2,999,4,9999,99,5
6213,2020,23,19,4,3,8,7,15,1501,99,9,999,16,12,18,9,9,2,999,2,9999,99,5
6214,2020,23,20,4,3,8,7,4,409,99,1,999,16,12,18,9,1,1,999,99,9999,99,5
6215,2020,24,13,3,2,8,1,6,603,99,1,29,4,4,6,9,1,2,27,3,2004,4,5
6216,2020,24,16,3,2,8,1,1,101,1,1,33,5,5,7,9,1,11,56,2,2018,5,5
6217,2020,25,20,4,3,8,2,1,101,4,9,999,16,12,18,9,9,1,999,99,9999,99,5
6218,2020,26,15,3,2,8,3,1,101,9,1,40,7,7,9,9,1,4,6,5,9999,99,5
6219,2020,26,17,3,2,8,3,5,513,99,1,32,5,5,7,9,1,4,999,1,9999,99,5
6220,2020,26,6,2,1,8,3,19,1901,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
6221,2020,27,12,3,2,8,4,1,101,9,9,999,16,12,18,9,9,99,999,99,9999,99,5
6222,2020,27,21,4,3,8,4,1,110,99,1,22,3,3,5,9,1,4,25,5,2018,5,5
6223,2020,27,19,4,3,8,4,2,201,99,1,27,4,4,6,9,1,4,18,5,9999,99,5
6224,2020,27,21,4,3,8,4,4,416,99,1,26,4,4,6,9,1,4,76,5,9999,99,5
6225,2020,28,17,3,2,8,5,1,106,99,2,29,4,4,6,9,1,1,52,4,2002,4,5
6226,2020,28,19,4,3,8,5,6,608,99,1,58,10,10,12,9,1,4,32,1,2015,5,5
6227,2020,28,21,4,3,8,5,4,410,99,9,999,16,12,18,9,9,1,999,99,9999,99,5
6228,2020,29,12,3,2,8,6,1,101,18,2,24,3,3,5,9,1,1,69,6,1999,3,5
6229,2020,29,16,3,2,8,6,1,101,18,1,16,2,2,4,1,2,4,6,3,2014,5,5
6230,2020,29,17,3,2,8,6,1,108,99,1,38,6,6,8,2,1,1,28,5,9999,99,5
6231,2020,29,10,2,1,8,6,21,2106,99,1,36,6,6,8,9,1,3,69,4,1994,3,5
6232,2020,29,18,4,3,8,6,16,1615,99,1,27,4,4,6,9,1,3,69,5,9999,99,5
6233,2020,29,20,4,3,8,6,18,1801,99,1,999,16,12,18,9,1,1,999,99,9999,99,5
6234,2020,30,13,3,2,8,7,1,108,99,1,26,4,4,6,9,1,1,21,11,1994,3,5
