Núm_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,fall_les,int_o_noint
5769,2020,6,7,2,1,10,2,1,116,99,1,32,5,5,7,1,4,27,5,9999,99,6,1,2
5770,2020,6,7,2,1,10,2,1,115,99,1,23,3,3,5,1,4,76,1,2016,5,2,2,1
5771,2020,6,19,4,3,10,2,1,116,99,1,23,3,3,5,1,4,999,99,9999,99,1,2,1
5772,2020,6,19,4,3,10,2,1,116,99,1,18,2,2,4,1,4,999,99,9999,99,1,2,1
5773,2020,6,17,3,2,10,2,1,108,99,2,999,16,12,18,1,7,999,7,9999,99,3,2,1
5774,2020,6,17,3,2,10,2,1,108,99,2,36,6,6,8,1,7,999,7,9999,99,3,2,1
5775,2020,6,17,3,2,10,2,1,108,99,2,8,1,1,2,2,7,999,7,9999,99,3,2,1
5776,2020,6,17,3,2,10,2,1,108,99,1,16,2,2,4,2,7,999,7,9999,99,3,2,1
5777,2020,6,9,2,1,10,2,11,1101,99,1,28,4,4,6,1,3,999,99,9999,99,1,2,1
5778,2020,6,6,2,1,10,2,9,917,99,1,999,16,12,18,1,4,32,99,9999,99,1,2,2
5779,2020,6,11,2,1,10,2,8,801,99,1,16,2,2,4,2,4,999,99,9999,99,4,2,1
5780,2020,6,5,1,1,10,2,2,208,99,1,40,7,7,9,1,2,31,3,9999,99,1,2,1
5781,2020,6,9,2,1,10,2,18,1801,99,1,18,2,2,4,1,4,6,5,2013,5,1,2,1
5782,2020,6,17,3,2,10,2,7,718,99,1,21,3,3,5,1,4,27,1,9999,99,1,2,1
5783,2020,6,17,3,2,10,2,4,401,99,1,18,2,2,4,1,9,28,2,9999,99,1,2,1
5784,2020,7,18,4,3,10,3,1,116,99,2,29,4,4,6,1,4,67,5,2011,5,1,2,1
5785,2020,7,7,2,1,10,3,3,308,99,2,31,5,5,7,1,4,67,5,9999,99,1,2,1
5786,2020,7,21,4,3,10,3,11,1101,99,1,28,4,4,6,1,4,6,5,9999,99,1,2,1
5787,2020,7,21,4,3,10,3,17,1703,99,1,21,3,3,5,1,4,18,5,9999,99,1,2,1
5788,2020,7,15,3,2,10,3,9,910,99,1,21,3,3,5,1,4,27,9,9999,99,1,2,1
5789,2020,7,20,4,3,10,3,18,1801,99,1,21,3,3,5,1,99,27,99,9999,99,1,2,1
5790,2020,7,16,3,2,10,3,1,101,18,1,32,5,5,7,1,4,32,1,2019,5,1,2,1
5791,2020,7,11,2,1,10,3,22,2201,99,1,35,6,6,8,1,4,2,5,2019,5,1,2,2
5792,2020,7,11,2,1,10,3,22,2201,99,1,21,3,3,5,1,4,54,1,2020,6,1,2,2
5793,2020,7,21,4,3,10,3,1,108,99,1,21,3,3,5,1,4,67,5,9999,99,6,1,2
5794,2020,7,21,4,3,10,3,1,108,99,1,23,3,3,5,1,4,5,5,2020,6,1,2,1
5795,2020,7,7,2,1,10,3,5,505,99,1,66,12,11,14,1,7,999,6,9999,99,1,2,1
5796,2020,7,7,2,1,10,3,5,505,99,2,22,3,3,5,1,7,999,6,9999,99,1,2,1
5797,2020,7,7,2,1,10,3,5,505,99,2,26,4,4,6,1,7,999,6,9999,99,1,2,1
5798,2020,7,15,3,2,10,3,12,1215,99,1,27,4,4,6,1,3,10,6,9999,99,3,2,1
5799,2020,8,14,3,2,10,4,1,101,1,1,22,3,3,5,1,4,20,5,2012,5,1,2,1
5800,2020,8,10,2,1,10,4,1,108,99,1,28,4,4,6,1,4,2,3,2020,6,1,2,1
5801,2020,8,12,3,2,10,4,1,115,99,1,84,15,11,17,1,3,14,11,1978,1,3,2,1
5802,2020,8,23,4,3,10,4,20,2003,99,1,42,7,7,9,1,4,999,4,2014,5,6,1,2
5803,2020,8,8,2,1,10,4,6,602,99,1,61,11,11,13,1,4,76,5,9999,99,1,2,1
5804,2020,8,8,2,1,10,4,6,602,99,2,26,4,4,6,1,4,76,5,9999,99,1,2,1
5805,2020,8,11,2,1,10,4,2,208,99,1,21,3,3,5,1,4,6,17,2018,5,1,1,2
5806,2020,8,11,2,1,10,4,2,208,99,1,26,4,4,6,1,4,32,5,2018,5,1,1,2
5807,2020,8,23,4,3,10,4,4,414,99,1,20,3,3,5,1,4,999,99,9999,99,1,2,1
5808,2020,9,6,2,1,10,5,1,116,99,1,999,16,12,18,1,4,76,1,9999,99,1,2,1
5809,2020,9,13,3,2,10,5,10,1021,99,2,44,7,7,9,1,4,25,3,9999,99,1,2,1
5810,2020,9,14,3,2,10,5,9,920,99,1,74,13,11,15,1,3,69,3,9999,99,1,2,1
5811,2020,9,14,3,2,10,5,9,920,99,2,22,3,3,5,1,3,69,3,9999,99,1,2,1
5812,2020,9,14,3,2,10,5,9,920,99,1,29,4,4,6,1,3,69,3,9999,99,1,2,1
5813,2020,9,19,4,3,10,5,9,917,99,1,22,3,3,5,1,1,28,2,9999,99,1,2,1
5814,2020,9,0,1,1,10,5,12,1201,99,1,48,8,8,10,1,4,999,99,9999,99,1,2,1
5815,2020,9,6,2,1,10,5,16,1616,99,2,28,4,4,6,1,4,6,1,2016,5,1,2,1
5816,2020,9,13,3,2,10,5,16,1615,99,2,36,6,6,8,1,4,999,99,9999,99,1,2,1
5817,2020,9,18,4,3,10,5,16,1615,99,1,25,4,4,6,1,4,6,5,2008,4,1,2,1
5818,2020,9,22,4,3,10,5,3,311,99,1,32,5,5,7,1,4,6,5,2010,5,1,2,1
5819,2020,10,13,3,2,10,6,1,101,7,1,30,5,5,7,1,4,6,1,9999,99,1,1,2
5820,2020,10,23,4,3,10,6,1,101,12,1,999,16,12,18,1,4,100,99,9999,99,1,2,1
5821,2020,10,8,2,1,10,6,1,110,99,1,30,5,5,7,1,4,6,3,2015,5,1,2,1
5822,2020,10,15,3,2,10,6,1,108,99,1,18,2,2,4,1,4,64,99,9999,99,4,2,1
5823,2020,10,21,4,3,10,6,19,1903,99,1,24,3,3,5,1,4,18,5,9999,99,1,2,1
5824,2020,10,23,4,3,10,6,5,514,99,1,47,8,8,10,1,4,999,99,9999,99,1,1,2
5825,2020,10,14,3,2,10,6,10,1020,99,1,28,4,4,6,1,4,67,3,9999,99,1,1,2
5826,2020,10,14,3,2,10,6,10,1020,99,2,22,3,3,5,1,4,67,3,9999,99,1,2,1
5827,2020,10,0,1,1,10,6,11,1101,99,1,26,4,4,6,1,4,32,1,9999,99,1,2,1
5828,2020,10,18,4,3,10,6,18,1805,99,1,24,3,3,5,1,4,6,4,9999,99,1,2,1
5829,2020,10,1,1,1,10,6,18,1802,99,1,38,6,6,8,1,3,999,99,9999,99,3,2,1
5830,2020,10,20,4,3,10,6,18,1805,99,1,32,5,5,7,1,4,999,99,9999,99,1,1,2
5831,2020,10,14,3,2,10,6,17,1708,99,1,35,6,6,8,1,1,27,4,9999,99,2,2,1
5832,2020,11,0,1,1,10,7,1,101,17,1,26,4,4,6,1,4,18,2,2014,5,2,2,1
5833,2020,11,23,4,3,10,7,1,101,12,1,40,7,7,9,1,4,100,1,9999,99,1,1,2
5834,2020,11,19,4,3,10,7,1,101,12,1,73,13,11,15,1,2,28,4,2007,4,1,2,1
5835,2020,11,20,4,3,10,7,1,101,7,1,23,3,3,5,1,4,6,5,2008,4,1,2,1
5836,2020,11,22,4,3,10,7,1,101,12,1,30,5,5,7,1,4,18,1,9999,99,2,1,2
5837,2020,11,17,3,2,10,7,1,115,99,1,19,2,2,4,1,4,67,5,2020,6,1,2,1
5838,2020,11,17,3,2,10,7,1,115,99,2,20,3,3,5,1,4,67,5,2020,6,1,2,1
5839,2020,11,0,1,1,10,7,1,108,99,1,40,7,7,9,1,5,17,2,1995,3,1,1,2
5840,2020,11,13,3,2,10,7,5,510,99,2,37,6,6,8,1,4,27,5,9999,99,1,1,2
5841,2020,11,11,2,1,10,7,5,513,99,1,37,6,6,8,1,4,999,99,9999,99,1,2,1
5842,2020,11,11,2,1,10,7,5,513,99,2,24,3,3,5,1,4,999,99,9999,99,1,2,1
5843,2020,11,11,2,1,10,7,5,513,99,2,6,1,1,2,2,4,999,99,9999,99,1,2,1
5844,2020,11,18,4,3,10,7,5,512,99,2,42,7,7,9,1,4,999,99,9999,99,1,2,1
5845,2020,11,0,1,1,10,7,6,613,99,1,23,3,3,5,1,4,1,1,9999,99,2,1,2
5846,2020,11,14,3,2,10,7,6,602,99,2,33,5,5,7,1,4,999,1,9999,99,1,2,1
5847,2020,11,18,4,3,10,7,6,602,99,1,34,5,5,7,1,1,52,2,9999,99,1,1,2
5848,2020,11,18,4,3,10,7,6,602,99,1,28,4,4,6,1,1,52,2,9999,99,1,1,2
5849,2020,11,20,4,3,10,7,2,202,99,2,49,8,8,10,1,4,999,99,9999,99,1,1,2
5850,2020,11,20,4,3,10,7,4,410,99,1,22,3,3,5,1,99,27,5,9999,99,1,2,1
5851,2020,12,1,1,1,10,1,1,101,7,1,23,3,3,5,1,1,48,5,2007,4,2,2,1
5852,2020,12,13,3,2,10,1,1,103,99,1,50,9,9,11,1,3,999,2,9999,99,7,1,2
5853,2020,12,13,3,2,10,1,1,103,99,1,37,6,6,8,1,3,999,2,9999,99,7,1,2
5854,2020,12,14,3,2,10,1,1,101,12,1,42,7,7,9,1,2,999,99,9999,99,1,2,1
5855,2020,12,13,3,2,10,1,1,108,99,1,27,4,4,6,1,4,25,2,9999,99,1,2,1
5856,2020,12,14,3,2,10,1,5,501,99,1,25,4,4,6,1,4,6,9,9999,99,1,2,1
5857,2020,12,14,3,2,10,1,5,501,99,1,22,3,3,5,1,4,999,99,9999,99,1,2,1
5858,2020,12,20,4,3,10,1,5,501,99,2,999,16,12,18,1,4,6,1,9999,99,1,2,1
5859,2020,12,20,4,3,10,1,5,501,99,1,999,16,12,18,1,4,6,1,9999,99,1,2,1
5860,2020,12,6,2,1,10,1,11,1101,99,2,28,4,4,6,1,3,999,99,9999,99,1,2,1
5861,2020,12,6,2,1,10,1,11,1101,99,1,37,6,6,8,1,3,69,1,9999,99,2,2,1
5862,2020,12,6,2,1,10,1,11,1101,99,1,21,3,3,5,1,3,69,1,9999,99,2,2,1
5863,2020,12,13,3,2,10,1,11,1106,99,1,30,5,5,7,1,4,18,5,9999,99,1,2,1
5864,2020,12,20,4,3,10,1,11,1101,99,2,23,3,3,5,1,4,999,5,9999,99,1,2,1
5865,2020,12,12,3,2,10,1,9,919,99,1,66,12,11,14,1,3,999,99,9999,99,1,2,1
5866,2020,12,12,3,2,10,1,9,919,99,2,28,4,4,6,1,3,999,99,9999,99,1,2,1
5867,2020,12,17,3,2,10,1,18,1801,99,2,18,2,2,4,1,4,67,5,9999,99,1,2,1
5868,2020,12,21,4,3,10,1,17,1703,99,1,25,4,4,6,1,4,999,99,9999,99,1,1,2
5869,2020,12,18,4,3,10,1,14,1415,99,1,50,9,9,11,1,4,76,1,9999,99,1,1,2
5870,2020,12,18,4,3,10,1,3,301,99,1,20,3,3,5,1,4,999,5,9999,99,1,2,1
5871,2020,13,12,3,2,10,2,1,101,1,1,56,10,10,12,1,4,6,5,2019,5,1,2,1
5872,2020,13,12,3,2,10,2,1,101,1,1,16,2,2,4,2,4,6,5,2019,5,1,2,1
5873,2020,13,23,4,3,10,2,1,101,18,1,38,6,6,8,1,4,54,5,2020,6,1,2,1
5874,2020,13,11,2,1,10,2,1,102,99,1,18,2,2,4,1,1,55,5,2019,5,1,2,1
5875,2020,13,11,2,1,10,2,1,102,99,1,24,3,3,5,1,4,27,5,2007,4,1,2,1
5876,2020,13,11,2,1,10,2,1,102,99,2,33,5,5,7,1,4,27,5,2007,4,1,2,1
5877,2020,13,22,4,3,10,2,1,101,10,1,20,3,3,5,1,4,67,14,2000,4,1,2,1
5878,2020,13,22,4,3,10,2,1,115,99,1,47,8,8,10,1,4,67,5,9999,99,1,1,2
5879,2020,13,18,4,3,10,2,1,110,99,1,22,3,3,5,1,4,6,3,2015,5,1,2,1
5880,2020,13,18,4,3,10,2,1,110,99,1,34,5,5,7,1,4,6,2,2021,6,1,2,1
5881,2020,13,20,4,3,10,2,5,501,99,1,53,9,9,11,1,4,67,3,9999,99,1,2,1
5882,2020,13,20,4,3,10,2,5,501,99,1,24,3,3,5,1,4,6,3,9999,99,1,2,1
5883,2020,13,19,4,3,10,2,10,1004,99,1,999,16,12,18,1,4,67,5,9999,99,1,2,1
5884,2020,13,3,1,1,10,2,15,1508,99,1,999,16,12,18,1,1,56,4,1999,3,2,2,1
5885,2020,13,17,3,2,10,2,2,207,99,1,40,7,7,9,1,4,18,7,9999,99,4,2,1
5886,2020,14,8,2,1,10,3,1,115,99,1,24,3,3,5,1,4,67,99,9999,99,1,1,2
5887,2020,14,2,1,1,10,3,19,1901,99,2,27,4,4,6,1,2,48,99,2011,5,2,2,1
5888,2020,14,2,1,1,10,3,19,1901,99,1,36,6,6,8,1,2,48,99,2011,5,2,2,1
5889,2020,14,2,1,1,10,3,19,1901,99,1,23,3,3,5,1,2,48,99,2011,5,2,2,1
5890,2020,14,2,1,1,10,3,19,1901,99,2,20,3,3,5,1,2,48,99,2011,5,2,2,1
5891,2020,14,20,4,3,10,3,19,1904,99,1,34,5,5,7,1,1,27,5,2001,4,1,2,1
5892,2020,14,20,4,3,10,3,19,1904,99,1,34,5,5,7,1,1,27,4,2002,4,1,2,1
5893,2020,14,2,1,1,10,3,13,1326,99,1,45,8,8,10,1,3,999,99,9999,99,4,2,1
5894,2020,14,18,4,3,10,3,16,1617,99,1,23,3,3,5,1,4,67,1,2020,6,1,2,1
5895,2020,14,7,2,1,10,3,3,306,99,1,38,6,6,8,1,3,69,99,1992,3,1,2,1
5896,2020,14,7,2,1,10,3,3,306,99,2,47,8,8,10,1,3,69,99,1992,3,1,2,1
5897,2020,14,7,2,1,10,3,3,306,99,1,29,4,4,6,1,4,6,5,9999,99,1,2,1
5898,2020,15,8,2,1,10,4,1,108,99,1,27,4,4,6,1,4,32,1,2015,5,1,2,1
5899,2020,15,8,2,1,10,4,19,1907,99,1,17,2,2,4,2,4,999,99,9999,99,1,2,1
5900,2020,15,18,4,3,10,4,13,1324,99,1,60,11,11,13,1,3,69,1,1998,3,2,2,1
5901,2020,15,18,4,3,10,4,13,1324,99,1,45,8,8,10,1,3,69,1,1998,3,2,2,1
5902,2020,15,18,4,3,10,4,13,1324,99,1,14,1,1,3,2,3,69,1,1998,3,2,2,1
5903,2020,15,13,3,2,10,4,22,2211,99,2,25,4,4,6,1,3,69,3,1995,3,2,2,2
5904,2020,15,13,3,2,10,4,22,2211,99,1,81,15,11,17,1,3,69,3,1995,3,2,2,2
5905,2020,15,13,3,2,10,4,22,2211,99,1,23,3,3,5,1,3,69,3,1995,3,2,2,2
5906,2020,15,13,3,2,10,4,22,2211,99,2,24,3,3,5,1,3,69,3,1995,3,2,2,2
5907,2020,15,13,3,2,10,4,22,2211,99,1,59,10,10,12,1,3,69,3,1995,3,2,2,2
5908,2020,15,20,4,3,10,4,17,1710,99,1,36,6,6,8,1,12,69,2,9999,99,1,1,2
5909,2020,15,18,4,3,10,4,1,101,6,1,21,3,3,5,1,4,6,1,9999,99,1,2,1
5910,2020,15,19,4,3,10,4,1,108,99,1,24,3,3,5,1,4,6,5,2021,6,1,2,1
5911,2020,15,19,4,3,10,4,1,108,99,2,24,3,3,5,1,4,6,5,2021,6,1,2,1
5912,2020,15,19,4,3,10,4,1,108,99,2,31,5,5,7,1,4,6,5,2021,6,1,2,1
5913,2020,15,22,4,3,10,4,1,101,7,1,22,3,3,5,1,4,6,2,2018,5,1,2,1
5914,2020,15,22,4,3,10,4,1,101,7,2,22,3,3,5,1,4,6,2,2018,5,1,2,1
5915,2020,15,13,3,2,10,4,18,1805,99,1,30,5,5,7,1,1,69,3,2014,5,1,2,1
5916,2020,15,13,3,2,10,4,18,1805,99,1,31,5,5,7,1,1,69,3,2014,5,1,2,1
5917,2020,15,14,3,2,10,4,1,101,7,1,31,5,5,7,1,4,32,5,9999,99,6,2,1
5918,2020,16,18,4,3,10,5,10,1008,99,1,21,3,3,5,1,4,67,5,2016,5,1,2,1
5919,2020,16,18,4,3,10,5,10,1008,99,1,26,4,4,6,1,4,27,5,2012,5,1,2,2
5920,2020,16,18,4,3,10,5,10,1008,99,1,999,16,12,18,1,4,27,5,2012,5,1,2,2
5921,2020,16,18,4,3,10,5,3,312,99,1,23,3,3,5,1,4,32,5,9999,99,1,2,1
5922,2020,16,23,4,3,10,5,16,1617,99,1,30,5,5,7,1,4,6,5,2017,5,1,2,1
5923,2020,16,21,4,3,10,5,1,115,99,1,19,2,2,4,1,4,27,5,2020,6,1,2,1
5924,2020,16,15,3,2,10,5,1,101,16,1,26,4,4,6,1,4,67,3,9999,99,1,2,1
5925,2020,16,23,4,3,10,5,18,1801,99,1,31,5,5,7,1,4,67,2,9999,99,1,2,1
5926,2020,17,5,1,1,10,6,1,105,99,1,26,4,4,6,1,4,54,1,9999,99,1,1,2
5927,2020,17,18,4,3,10,6,1,101,12,1,24,3,3,5,1,4,32,5,9999,99,1,2,1
5928,2020,17,23,4,3,10,6,1,101,12,2,38,6,6,8,1,1,999,99,9999,99,2,2,1
5929,2020,17,21,4,3,10,6,1,117,99,1,25,4,4,6,1,4,64,6,9999,99,1,2,1
5930,2020,17,18,4,3,10,6,1,114,99,1,999,16,12,18,1,4,5,1,9999,99,1,2,2
5931,2020,17,16,3,2,10,6,1,110,99,1,32,5,5,7,1,4,18,5,9999,99,2,1,2
5932,2020,17,10,2,1,10,6,5,509,99,1,24,3,3,5,1,4,67,2,2012,5,1,2,1
5933,2020,17,9,2,1,10,6,5,509,99,1,37,6,6,8,1,4,67,5,2015,5,6,2,1
5934,2020,17,9,2,1,10,6,5,509,99,2,21,3,3,5,1,4,67,5,2015,5,6,2,1
5935,2020,17,20,4,3,10,6,6,602,99,1,22,3,3,5,1,4,2,5,9999,99,1,2,1
5936,2020,17,20,4,3,10,6,6,602,99,1,20,3,3,5,1,4,2,5,9999,99,1,2,1
5937,2020,17,22,4,3,10,6,10,1001,99,1,24,3,3,5,1,4,6,5,9999,99,1,2,1
5938,2020,17,20,4,3,10,6,9,902,99,1,29,4,4,6,1,1,69,2,9999,99,1,2,1
5939,2020,17,12,3,2,10,6,12,1216,99,1,58,10,10,12,1,22,32,5,2020,6,7,1,2
5940,2020,17,14,3,2,10,6,13,1326,99,2,999,16,12,18,1,3,69,2,9999,99,3,1,2
5941,2020,17,18,4,3,10,6,13,1302,99,1,26,4,4,6,1,2,52,4,2007,4,1,2,1
5942,2020,17,18,4,3,10,6,16,1604,99,1,33,5,5,7,1,1,41,99,9999,99,1,2,1
5943,2020,17,21,4,3,10,6,16,1616,99,1,19,2,2,4,1,5,999,99,9999,99,1,2,1
5944,2020,17,21,4,3,10,6,16,1616,99,1,47,8,8,10,1,5,999,99,9999,99,1,1,2
5945,2020,17,17,3,2,10,6,17,1703,99,1,21,3,3,5,1,4,76,1,9999,99,6,2,1
5946,2020,18,1,1,1,10,7,1,115,99,1,23,3,3,5,1,4,999,99,9999,99,6,2,1
5947,2020,18,1,1,1,10,7,1,115,99,2,24,3,3,5,1,4,999,99,9999,99,6,2,1
5948,2020,18,5,1,1,10,7,1,115,99,1,25,4,4,6,1,4,77,5,9999,99,1,2,1
5949,2020,18,22,4,3,10,7,1,101,12,1,28,4,4,6,1,4,32,1,9999,99,2,1,2
5950,2020,18,13,3,2,10,7,1,101,1,1,34,5,5,7,1,4,6,3,2014,5,1,2,1
5951,2020,18,1,1,1,10,7,1,117,99,1,23,3,3,5,1,4,999,99,9999,99,6,2,1
5952,2020,18,14,3,2,10,7,1,110,99,1,999,16,12,18,1,4,999,99,9999,99,1,2,1
5953,2020,18,11,2,1,10,7,1,111,99,2,43,7,7,9,1,4,67,5,9999,99,6,2,1
5954,2020,18,8,2,1,10,7,16,1601,99,1,29,4,4,6,1,2,27,1,2005,4,2,2,1
5955,2020,18,10,2,1,10,7,16,1602,99,1,31,5,5,7,1,4,999,99,2005,4,2,1,2
5956,2020,18,10,2,1,10,7,16,1602,99,1,23,3,3,5,1,4,999,99,2005,4,2,1,2
5957,2020,18,0,1,1,10,7,19,1902,99,1,29,4,4,6,1,4,6,5,2015,5,1,2,1
5958,2020,18,17,3,2,10,7,19,1910,99,1,27,4,4,6,1,4,999,99,9999,99,1,2,1
5959,2020,18,23,4,3,10,7,18,1801,99,1,19,2,2,4,1,4,67,2,9999,99,6,2,1
5960,2020,18,15,3,2,10,7,6,609,99,1,33,5,5,7,1,5,41,2,2015,5,1,2,2
5961,2020,18,13,3,2,10,7,14,1412,99,1,36,6,6,8,1,4,64,5,9999,99,1,2,1
5962,2020,18,10,2,1,10,7,4,401,99,1,27,4,4,6,1,4,6,5,9999,99,1,2,1
5963,2020,18,10,2,1,10,7,4,401,99,2,999,16,12,18,1,4,6,5,9999,99,1,2,1
5964,2020,18,17,3,2,10,7,4,416,99,1,60,11,11,13,1,3,69,5,2008,4,1,2,1
5965,2020,18,10,2,1,10,7,3,304,99,2,47,8,8,10,1,3,69,9,1993,3,1,2,1
5966,2020,18,10,2,1,10,7,3,304,99,2,20,3,3,5,1,3,69,9,1993,3,1,2,1
5967,2020,18,10,2,1,10,7,3,304,99,2,22,3,3,5,1,3,69,9,1993,3,1,2,1
5968,2020,18,10,2,1,10,7,3,304,99,1,11,1,1,3,2,1,28,2,2012,5,1,2,1
5969,2020,18,10,2,1,10,7,3,304,99,1,9,1,1,2,2,1,28,2,2012,5,1,2,1
5970,2020,18,10,2,1,10,7,3,304,99,1,2,1,1,1,2,1,28,2,2012,5,1,2,1
5971,2020,18,10,2,1,10,7,3,304,99,1,22,3,3,5,1,1,28,2,2012,5,1,2,1
5972,2020,18,10,2,1,10,7,3,304,99,2,41,7,7,9,1,1,28,2,2012,5,1,2,1
5973,2020,18,22,4,3,10,7,1,101,7,1,26,4,4,6,1,4,67,5,2013,5,2,2,1
5974,2020,18,22,4,3,10,7,1,101,7,2,28,4,4,6,1,4,67,5,2013,5,2,2,1
5975,2020,18,16,3,2,10,7,10,1001,99,2,37,6,6,8,1,4,3,5,9999,99,2,2,1
5976,2020,18,20,4,3,10,7,1,101,18,1,25,4,4,6,1,4,6,3,2017,5,1,1,2
5977,2020,18,21,4,3,10,7,2,204,99,1,46,8,8,10,1,6,19,1,9999,99,1,2,1
5978,2020,19,9,2,1,10,1,1,101,16,1,25,4,4,6,1,4,6,5,2014,5,1,2,2
5979,2020,19,20,4,3,10,1,1,101,1,1,30,5,5,7,1,4,64,5,9999,99,1,2,1
5980,2020,19,8,2,1,10,1,1,101,17,1,23,3,3,5,1,4,27,1,2006,4,1,2,1
5981,2020,19,22,4,3,10,1,1,116,99,1,24,3,3,5,1,4,2,4,2018,5,1,2,2
5982,2020,19,20,4,3,10,1,20,2001,99,1,999,16,12,18,9,4,27,1,9999,99,1,2,2
5983,2020,19,20,4,3,10,1,20,2001,99,2,999,16,12,18,9,4,27,1,9999,99,1,2,1
5984,2020,19,7,2,1,10,1,5,511,99,2,72,13,11,15,1,7,30,1,1991,3,2,2,1
5985,2020,19,7,2,1,10,1,5,511,99,1,42,7,7,9,1,7,30,1,1991,3,2,2,1
5986,2020,19,1,1,1,10,1,16,1601,99,1,20,3,3,5,1,4,27,5,9999,99,1,2,1
5987,2020,19,16,3,2,10,1,18,1804,99,2,54,9,9,11,1,5,40,2,9999,99,1,1,2
5988,2020,19,23,4,3,10,1,3,309,99,2,26,4,4,6,1,1,69,4,2002,4,2,2,1
5989,2020,19,23,4,3,10,1,3,312,99,1,25,4,4,6,1,4,6,17,2019,5,2,2,2
5990,2020,19,21,4,3,10,1,7,701,99,1,20,3,3,5,1,4,6,1,9999,99,1,2,1
5991,2020,19,16,3,2,10,1,1,101,13,1,41,7,7,9,1,2,41,2,2016,5,1,2,1
5992,2020,19,16,3,2,10,1,1,101,13,1,19,2,2,4,1,4,32,3,2018,5,1,2,1
5993,2020,19,9,2,1,10,1,22,2216,99,1,28,4,4,6,1,4,64,5,9999,99,1,2,1
5994,2020,19,1,1,1,10,1,1,101,11,1,22,3,3,5,1,4,6,3,9999,99,6,2,1
5995,2020,20,21,4,3,10,2,1,101,12,1,30,5,5,7,1,4,32,5,2016,5,1,1,2
5996,2020,20,6,2,1,10,2,19,1904,99,1,32,5,5,7,1,11,69,2,9999,99,1,2,1
5997,2020,20,6,2,1,10,2,19,1904,99,1,25,4,4,6,1,11,69,2,9999,99,1,2,1
5998,2020,20,6,2,1,10,2,19,1904,99,1,27,4,4,6,1,11,69,2,9999,99,1,2,1
5999,2020,20,6,2,1,10,2,19,1904,99,1,34,5,5,7,1,11,69,2,9999,99,1,2,1
6000,2020,20,6,2,1,10,2,19,1904,99,1,30,5,5,7,1,11,69,2,9999,99,1,2,1
6001,2020,20,6,2,1,10,2,19,1904,99,1,43,7,7,9,1,11,69,2,9999,99,1,2,1
6002,2020,20,6,2,1,10,2,19,1904,99,1,43,7,7,9,1,11,69,2,9999,99,1,2,1
6003,2020,20,6,2,1,10,2,19,1904,99,1,21,3,3,5,1,11,69,2,9999,99,1,2,1
6004,2020,20,6,2,1,10,2,19,1904,99,1,22,3,3,5,1,11,69,2,9999,99,1,2,1
6005,2020,20,6,2,1,10,2,19,1904,99,1,41,7,7,9,1,11,69,2,9999,99,1,2,1
6006,2020,20,6,2,1,10,2,19,1904,99,1,30,5,5,7,1,11,69,2,9999,99,1,2,1
6007,2020,20,6,2,1,10,2,19,1904,99,1,999,16,12,18,1,11,69,2,9999,99,1,1,2
6008,2020,20,6,2,1,10,2,19,1904,99,1,26,4,4,6,1,11,69,2,9999,99,1,1,2
6009,2020,20,6,2,1,10,2,19,1904,99,1,46,8,8,10,1,11,69,2,9999,99,1,1,2
6010,2020,20,14,3,2,10,2,9,901,99,1,72,13,11,15,1,4,64,5,9999,99,1,1,2
6011,2020,20,0,1,1,10,2,13,1312,99,1,24,3,3,5,1,3,999,2,9999,99,1,2,1
6012,2020,20,1,1,1,10,2,13,1319,99,2,22,3,3,5,1,4,2,5,9999,99,6,2,1
6013,2020,20,21,4,3,10,2,16,1614,99,1,25,4,4,6,1,4,999,99,9999,99,6,1,2
6014,2020,20,21,4,3,10,2,14,1416,99,2,77,14,11,16,1,2,27,3,2003,4,1,2,1
6015,2020,20,21,4,3,10,2,14,1416,99,2,59,10,10,12,1,2,27,3,2003,4,1,2,1
6016,2020,20,21,4,3,10,2,14,1416,99,2,54,9,9,11,1,2,27,3,2003,4,1,2,1
6017,2020,20,21,4,3,10,2,14,1416,99,2,6,1,1,2,2,2,27,3,2003,4,1,2,1
6018,2020,21,7,2,1,10,3,1,101,2,1,17,2,2,4,2,4,2,5,2018,5,1,2,1
6019,2020,21,9,2,1,10,3,1,101,10,1,24,3,3,5,1,4,100,3,2020,6,1,2,1
6020,2020,21,9,2,1,10,3,1,101,10,2,24,3,3,5,1,4,100,3,2020,6,1,2,1
6021,2020,21,23,4,3,10,3,1,115,99,1,42,7,7,9,1,4,32,1,9999,99,1,2,2
6022,2020,21,7,2,1,10,3,1,117,99,2,35,6,6,8,1,4,999,99,9999,99,6,2,1
6023,2020,21,22,4,3,10,3,1,108,99,1,21,3,3,5,1,4,18,5,2019,5,6,2,1
6024,2020,21,11,2,1,10,3,21,2101,99,2,48,8,8,10,1,4,32,5,9999,99,1,2,1
6025,2020,21,11,2,1,10,3,5,501,99,1,999,16,12,18,1,4,6,5,9999,99,1,2,1
6026,2020,21,19,4,3,10,3,8,803,99,1,999,16,12,18,1,4,999,99,9999,99,1,2,1
