núm_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,mupio_ocu,depto_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,fall_les,int_o_noint
7790,2018,17,17,3,2,11,6,1906,19,99,1,36,6,6,8,1,5,26,4,2012,5,1,2,1
7791,2018,17,21,4,3,11,6,602,6,99,1,34,5,5,7,1,4,77,3,9999,99,1,1,2
7792,2018,17,21,4,3,11,6,602,6,99,2,35,6,6,8,1,4,77,3,9999,99,1,2,1
7793,2018,17,18,4,3,11,6,1107,11,99,2,24,3,3,5,1,4,76,3,2016,5,1,2,1
7794,2018,17,18,4,3,11,6,1107,11,99,2,18,2,2,4,1,4,76,3,2016,5,1,2,1
7795,2018,17,20,4,3,11,6,1101,11,99,1,24,3,3,5,1,4,999,99,9999,99,1,2,1
7796,2018,17,18,4,3,11,6,1201,12,99,2,46,8,8,10,1,3,999,99,9999,99,1,2,1
7797,2018,17,18,4,3,11,6,1201,12,99,1,12,1,1,3,2,3,999,99,9999,99,1,2,1
7798,2018,17,18,4,3,11,6,1201,12,99,1,10,1,1,3,2,3,999,99,9999,99,1,2,1
7799,2018,17,15,3,2,11,6,1301,13,99,1,65,12,11,14,1,5,999,2,9999,99,1,1,2
7800,2018,17,15,3,2,11,6,1301,13,99,1,43,7,7,9,1,3,69,4,9999,99,1,1,2
7801,2018,17,15,3,2,11,6,1301,13,99,1,27,4,4,6,1,3,69,4,9999,99,1,2,1
7802,2018,17,14,3,2,11,6,1312,13,99,1,22,3,3,5,1,4,76,3,9999,99,1,1,2
7803,2018,17,9,2,1,11,6,1503,15,99,2,32,5,5,7,1,14,2,1,9999,99,1,2,1
7804,2018,17,9,2,1,11,6,1503,15,99,1,8,1,1,2,2,14,2,1,9999,99,1,2,1
7805,2018,17,18,4,3,11,6,203,2,99,1,23,3,3,5,1,1,69,6,9999,99,2,2,2
7806,2018,17,10,2,1,11,6,416,4,99,1,49,8,8,10,1,4,27,5,9999,99,1,2,1
7807,2018,17,0,1,1,11,6,410,4,99,1,24,3,3,5,1,4,6,5,9999,99,1,1,2
7808,2018,18,2,1,1,11,7,101,1,3,1,34,5,5,7,1,18,999,3,9999,99,1,2,1
7809,2018,18,4,1,1,11,7,101,1,9,1,23,3,3,5,1,4,999,5,9999,99,6,1,2
7810,2018,18,22,4,3,11,7,101,1,1,1,27,4,4,6,1,1,69,6,1994,3,1,2,1
7811,2018,18,19,4,3,11,7,101,1,13,1,51,9,9,11,1,4,76,9,2014,5,1,2,1
7812,2018,18,9,2,1,11,7,102,1,99,1,23,3,3,5,1,4,54,99,9999,99,1,2,1
7813,2018,18,16,3,2,11,7,2008,20,99,1,36,6,6,8,1,2,999,99,9999,99,1,1,2
7814,2018,18,12,3,2,11,7,602,6,99,1,22,3,3,5,1,4,32,1,2017,5,1,2,1
7815,2018,18,20,4,3,11,7,612,6,99,1,999,16,12,18,1,3,56,5,9999,99,1,2,1
7816,2018,18,19,4,3,11,7,1106,11,99,1,44,7,7,9,1,4,163,5,2018,5,4,2,1
7817,2018,18,16,3,2,11,7,920,9,99,1,22,3,3,5,1,4,27,2,9999,99,1,2,1
7818,2018,18,20,4,3,11,7,1230,12,99,1,39,6,6,8,1,4,999,99,9999,99,1,1,2
7819,2018,18,3,1,1,11,7,1220,12,99,1,34,5,5,7,1,14,999,99,9999,99,3,1,2
7820,2018,18,21,4,3,11,7,203,2,99,1,30,5,5,7,1,4,999,5,9999,99,1,2,1
7821,2018,18,21,4,3,11,7,203,2,99,1,34,5,5,7,1,4,1,4,9999,99,1,2,1
7822,2018,18,8,2,1,11,7,1805,18,99,1,36,6,6,8,1,2,69,3,9999,99,1,2,1
7823,2018,19,6,2,1,11,1,101,1,7,1,31,5,5,7,1,4,999,5,9999,99,1,2,1
7824,2018,19,15,3,2,11,1,101,1,12,1,20,3,3,5,1,4,32,1,2016,5,1,2,1
7825,2018,19,19,4,3,11,1,2217,22,99,1,21,3,3,5,1,4,999,99,9999,99,1,2,1
7826,2018,19,19,4,3,11,1,2217,22,99,1,999,16,12,18,1,4,999,99,9999,99,1,2,1
7827,2018,19,19,4,3,11,1,501,5,99,1,45,8,8,10,1,4,6,1,9999,99,4,2,1
7828,2018,19,19,4,3,11,1,501,5,99,2,36,6,6,8,1,4,6,1,9999,99,4,2,1
7829,2018,19,0,1,1,11,1,501,5,99,1,999,16,12,18,9,4,67,99,9999,99,4,1,2
7830,2018,19,0,1,1,11,1,501,5,99,2,21,3,3,5,1,4,67,99,9999,99,4,2,2
7831,2018,19,17,3,2,11,1,608,6,99,1,999,16,12,18,1,5,999,2,9999,99,2,1,2
7832,2018,19,17,3,2,11,1,608,6,99,1,51,9,9,11,1,5,999,2,9999,99,2,2,1
7833,2018,19,0,1,1,11,1,1001,10,99,1,21,3,3,5,1,4,72,5,2013,5,1,2,1
7834,2018,19,17,3,2,11,1,1103,11,99,1,19,2,2,4,1,4,6,5,9999,99,1,1,2
7835,2018,19,17,3,2,11,1,1103,11,99,1,18,2,2,4,1,4,6,5,9999,99,1,2,1
7836,2018,19,18,4,3,11,1,901,9,99,2,999,16,12,18,1,4,32,1,9999,99,1,2,1
7837,2018,19,6,2,1,11,1,410,4,99,1,30,5,5,7,1,4,64,1,9999,99,1,1,2
7838,2018,19,10,2,1,11,1,406,4,99,1,16,2,2,4,2,4,2,5,9999,99,4,1,2
7839,2018,20,21,4,3,11,2,115,1,99,1,26,4,4,6,1,4,6,5,2018,5,1,2,1
7840,2018,20,21,4,3,11,2,115,1,99,1,24,3,3,5,1,4,6,5,2018,5,1,2,1
7841,2018,20,16,3,2,11,2,115,1,99,1,20,3,3,5,1,4,27,2,9999,99,1,2,1
7842,2018,20,19,4,3,11,2,1210,12,99,1,50,9,9,11,1,4,67,1,9999,99,1,1,2
7843,2018,20,8,2,1,11,2,110,1,99,1,999,16,12,18,9,12,30,11,1992,3,6,1,2
7844,2018,20,0,1,1,11,2,502,5,99,1,26,4,4,6,1,4,27,2,2016,5,1,2,1
7845,2018,20,0,1,1,11,2,502,5,99,1,19,2,2,4,1,4,32,1,2009,4,1,2,1
7846,2018,20,0,1,1,11,2,502,5,99,1,32,5,5,7,1,4,32,1,2009,4,1,2,1
7847,2018,20,17,3,2,11,2,608,6,99,1,45,8,8,10,1,5,31,2,9999,99,3,1,2
7848,2018,20,17,3,2,11,2,608,6,99,1,51,9,9,11,1,5,31,2,9999,99,3,2,1
7849,2018,20,11,2,1,11,2,1014,10,99,1,24,3,3,5,1,5,92,2,2000,4,2,2,1
7850,2018,20,11,2,1,11,2,1014,10,99,1,27,4,4,6,1,5,92,2,2000,4,2,2,1
7851,2018,20,11,2,1,11,2,1014,10,99,1,37,6,6,8,1,5,92,2,2000,4,2,2,1
7852,2018,20,11,2,1,11,2,1014,10,99,1,20,3,3,5,1,5,92,2,2000,4,2,2,2
7853,2018,20,8,2,1,11,2,1601,16,99,1,22,3,3,5,1,4,27,99,2017,5,1,2,1
7854,2018,20,7,2,1,11,2,1804,18,99,1,40,7,7,9,1,11,999,2,9999,99,1,1,2
7855,2018,20,17,3,2,11,2,401,4,99,1,26,4,4,6,1,14,6,1,9999,99,1,2,1
7856,2018,21,4,1,1,11,3,101,1,1,1,29,4,4,6,1,4,5,1,2010,5,1,2,1
7857,2018,21,15,3,2,11,3,101,1,1,1,50,9,9,11,1,4,76,5,2016,5,1,2,1
7858,2018,21,9,2,1,11,3,101,1,9,1,19,2,2,4,1,4,999,99,9999,99,1,2,1
7859,2018,21,10,2,1,11,3,103,1,99,1,21,3,3,5,1,4,6,5,2012,5,1,2,1
7860,2018,21,18,4,3,11,3,101,1,13,1,28,4,4,6,1,4,6,1,9999,99,1,1,2
7861,2018,21,23,4,3,11,3,101,1,5,1,25,4,4,6,1,4,32,1,9999,99,1,2,1
7862,2018,21,6,2,1,11,3,101,1,11,2,55,10,10,12,1,1,41,1,9999,99,2,2,1
7863,2018,21,6,2,1,11,3,101,1,11,2,15,2,2,4,2,1,41,1,9999,99,2,2,1
7864,2018,21,6,2,1,11,3,101,1,11,2,34,5,5,7,1,1,41,1,9999,99,2,2,1
7865,2018,21,7,2,1,11,3,115,1,99,1,21,3,3,5,1,4,20,4,2012,5,1,2,2
7866,2018,21,7,2,1,11,3,115,1,99,2,42,7,7,9,1,4,20,4,2012,5,1,2,1
7867,2018,21,11,2,1,11,3,506,5,99,1,31,5,5,7,1,4,20,5,2016,5,1,2,1
7868,2018,21,11,2,1,11,3,506,5,99,2,999,16,12,18,2,4,20,5,2016,5,1,2,1
7869,2018,21,18,4,3,11,3,511,5,99,1,19,2,2,4,1,4,999,99,9999,99,1,2,1
7870,2018,21,13,3,2,11,3,603,6,99,2,24,3,3,5,1,1,27,4,2003,4,1,2,2
7871,2018,21,13,3,2,11,3,603,6,99,1,25,4,4,6,1,4,76,5,9999,99,1,2,1
7872,2018,21,19,4,3,11,3,1223,12,99,1,50,9,9,11,1,4,999,99,9999,99,1,1,2
7873,2018,21,6,2,1,11,3,1601,16,99,1,37,6,6,8,1,6,19,2,9999,99,1,2,1
7874,2018,21,6,2,1,11,3,1601,16,99,1,32,5,5,7,1,4,77,1,9999,99,1,2,1
7875,2018,21,23,4,3,11,3,406,4,99,1,999,16,12,18,1,5,999,2,9999,99,2,1,2
7876,2018,22,23,4,3,11,4,101,1,1,1,37,6,6,8,1,4,999,99,9999,99,1,2,1
7877,2018,22,16,3,2,11,4,101,1,11,1,33,5,5,7,1,4,999,99,9999,99,1,2,1
7878,2018,22,16,3,2,11,4,101,1,11,2,32,5,5,7,1,4,999,99,9999,99,1,2,1
7879,2018,22,19,4,3,11,4,115,1,99,1,35,6,6,8,1,4,64,99,2017,5,1,2,1
7880,2018,22,17,3,2,11,4,1215,12,99,2,18,2,2,4,1,4,999,4,9999,99,1,2,1
7881,2018,22,5,1,1,11,4,401,4,99,2,59,10,10,12,1,12,999,2,9999,99,1,2,1
7882,2018,22,5,1,1,11,4,401,4,99,2,46,8,8,10,1,12,999,2,9999,99,1,2,1
7883,2018,22,5,1,1,11,4,401,4,99,2,57,10,10,12,1,12,999,2,9999,99,1,2,1
7884,2018,22,5,1,1,11,4,401,4,99,1,48,8,8,10,1,12,999,2,9999,99,1,2,1
7885,2018,22,5,1,1,11,4,401,4,99,1,30,5,5,7,1,12,999,2,9999,99,1,2,1
7886,2018,22,5,1,1,11,4,401,4,99,1,22,3,3,5,1,12,999,2,9999,99,1,2,1
7887,2018,22,5,1,1,11,4,401,4,99,2,19,2,2,4,1,12,999,2,9999,99,1,2,1
7888,2018,22,5,1,1,11,4,401,4,99,1,47,8,8,10,1,12,999,2,9999,99,1,2,1
7889,2018,22,5,1,1,11,4,401,4,99,1,15,2,2,4,2,12,999,2,9999,99,1,2,1
7890,2018,22,5,1,1,11,4,401,4,99,1,24,3,3,5,1,12,999,2,9999,99,1,2,1
7891,2018,22,5,1,1,11,4,401,4,99,1,14,1,1,3,2,12,999,2,9999,99,1,2,1
7892,2018,22,5,1,1,11,4,401,4,99,1,27,4,4,6,1,12,999,2,9999,99,1,2,1
7893,2018,22,0,1,1,11,4,406,4,99,1,999,16,12,18,1,5,999,2,9999,99,3,1,2
7894,2018,22,5,1,1,11,4,401,4,99,1,24,3,3,5,1,12,999,2,9999,99,1,2,1
7895,2018,22,5,1,1,11,4,401,4,99,1,20,3,3,5,1,12,999,2,9999,99,1,2,1
7896,2018,22,5,1,1,11,4,401,4,99,1,39,6,6,8,1,12,999,2,9999,99,1,2,1
7897,2018,22,12,3,2,11,4,309,3,99,1,32,5,5,7,1,3,999,7,9999,99,1,1,2
7898,2018,22,12,3,2,11,4,309,3,99,1,32,5,5,7,1,3,999,7,9999,99,1,1,2
7899,2018,22,12,3,2,11,4,309,3,99,2,31,5,5,7,1,3,999,7,9999,99,1,2,1
7900,2018,22,12,3,2,11,4,309,3,99,1,12,1,1,3,2,3,999,7,9999,99,1,2,1
7901,2018,22,12,3,2,11,4,309,3,99,2,9,1,1,2,2,3,999,7,9999,99,1,2,1
7902,2018,22,12,3,2,11,4,309,3,99,1,24,3,3,5,1,3,999,7,9999,99,1,2,1
7903,2018,22,12,3,2,11,4,309,3,99,1,28,4,4,6,1,3,999,7,9999,99,1,2,1
7904,2018,22,12,3,2,11,4,309,3,99,1,30,5,5,7,1,3,999,7,9999,99,1,2,1
7905,2018,22,12,3,2,11,4,309,3,99,2,19,2,2,4,1,3,999,7,9999,99,1,2,1
7906,2018,22,12,3,2,11,4,309,3,99,2,24,3,3,5,1,3,999,7,9999,99,1,2,1
7907,2018,22,12,3,2,11,4,309,3,99,2,25,4,4,6,1,3,999,7,9999,99,1,2,1
7908,2018,22,12,3,2,11,4,309,3,99,2,16,2,2,4,2,3,999,7,9999,99,1,2,1
7909,2018,22,12,3,2,11,4,309,3,99,2,24,3,3,5,1,3,999,7,9999,99,1,2,1
7910,2018,22,12,3,2,11,4,309,3,99,2,52,9,9,11,1,3,999,7,9999,99,1,2,1
7911,2018,22,12,3,2,11,4,309,3,99,2,20,3,3,5,1,3,999,7,9999,99,1,2,1
7912,2018,22,12,3,2,11,4,309,3,99,2,21,3,3,5,1,3,999,7,9999,99,1,2,1
7913,2018,22,15,3,2,11,4,101,1,9,2,21,3,3,5,1,4,64,5,2015,5,1,2,1
7914,2018,22,1,1,1,11,4,115,1,99,1,26,4,4,6,1,1,69,1,9999,99,2,1,2
7915,2018,22,18,4,3,11,4,2107,21,99,2,31,5,5,7,1,4,27,5,9999,99,1,2,1
7916,2018,22,15,3,2,11,4,1601,16,99,2,15,2,2,4,2,4,999,99,9999,99,1,2,1
7917,2018,23,6,2,1,11,5,116,1,99,2,38,6,6,8,1,1,28,5,9999,99,1,2,1
7918,2018,23,6,2,1,11,5,115,1,99,2,40,7,7,9,1,5,999,2,9999,99,1,1,2
7919,2018,23,17,3,2,11,5,2214,22,99,2,49,8,8,10,1,1,41,99,9999,99,8,2,1
7920,2018,23,17,3,2,11,5,2214,22,99,1,5,1,1,2,2,1,41,99,9999,99,8,2,1
7921,2018,23,3,1,1,11,5,2001,20,99,1,31,5,5,7,1,3,69,11,9999,99,1,2,1
7922,2018,24,4,1,1,11,6,101,1,1,1,25,4,4,6,1,4,32,2,2016,5,1,2,1
7923,2018,24,4,1,1,11,6,101,1,1,2,23,3,3,5,1,4,32,2,2016,5,1,2,1
7924,2018,24,6,2,1,11,6,1601,16,99,2,34,5,5,7,1,1,48,99,9999,99,1,2,1
7925,2018,24,14,3,2,11,6,502,5,99,2,42,7,7,9,1,4,43,9,9999,99,4,2,1
7926,2018,24,23,4,3,11,6,501,5,99,2,23,3,3,5,1,4,18,3,2018,5,4,2,1
7927,2018,24,15,3,2,11,6,507,5,99,2,23,3,3,5,1,4,6,1,9999,99,4,2,1
7928,2018,24,15,3,2,11,6,507,5,99,2,30,5,5,7,1,4,6,1,9999,99,4,2,1
7929,2018,24,15,3,2,11,6,1901,19,99,1,21,3,3,5,1,2,69,4,9999,99,1,2,1
7930,2018,24,11,2,1,11,6,1803,18,99,1,24,3,3,5,1,3,69,4,9999,99,1,2,1
7931,2018,24,23,4,3,11,6,115,1,99,1,40,7,7,9,1,4,6,1,9999,99,1,1,1
7932,2018,24,9,2,1,11,6,101,1,1,1,25,4,4,6,1,4,2,5,9999,99,1,2,1
7933,2018,25,20,4,3,11,7,103,1,99,1,27,4,4,6,1,1,27,3,9999,99,1,1,2
7934,2018,25,20,4,3,11,7,103,1,99,2,36,6,6,8,1,1,27,3,9999,99,1,2,1
7935,2018,25,20,4,3,11,7,103,1,99,1,34,5,5,7,1,1,27,3,9999,99,1,2,1
7936,2018,25,0,1,1,11,7,101,1,6,1,38,6,6,8,1,4,999,14,9999,99,2,2,1
7937,2018,25,10,2,1,11,7,102,1,99,1,20,3,3,5,1,4,6,1,2018,5,1,2,1
7938,2018,25,1,1,1,11,7,102,1,99,1,35,6,6,8,1,4,32,99,9999,99,1,2,1
7939,2018,25,1,1,1,11,7,102,1,99,1,19,2,2,4,1,4,32,99,9999,99,1,2,1
7940,2018,25,4,1,1,11,7,116,1,99,2,30,5,5,7,1,10,28,2,9999,99,1,1,2
7941,2018,25,1,1,1,11,7,2001,20,99,1,25,4,4,6,1,3,69,99,9999,99,7,2,1
7942,2018,25,10,2,1,11,7,2001,20,99,1,24,3,3,5,1,4,999,17,9999,99,2,2,1
7943,2018,25,10,2,1,11,7,2001,20,99,1,28,4,4,6,1,4,999,17,9999,99,2,2,1
7944,2018,25,20,4,3,11,7,1101,11,99,1,34,5,5,7,1,4,64,14,9999,99,1,2,1
7945,2018,25,19,4,3,11,7,1106,11,99,1,24,3,3,5,1,4,999,99,9999,99,1,2,1
7946,2018,25,19,4,3,11,7,1106,11,99,2,14,1,1,3,2,4,999,99,9999,99,1,2,1
7947,2018,25,19,4,3,11,7,1109,11,99,2,33,5,5,7,1,4,67,5,9999,99,1,2,1
7948,2018,25,19,4,3,11,7,1109,11,99,2,12,1,1,3,2,4,67,5,9999,99,1,2,1
7949,2018,25,19,4,3,11,7,1109,11,99,2,7,1,1,2,2,4,67,5,9999,99,1,2,1
7950,2018,25,17,3,2,11,7,1218,12,99,1,59,10,10,12,1,4,63,3,2015,5,1,2,1
7951,2018,25,12,3,2,11,7,1601,16,99,1,25,4,4,6,1,3,69,4,9999,99,3,2,1
7952,2018,25,12,3,2,11,7,1601,16,99,1,22,3,3,5,1,3,69,4,9999,99,3,2,1
7953,2018,25,12,3,2,11,7,1601,16,99,1,28,4,4,6,1,3,69,4,9999,99,3,2,1
7954,2018,25,2,1,1,11,7,401,4,99,1,25,4,4,6,1,3,69,4,9999,99,1,1,2
7955,2018,25,2,1,1,11,7,401,4,99,1,30,5,5,7,1,3,69,4,9999,99,1,1,2
7956,2018,26,21,4,3,11,1,203,2,99,1,17,2,2,4,2,4,6,5,9999,99,1,2,1
7957,2018,26,21,4,3,11,1,203,2,99,2,18,2,2,4,1,4,6,5,9999,99,1,2,1
7958,2018,26,20,4,3,11,1,1707,17,99,1,25,4,4,6,1,4,999,99,9999,99,1,1,2
7959,2018,26,20,4,3,11,1,1707,17,99,1,23,3,3,5,1,4,999,99,9999,99,1,1,2
7960,2018,26,5,1,1,11,1,501,5,99,1,26,4,4,6,1,4,32,1,9999,99,1,2,1
7961,2018,26,17,3,2,11,1,1601,16,99,1,33,5,5,7,1,4,27,2,9999,99,1,2,1
7962,2018,26,17,3,2,11,1,1601,16,99,1,15,2,2,4,2,4,27,2,9999,99,1,2,1
7963,2018,26,20,4,3,11,1,1804,18,99,1,62,11,11,13,1,5,999,2,1991,3,1,2,1
7964,2018,26,20,4,3,11,1,1804,18,99,1,35,6,6,8,1,5,999,2,1991,3,1,2,1
7965,2018,26,20,4,3,11,1,1804,18,99,2,23,3,3,5,1,5,999,2,1991,3,1,2,1
7966,2018,26,20,4,3,11,1,1804,18,99,1,22,3,3,5,1,5,999,2,1991,3,1,2,1
7967,2018,27,17,3,2,11,2,110,1,99,1,17,2,2,4,2,1,27,4,9999,99,1,1,2
7968,2018,27,16,3,2,11,2,1002,10,99,2,38,6,6,8,1,3,69,2,1993,3,1,2,2
7969,2018,27,16,3,2,11,2,1002,10,99,2,15,2,2,4,2,3,69,2,1993,3,1,2,2
7970,2018,27,16,3,2,11,2,1002,10,99,1,6,1,1,2,2,3,69,2,1993,3,1,2,1
7971,2018,27,14,3,2,11,2,1802,18,99,1,29,4,4,6,1,3,69,1,9999,99,1,2,1
7972,2018,27,14,3,2,11,2,1802,18,99,2,19,2,2,4,1,3,69,1,9999,99,1,2,1
7973,2018,27,14,3,2,11,2,1802,18,99,1,53,9,9,11,1,3,69,1,9999,99,1,2,1
7974,2018,27,14,3,2,11,2,1802,18,99,1,17,2,2,4,2,3,69,1,9999,99,1,2,1
7975,2018,27,14,3,2,11,2,1802,18,99,1,21,3,3,5,1,3,69,1,9999,99,1,2,1
7976,2018,27,14,3,2,11,2,1802,18,99,1,14,1,1,3,2,3,69,1,9999,99,1,2,1
7977,2018,27,14,3,2,11,2,1802,18,99,1,17,2,2,4,2,3,69,1,9999,99,1,2,1
7978,2018,27,14,3,2,11,2,1802,18,99,2,40,7,7,9,1,3,69,1,9999,99,1,2,1
7979,2018,27,14,3,2,11,2,1802,18,99,1,26,4,4,6,1,3,69,1,9999,99,1,2,1
7980,2018,27,14,3,2,11,2,1802,18,99,1,23,3,3,5,1,3,69,1,9999,99,1,2,1
7981,2018,27,14,3,2,11,2,1802,18,99,2,23,3,3,5,1,3,69,1,9999,99,1,2,1
7982,2018,27,14,3,2,11,2,1802,18,99,1,18,2,2,4,1,3,69,1,9999,99,1,2,1
7983,2018,27,14,3,2,11,2,1802,18,99,1,29,4,4,6,1,3,69,1,9999,99,1,2,1
7984,2018,27,18,4,3,11,2,101,1,8,1,30,5,5,7,1,4,27,4,9999,99,1,2,1
7985,2018,27,12,3,2,11,2,101,1,12,1,20,3,3,5,1,4,27,4,9999,99,1,2,1
7986,2018,27,16,3,2,11,2,1001,10,99,1,30,5,5,7,1,4,27,4,9999,99,1,2,1
7987,2018,27,9,2,1,11,2,201,2,99,1,23,3,3,5,1,4,999,1,9999,99,1,2,1
7988,2018,27,9,2,1,11,2,201,2,99,2,10,1,1,3,2,4,999,1,9999,99,1,2,1
7989,2018,27,9,2,1,11,2,201,2,99,2,32,5,5,7,1,4,999,1,9999,99,1,2,1
7990,2018,27,8,2,1,11,2,101,1,4,2,45,8,8,10,1,1,10,2,1998,3,2,2,1
7991,2018,28,11,2,1,11,3,1409,14,99,1,21,3,3,5,1,4,6,1,2015,5,1,1,2
7992,2018,28,23,4,3,11,3,301,3,99,2,47,8,8,10,1,1,67,4,2012,5,1,1,2
7993,2018,28,22,4,3,11,3,101,1,6,1,19,2,2,4,1,4,6,2,9999,99,1,2,1
7994,2018,28,22,4,3,11,3,101,1,6,2,21,3,3,5,1,4,6,2,9999,99,1,2,1
7995,2018,28,22,4,3,11,3,101,1,6,1,21,3,3,5,1,4,6,2,9999,99,1,1,1
7996,2018,28,22,4,3,11,3,110,1,99,1,42,7,7,9,1,4,6,5,9999,99,1,2,1
7997,2018,28,7,2,1,11,3,901,9,99,1,33,5,5,7,1,4,6,5,9999,99,1,2,1
7998,2018,28,14,3,2,11,3,801,8,99,1,34,5,5,7,1,3,10,6,9999,99,1,2,1
7999,2018,28,14,3,2,11,3,801,8,99,2,25,4,4,6,1,3,10,6,9999,99,1,2,1
8000,2018,28,14,3,2,11,3,801,8,99,1,62,11,11,13,1,3,10,6,9999,99,1,2,1
8001,2018,28,14,3,2,11,3,801,8,99,2,4,1,1,1,2,3,10,6,9999,99,1,2,1
8002,2018,28,14,3,2,11,3,801,8,99,1,1,1,1,1,2,3,10,6,9999,99,1,2,1
8003,2018,28,14,3,2,11,3,801,8,99,1,2,1,1,1,2,3,10,6,9999,99,1,2,1
8004,2018,28,14,3,2,11,3,801,8,99,1,36,6,6,8,1,3,10,6,9999,99,1,2,1
8005,2018,28,14,3,2,11,3,801,8,99,2,30,5,5,7,1,3,10,6,9999,99,1,2,1
8006,2018,28,14,3,2,11,3,801,8,99,2,30,5,5,7,1,3,10,6,9999,99,1,2,1
8007,2018,28,14,3,2,11,3,801,8,99,1,18,2,2,4,1,3,10,6,9999,99,1,2,1
8008,2018,28,14,3,2,11,3,801,8,99,1,22,3,3,5,1,3,10,6,9999,99,1,2,1
8009,2018,28,14,3,2,11,3,801,8,99,2,29,4,4,6,1,3,10,6,9999,99,1,2,1
8010,2018,28,14,3,2,11,3,801,8,99,1,29,4,4,6,1,3,10,6,9999,99,1,2,1
8011,2018,28,14,3,2,11,3,801,8,99,2,58,10,10,12,1,3,10,6,9999,99,1,2,1
8012,2018,28,14,3,2,11,3,801,8,99,2,37,6,6,8,1,3,10,6,9999,99,1,2,1
8013,2018,28,12,3,2,11,3,501,5,99,1,43,7,7,9,1,4,18,5,9999,99,1,1,2
8014,2018,29,13,3,2,11,4,101,1,11,1,30,5,5,7,1,4,67,5,9999,99,1,1,2
8015,2018,29,21,4,3,11,4,101,1,7,1,35,6,6,8,1,4,6,1,9999,99,1,1,2
8016,2018,29,9,2,1,11,4,108,1,99,1,27,4,4,6,1,4,25,1,9999,99,1,2,1
8017,2018,29,1,1,1,11,4,108,1,99,1,30,5,5,7,1,4,6,5,9999,99,1,2,1
8018,2018,29,1,1,1,11,4,601,6,99,1,29,4,4,6,1,1,69,3,1994,3,1,1,2
8019,2018,29,7,2,1,11,4,1103,11,99,1,23,3,3,5,1,4,163,5,2018,5,1,2,1
8020,2018,29,1,1,1,11,4,1203,12,99,1,18,2,2,4,1,1,69,4,2007,4,1,2,1
8021,2018,29,10,2,1,11,4,1217,12,99,2,20,3,3,5,1,4,6,5,9999,99,1,2,1
8022,2018,29,20,4,3,11,4,1601,16,99,1,20,3,3,5,1,4,999,5,9999,99,1,2,1
8023,2018,29,20,4,3,11,4,1601,16,99,1,26,4,4,6,1,4,999,5,9999,99,1,1,2
8024,2018,29,12,3,2,11,4,1608,16,99,1,17,2,2,4,2,3,69,5,1989,2,3,2,1
8025,2018,29,12,3,2,11,4,1608,16,99,1,76,14,11,16,1,3,69,5,1989,2,3,1,2
8026,2018,29,12,3,2,11,4,1608,16,99,1,45,8,8,10,1,3,69,5,1989,2,3,2,1
8027,2018,29,12,3,2,11,4,1608,16,99,2,38,6,6,8,1,3,69,5,1989,2,3,2,1
8028,2018,29,12,3,2,11,4,1608,16,99,1,26,4,4,6,1,3,69,5,1989,2,3,2,1
8029,2018,29,12,3,2,11,4,1608,16,99,2,37,6,6,8,1,3,69,5,1989,2,3,2,1
8030,2018,29,12,3,2,11,4,1608,16,99,1,68,12,11,14,1,3,69,5,1989,2,3,2,1
8031,2018,29,19,4,3,11,4,207,2,99,1,23,3,3,5,1,4,54,5,9999,99,2,1,2
8032,2018,29,20,4,3,11,4,1804,18,99,1,999,16,12,18,1,4,999,99,9999,99,1,1,2
8033,2018,29,20,4,3,11,4,1804,18,99,1,19,2,2,4,1,4,999,99,9999,99,1,2,1
8034,2018,29,15,3,2,11,4,701,7,99,1,28,4,4,6,1,3,69,3,1979,1,3,2,1
8035,2018,30,19,4,3,11,5,101,1,3,1,21,3,3,5,1,4,67,1,9999,99,1,2,1
8036,2018,30,0,1,1,11,5,101,1,12,1,26,4,4,6,1,4,999,99,9999,99,1,2,1
8037,2018,30,0,1,1,11,5,101,1,12,1,34,5,5,7,1,4,999,99,9999,99,1,2,2
8038,2018,30,0,1,1,11,5,101,1,12,1,999,16,12,18,1,4,999,99,9999,99,1,2,1
8039,2018,30,19,4,3,11,5,101,1,7,1,32,5,5,7,1,4,6,5,9999,99,6,2,1
8040,2018,30,19,4,3,11,5,101,1,12,1,30,5,5,7,1,4,6,5,9999,99,1,2,1
8041,2018,30,20,4,3,11,5,101,1,7,1,30,5,5,7,1,4,6,3,9999,99,6,2,1
8042,2018,30,13,3,2,11,5,115,1,99,1,999,16,12,18,1,4,27,1,2012,5,1,2,1
8043,2018,30,22,4,3,11,5,101,1,19,1,30,5,5,7,1,4,6,1,9999,99,1,2,1
8044,2018,30,11,2,1,11,5,501,5,99,1,32,5,5,7,1,4,76,5,2016,5,1,2,1
8045,2018,30,19,4,3,11,5,602,6,99,1,20,3,3,5,1,4,2,1,9999,99,1,2,1
8046,2018,30,7,2,1,11,5,1002,10,99,1,35,6,6,8,1,4,27,5,2010,5,1,2,1
8047,2018,30,0,1,1,11,5,1105,11,99,1,44,7,7,9,1,1,69,2,9999,99,1,1,2
8048,2018,30,1,1,1,11,5,1504,15,99,2,23,3,3,5,1,3,69,1,9999,99,3,1,2
