﻿núm_corre,año_ocu,día_ocu,hora_ocu,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,g_hora
123,2022,5,18,Noche,Enero,Miercoles,Alta Verapaz,Cobán,Ignorado,Hombre,45,45-49,45-49,45 - 49,No Ebrio,Mayor,Automóvil,Toyota,Negro,Ignorado,Ignorado,Colisión,4
124,2022,5,18,Noche,Enero,Miercoles,Alta Verapaz,Cobán,Ignorado,Hombre,21,20-24,20-24,20 - 24,No Ebrio,Mayor,Motocicleta,Movesa,Negro,Ignorado,Ignorado,Colisión,4
125,2022,5,18,Noche,Enero,Miercoles,Alta Verapaz,Tactic,Ignorado,Mujer,36,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Hero Hunk,Rojo,Ignorado,Ignorado,Derrape,4
126,2022,5,4,Mañana,Enero,Miercoles,Quiché,Chicamán,Ignorado,Hombre,19,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Choque,1
127,2022,5,18,Noche,Enero,Miercoles,Chimaltenango,Patzicía,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camión,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
128,2022,5,18,Noche,Enero,Miercoles,Chimaltenango,Patzicía,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Suzuki,Azul,Ignorado,Ignorado,Colisión,4
129,2022,6,18,Noche,Enero,Jueves,Guatemala,Guatemala,18,Hombre,36,35-39,35-39,35 - 39,Ebrio,Mayor,Automóvil,Hyundai,Blanco,2015,2010-2019,Colisión,4
130,2022,6,18,Noche,Enero,Jueves,Guatemala,Guatemala,18,Hombre,46,45-49,45-49,45 - 49,Ignorado,Mayor,Motocicleta,Suzuki,Negro,2007,2000-2009,Colisión,4
131,2022,6,7,Mañana,Enero,Jueves,Guatemala,Guatemala,12,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camioneta,Hyundai,Negro,2006,2000-2009,Colisión,2
132,2022,6,7,Mañana,Enero,Jueves,Guatemala,Guatemala,12,Hombre,54,50-54,50-54,50 - 54,Ignorado,Mayor,Camión,Hino,Blanco,2018,2010-2019,Colisión,2
133,2022,6,8,Mañana,Enero,Jueves,Guatemala,Guatemala,21,Hombre,18,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
134,2022,6,8,Mañana,Enero,Jueves,Guatemala,Guatemala,21,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
135,2022,6,7,Mañana,Enero,Jueves,Guatemala,Villa Nueva,3,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Bajaj,Negro,2012,2010-2019,Colisión,2
136,2022,6,7,Mañana,Enero,Jueves,Guatemala,Villa Nueva,3,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Asia Hero,Negro,2021,2020-2029,Colisión,2
137,2022,6,20,Noche,Enero,Jueves,Jutiapa,Jutiapa,Ignorado,Hombre,45,45-49,45-49,45 - 49,Ignorado,Mayor,Camión,Internacional,Blanco,Ignorado,Ignorado,Colisión,4
138,2022,6,20,Noche,Enero,Jueves,Jutiapa,Jutiapa,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Italika,Rojo,2022,2020-2029,Colisión,4
139,2022,6,10,Mañana,Enero,Jueves,Chiquimula,Chiquimula,Ignorado,Hombre,55,55-59,55-59,55 - 59,Ignorado,Mayor,Pick up,Toyota,Rojo,Ignorado,Ignorado,Colisión,2
140,2022,6,10,Mañana,Enero,Jueves,Chiquimula,Chiquimula,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camión,Ignorado,Blanco,Ignorado,Ignorado,Colisión,2
141,2022,6,6,Mañana,Enero,Jueves,Santa Rosa,Cuilapa,Ignorado,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Bajaj,Azul,2018,2010-2019,Derrape,2
142,2022,6,17,Tarde,Enero,Jueves,Suchitepéquez,San Pablo Jocopilas,Ignorado,Hombre,51,50-54,50-54,50 - 54,Ignorado,Mayor,Pick up,Mazda,Gris,2013,2010-2019,Colisión,3
143,2022,6,17,Tarde,Enero,Jueves,Suchitepéquez,San Pablo Jocopilas,Ignorado,Hombre,59,55-59,55-59,55 - 59,No Ebrio,Mayor,Motocicleta,Honda,Anaranjado,2022,2020-2029,Colisión,3
144,2022,6,15,Tarde,Enero,Jueves,Izabal,Los Amates,Ignorado,Mujer,25,25-29,25-29,25 - 29,Ignorado,Mayor,Pick up,Toyota,Gris,Ignorado,Ignorado,Colisión,3
145,2022,6,15,Tarde,Enero,Jueves,Izabal,Los Amates,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camión,Ignorado,Rojo,Ignorado,Ignorado,Colisión,3
146,2022,6,0,Mañana,Enero,Jueves,Sacatepéquez,Antigua Guatemala,Ignorado,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Toyota,Gris,Ignorado,Ignorado,Choque,1
147,2022,6,17,Tarde,Enero,Jueves,Sacatepéquez,Ciudad Vieja,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Suzuki,Ignorado,Ignorado,Ignorado,Colisión,3
148,2022,6,17,Tarde,Enero,Jueves,Sacatepéquez,Ciudad Vieja,Ignorado,Hombre,46,45-49,45-49,45 - 49,Ignorado,Mayor,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Colisión,3
149,2022,7,6,Mañana,Enero,Viernes,Guatemala,Guatemala,1,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Honda,Blanco,2012,2010-2019,Colisión,2
150,2022,7,6,Mañana,Enero,Viernes,Guatemala,Guatemala,1,Hombre,46,45-49,45-49,45 - 49,Ignorado,Mayor,Motocicleta,Italika,Rojo,2021,2020-2029,Colisión,2
151,2022,7,6,Mañana,Enero,Viernes,Guatemala,Guatemala,18,Mujer,34,30-34,30-34,30 - 34,Ignorado,Mayor,Camioneta,Honda,Negro,2008,2000-2009,Colisión,2
152,2022,7,6,Mañana,Enero,Viernes,Guatemala,Guatemala,18,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Hero Hunk,Negro,2014,2010-2019,Colisión,2
153,2022,7,10,Mañana,Enero,Viernes,Guatemala,Guatemala,10,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Automóvil,Volkswagen,Beige,2012,2010-2019,Colisión,2
154,2022,7,10,Mañana,Enero,Viernes,Guatemala,Guatemala,10,Hombre,65,65-69,60 y más,65 - 69,Ignorado,Mayor,Motocicleta,Suzuki,Negro,2012,2010-2019,Colisión,2
155,2022,7,23,Noche,Enero,Viernes,Guatemala,Guatemala,16,Mujer,23,20-24,20-24,20 - 24,No Ebrio,Mayor,Camioneta,Honda,Azul,2012,2010-2019,Colisión,4
156,2022,7,23,Noche,Enero,Viernes,Guatemala,Guatemala,16,Hombre,46,45-49,45-49,45 - 49,Ignorado,Mayor,Motocicleta,Yamaha,Azul,2007,2000-2009,Colisión,4
157,2022,7,21,Noche,Enero,Viernes,Guatemala,Guatemala,10,Hombre,18,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Serpento,Negro,Ignorado,Ignorado,Colisión,4
158,2022,7,21,Noche,Enero,Viernes,Guatemala,Guatemala,10,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Automóvil,Audi,Gris,Ignorado,Ignorado,Colisión,4
159,2022,7,17,Tarde,Enero,Viernes,Zacapa,Usumatlán,Ignorado,Hombre,58,55-59,55-59,55 - 59,Ignorado,Mayor,Pick up,Ignorado,Ignorado,1993,1990-1999,Choque,3
160,2022,7,10,Mañana,Enero,Viernes,Escuintla,Escuintla,Ignorado,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Camión,Hino,Blanco,Ignorado,Ignorado,Vuelco,2
161,2022,7,0,Mañana,Enero,Viernes,Santa Rosa,Guazacapán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Panel,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
162,2022,7,0,Mañana,Enero,Viernes,Santa Rosa,Guazacapán,Ignorado,Hombre,18,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Yamaha,Azul,Ignorado,Ignorado,Colisión,1
163,2022,7,5,Mañana,Enero,Viernes,Santa Rosa,Cuilapa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
164,2022,7,5,Mañana,Enero,Viernes,Santa Rosa,Cuilapa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Suzuki,Gris,Ignorado,Ignorado,Colisión,1
165,2022,7,22,Noche,Enero,Viernes,Suchitepéquez,Mazatenango,Ignorado,Hombre,57,55-59,55-59,55 - 59,Ebrio,Mayor,Automóvil,Toyota,Azul,Ignorado,Ignorado,Colisión,4
166,2022,7,22,Noche,Enero,Viernes,Suchitepéquez,Mazatenango,Ignorado,Hombre,31,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisión,4
167,2022,7,3,Mañana,Enero,Viernes,Quetzaltenango,Quetzaltenango,3,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Derrape,1
168,2022,7,6,Mañana,Enero,Viernes,San Marcos,Catarina,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Toyota,Negro,Ignorado,Ignorado,Colisión,2
169,2022,7,6,Mañana,Enero,Viernes,San Marcos,Catarina,Ignorado,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Automóvil,Mazda,Beige,Ignorado,Ignorado,Colisión,2
170,2022,7,20,Noche,Enero,Viernes,Huehuetenango,Huehuetenango,Ignorado,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Pick up,Toyota,Azul,1995,1990-1999,Vuelco,4
171,2022,7,12,Tarde,Enero,Viernes,Totonicapán,Santa María Chiquimula,Ignorado,Hombre,32,30-34,30-34,30 - 34,Ebrio,Mayor,Automóvil,Ford,Ignorado,1989,1980-1989,Choque,3
172,2022,7,0,Mañana,Enero,Viernes,Alta Verapaz,Fray Bartolomé de las Casas,Ignorado,Hombre,40,40-44,40-44,40 - 44,Ebrio,Mayor,Camioneta,Ignorado,Rojo,Ignorado,Ignorado,Colisión,1
173,2022,7,0,Mañana,Enero,Viernes,Alta Verapaz,Fray Bartolomé de las Casas,Ignorado,Hombre,42,40-44,40-44,40 - 44,Ebrio,Mayor,Motocicleta,Movesa,Rojo,2011,2010-2019,Colisión,1
174,2022,7,7,Mañana,Enero,Viernes,El Progreso,Sanarate,Ignorado,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Honda,Verde,Ignorado,Ignorado,Vuelco,2
175,2022,7,0,Mañana,Enero,Viernes,Izabal,Puerto Barrios,Ignorado,Hombre,45,45-49,45-49,45 - 49,Ignorado,Mayor,Cabezal,Freightliner,Rojo,1998,1990-1999,Colisión,1
176,2022,7,0,Mañana,Enero,Viernes,Izabal,Puerto Barrios,Ignorado,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Pick up,Mitsubishi,Azul,Ignorado,Ignorado,Colisión,1
177,2022,7,15,Tarde,Enero,Viernes,Petén,Poptún,Ignorado,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Camión,Isuzu,Blanco,2017,2010-2019,Colisión,3
178,2022,7,15,Tarde,Enero,Viernes,Petén,Poptún,Ignorado,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Pick up,Toyota,Gris,2020,2020-2029,Colisión,3
179,2022,7,11,Mañana,Enero,Viernes,Chimaltenango,El Tejar,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camioneta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
180,2022,7,11,Mañana,Enero,Viernes,Chimaltenango,El Tejar,Ignorado,Mujer,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Italika,Rojo,2017,2010-2019,Colisión,2
181,2022,8,14,Tarde,Enero,Sabado,Guatemala,Guatemala,18,Hombre,41,40-44,40-44,40 - 44,Ignorado,Mayor,Cabezal,Freightliner,Blanco,2002,2000-2009,Colisión,3
182,2022,8,14,Tarde,Enero,Sabado,Guatemala,Guatemala,18,Hombre,37,35-39,35-39,35 - 39,Ignorado,Mayor,Cabezal,Volvo,Gris,1998,1990-1999,Colisión,3
183,2022,8,17,Tarde,Enero,Sabado,Guatemala,Palencia,Ignorado,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Suzuki,Rojo,Ignorado,Ignorado,Derrape,3
184,2022,8,7,Mañana,Enero,Sabado,Guatemala,Guatemala,10,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Pick up,Toyota,Negro,2022,2020-2029,Colisión,2
185,2022,8,7,Mañana,Enero,Sabado,Guatemala,Guatemala,10,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Otros,Azul,Ignorado,Ignorado,Colisión,2
186,2022,8,15,Tarde,Enero,Sabado,Guatemala,Guatemala,7,Hombre,44,40-44,40-44,40 - 44,Ignorado,Mayor,Pick up,Nissan,Rojo,1990,1990-1999,Colisión,3
187,2022,8,15,Tarde,Enero,Sabado,Guatemala,Guatemala,7,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Honda,Ignorado,2021,2020-2029,Colisión,3
188,2022,8,7,Mañana,Enero,Sabado,Guatemala,Villa Canales,3,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Colisión,2
189,2022,8,7,Mañana,Enero,Sabado,Guatemala,Villa Canales,3,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión,2
190,2022,8,11,Mañana,Enero,Sabado,Guatemala,Villa Nueva,6,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
191,2022,8,11,Mañana,Enero,Sabado,Guatemala,Villa Nueva,6,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
192,2022,8,20,Noche,Enero,Sabado,Guatemala,Mixco,8,Mujer,53,50-54,50-54,50 - 54,Ignorado,Mayor,Camioneta,Honda,Gris,2013,2010-2019,Colisión,4
193,2022,8,20,Noche,Enero,Sabado,Guatemala,Mixco,8,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,TVS Apache,Rojo,2018,2010-2019,Colisión,4
194,2022,8,21,Noche,Enero,Sabado,Guatemala,Mixco,10,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Suzuki,Negro,2021,2020-2029,Colisión,4
195,2022,8,21,Noche,Enero,Sabado,Guatemala,Mixco,10,Mujer,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión,4
196,2022,8,18,Noche,Enero,Sabado,Guatemala,Mixco,8,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
197,2022,8,18,Noche,Enero,Sabado,Guatemala,Mixco,8,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
198,2022,8,0,Mañana,Enero,Sabado,Jutiapa,San José Acatempa,Ignorado,Hombre,57,55-59,55-59,55 - 59,Ignorado,Mayor,Camión,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
199,2022,8,0,Mañana,Enero,Sabado,Jutiapa,San José Acatempa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
200,2022,8,14,Tarde,Enero,Sabado,Jutiapa,Asunción Mita,Ignorado,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Pick up,Toyota,Gris,Ignorado,Ignorado,Colisión,3
201,2022,8,14,Tarde,Enero,Sabado,Jutiapa,Asunción Mita,Ignorado,Hombre,14,Menor de 15,Menor de 15,10 - 14,Ignorado,Menor,Motocicleta,Suzuki,Azul,Ignorado,Ignorado,Colisión,3
202,2022,8,22,Noche,Enero,Sabado,San Marcos,Tejutla,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camión,Mercedes Benz,Blanco,Ignorado,Ignorado,Colisión,4
203,2022,8,22,Noche,Enero,Sabado,San Marcos,Tejutla,Ignorado,Hombre,35,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Suzuki,Corinto,Ignorado,Ignorado,Colisión,4
204,2022,8,13,Tarde,Enero,Sabado,Totonicapán,San Cristóbal Totonicapán,Ignorado,Hombre,84,80 y más,60 y más,80 o más,Ignorado,Mayor,Microbús,Toyota,Verde,Ignorado,Ignorado,Colisión,3
205,2022,8,13,Tarde,Enero,Sabado,Totonicapán,San Cristóbal Totonicapán,Ignorado,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Colisión,3
206,2022,8,2,Mañana,Enero,Sabado,Baja Verapaz,Salamá,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Derrape,1
207,2022,8,19,Noche,Enero,Sabado,Baja Verapaz,San Jerónimo,Ignorado,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Pick up,Ignorado,Beige,Ignorado,Ignorado,Colisión,4
208,2022,8,19,Noche,Enero,Sabado,Baja Verapaz,San Jerónimo,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Freedom,Gris,Ignorado,Ignorado,Colisión,4
209,2022,8,17,Tarde,Enero,Sabado,Chimaltenango,Chimaltenango,1,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Rojo,2010,2010-2019,Derrape,3
210,2022,8,23,Noche,Enero,Sabado,Sacatepéquez,San Bartolomé Milpas Altas,Ignorado,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Pick up,Nissan,Blanco,Ignorado,Ignorado,Colisión,4
211,2022,8,23,Noche,Enero,Sabado,Sacatepéquez,San Bartolomé Milpas Altas,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Pick up,Mazda,Negro,1987,1980-1989,Colisión,4
212,2022,8,23,Noche,Enero,Sabado,Sacatepéquez,Antigua Guatemala,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
213,2022,8,23,Noche,Enero,Sabado,Sacatepéquez,Antigua Guatemala,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
214,2022,9,0,Mañana,Enero,Domingo,Guatemala,Guatemala,10,Hombre,39,35-39,35-39,35 - 39,Ignorado,Mayor,Microbús,Mazda,Azul,2012,2010-2019,Choque,1
215,2022,9,6,Mañana,Enero,Domingo,Guatemala,Fraijanes,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,TVS Apache,Azul,Ignorado,Ignorado,Derrape,2
216,2022,9,3,Mañana,Enero,Domingo,Guatemala,Guatemala,7,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Derrape,1
217,2022,9,16,Tarde,Enero,Domingo,Guatemala,Guatemala,5,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Yamaha,Corinto,Ignorado,Ignorado,Derrape,3
218,2022,9,20,Noche,Enero,Domingo,Guatemala,Guatemala,25,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Suzuki,Azul,2017,2010-2019,Derrape,4
219,2022,9,18,Noche,Enero,Domingo,Zacapa,Zacapa,Ignorado,Hombre,39,35-39,35-39,35 - 39,Ignorado,Mayor,Pick up,Isuzu,Gris,Ignorado,Ignorado,Colisión,4
220,2022,9,18,Noche,Enero,Domingo,Zacapa,Zacapa,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Camioneta,Toyota,Ignorado,Ignorado,Ignorado,Colisión,4
221,2022,9,8,Mañana,Enero,Domingo,Izabal,Morales,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
222,2022,9,8,Mañana,Enero,Domingo,Izabal,Morales,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Colisión,2
223,2022,9,18,Noche,Enero,Domingo,Quiché,Sacapulas,Ignorado,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Microbús,Toyota,Blanco,2006,2000-2009,Colisión,4
224,2022,9,18,Noche,Enero,Domingo,Quiché,Sacapulas,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Bajaj,Rojo,2016,2010-2019,Colisión,4
225,2022,9,0,Mañana,Enero,Domingo,Santa Rosa,Cuilapa,Ignorado,Hombre,44,40-44,40-44,40 - 44,Ebrio,Mayor,Automóvil,Hyundai,Amarillo,2007,2000-2009,Colisión,1
226,2022,9,0,Mañana,Enero,Domingo,Santa Rosa,Cuilapa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Chevrolet,Amarillo,2006,2000-2009,Colisión,1
227,2022,9,0,Mañana,Enero,Domingo,Santa Rosa,Cuilapa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Yamaha,Gris,2015,2010-2019,Colisión,1
228,2022,9,1,Mañana,Enero,Domingo,Santa Rosa,Santa Cruz el Naranjo,Ignorado,Hombre,48,45-49,45-49,45 - 49,Ignorado,Mayor,Motocicleta,Jialing,Negro,Ignorado,Ignorado,Derrape,1
229,2022,9,1,Mañana,Enero,Domingo,Retalhuleu,Nuevo San Carlos,Ignorado,Hombre,31,30-34,30-34,30 - 34,Ebrio,Mayor,Automóvil,Mitsubishi,Gris,Ignorado,Ignorado,Colisión,1
230,2022,9,1,Mañana,Enero,Domingo,Retalhuleu,Nuevo San Carlos,Ignorado,Hombre,38,35-39,35-39,35 - 39,Ignorado,Mayor,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
231,2022,9,0,Mañana,Enero,Domingo,Alta Verapaz,San Juan Chamelco,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ebrio,Mayor,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Colisión,1
232,2022,9,0,Mañana,Enero,Domingo,Alta Verapaz,San Juan Chamelco,Ignorado,Hombre,43,40-44,40-44,40 - 44,Ignorado,Mayor,Pick up,Toyota,Blanco,2022,2020-2029,Colisión,1
233,2022,9,21,Noche,Enero,Domingo,Guatemala,Guatemala,6,Hombre,24,20-24,20-24,20 - 24,Ebrio,Mayor,Automóvil,Mazda,Beige,2000,2000-2009,Colisión,4
234,2022,9,21,Noche,Enero,Domingo,Guatemala,Guatemala,6,Mujer,38,35-39,35-39,35 - 39,Ignorado,Mayor,Automóvil,Toyota,Amarillo,2003,2000-2009,Colisión,4
235,2022,9,23,Noche,Enero,Domingo,Guatemala,Fraijanes,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
236,2022,9,2,Mañana,Enero,Domingo,Santa Rosa,Barberena,Ignorado,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,1
237,2022,9,23,Noche,Enero,Domingo,Guatemala,Guatemala,12,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Vuelco,4
238,2022,9,17,Tarde,Enero,Domingo,Guatemala,Santa Catarina Pinula,5,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,3
239,2022,9,2,Mañana,Enero,Domingo,Santa Rosa,Barberena,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Pick up,Toyota,Blanco,Ignorado,Ignorado,Choque,1
240,2022,10,12,Tarde,Enero,Lunes,Guatemala,Guatemala,5,Hombre,31,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión,3
241,2022,10,12,Tarde,Enero,Lunes,Guatemala,Guatemala,5,Hombre,38,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Freedom,Gris,Ignorado,Ignorado,Colisión,3
242,2022,10,0,Mañana,Enero,Lunes,Guatemala,Amatitlán,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ebrio,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Choque,1
243,2022,10,6,Mañana,Enero,Lunes,Guatemala,Amatitlán,4,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Panel,Mercedes Benz,Blanco,2000,2000-2009,Colisión,2
244,2022,10,6,Mañana,Enero,Lunes,Guatemala,Amatitlán,4,Hombre,24,20-24,20-24,20 - 24,Ebrio,Mayor,Motocicleta,Bajaj,Negro,2016,2010-2019,Colisión,2
245,2022,10,16,Tarde,Enero,Lunes,Guatemala,Amatitlán,Ignorado,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
246,2022,10,16,Tarde,Enero,Lunes,Guatemala,Amatitlán,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
247,2022,10,15,Tarde,Enero,Lunes,Guatemala,Mixco,6,Mujer,21,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Mazda,Negro,Ignorado,Ignorado,Colisión,3
248,2022,10,15,Tarde,Enero,Lunes,Guatemala,Mixco,6,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Suzuki,Rojo,Ignorado,Ignorado,Colisión,3
