﻿núm_corre,año_ocu,día_ocu,hora_ocu,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,g_hora
2001,2022,24,18,Noche,Febrero,Jueves,Guatemala,Mixco,1,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Otros,Rojo,2020,2020-2029,Atropello,4
2002,2022,25,15,Tarde,Febrero,Viernes,Guatemala,Guatemala,6,Hombre,45,45-49,45-49,45 - 49,Ignorado,Mayor,Bus urbano,Otros,Azul,Ignorado,Ignorado,Atropello,3
2003,2022,25,15,Tarde,Febrero,Viernes,Guatemala,Mixco,11,Hombre,17,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Italika,Rojo,2018,2010-2019,Atropello,3
2004,2022,25,22,Noche,Febrero,Viernes,Guatemala,Guatemala,19,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
2005,2022,25,6,Mañana,Febrero,Viernes,Huehuetenango,Huehuetenango,5,Hombre,31,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Italika,Azul,2021,2020-2029,Atropello,2
2006,2022,26,7,Mañana,Febrero,Sabado,Guatemala,Guatemala,9,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Rojo,2013,2010-2019,Atropello,2
2007,2022,26,15,Tarde,Febrero,Sabado,Guatemala,Guatemala,9,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Serpento,Negro,2017,2010-2019,Atropello,3
2008,2022,26,23,Noche,Febrero,Sabado,Guatemala,Guatemala,13,Hombre,34,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Serpento,Rojo,2021,2020-2029,Atropello,4
2009,2022,26,0,Mañana,Febrero,Sabado,Guatemala,Guatemala,11,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camión,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
2010,2022,26,21,Noche,Febrero,Sabado,Guatemala,Guatemala,12,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Ignorado,Azul,Ignorado,Ignorado,Atropello,4
2011,2022,26,21,Noche,Febrero,Sabado,Guatemala,Guatemala,12,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
2012,2022,26,20,Noche,Febrero,Sabado,Escuintla,Escuintla,1,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Ignorado,Rojo,Ignorado,Ignorado,Atropello,4
2013,2022,26,14,Tarde,Febrero,Sabado,Alta Verapaz,Cobán,11,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Pick up,Nissan,Gris,2021,2020-2029,Atropello,3
2014,2022,27,17,Tarde,Febrero,Domingo,Guatemala,Chinautla,Ignorado,Hombre,18,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Hero Hunk,Blanco,Ignorado,Ignorado,Atropello,3
2015,2022,27,21,Noche,Febrero,Domingo,Guatemala,Guatemala,18,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
2016,2022,27,18,Noche,Febrero,Domingo,Guatemala,Palencia,Ignorado,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
2017,2022,27,23,Noche,Febrero,Domingo,Guatemala,San José Pinula,Ignorado,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
2018,2022,27,20,Noche,Febrero,Domingo,Guatemala,Villa Nueva,4,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Atropello,4
2019,2022,27,23,Noche,Febrero,Domingo,Guatemala,Mixco,4,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
2020,2022,27,13,Tarde,Febrero,Domingo,Guatemala,Villa Nueva,8,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Azul,Ignorado,Ignorado,Atropello,3
2021,2022,27,11,Mañana,Febrero,Domingo,Guatemala,Mixco,6,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
2022,2022,27,11,Mañana,Febrero,Domingo,Retalhuleu,El Asintal,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Moto taxi,Bajaj,Rojo,2010,2010-2019,Atropello,2
2023,2022,27,23,Noche,Febrero,Domingo,Izabal,Morales,Ignorado,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
2024,2022,27,19,Noche,Febrero,Domingo,Santa Rosa,Guazacapán,Ignorado,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
2025,2022,28,20,Noche,Febrero,Lunes,Guatemala,Villa Nueva,12,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Yamaha,Rojo,2018,2010-2019,Atropello,4
2026,2022,28,21,Noche,Febrero,Lunes,Guatemala,Villa Canales,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
2027,2022,28,15,Tarde,Febrero,Lunes,Escuintla,Nueva Concepción,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
2028,2022,28,19,Noche,Febrero,Lunes,Petén,San José,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Ignorado,Negro,Ignorado,Ignorado,Atropello,4
2029,2022,28,14,Tarde,Febrero,Lunes,Sacatepéquez,Antigua Guatemala,Ignorado,Hombre,37,35-39,35-39,35 - 39,Ebrio,Mayor,Moto taxi,Bajaj,Azul,2021,2020-2029,Atropello,3
2030,2022,28,5,Mañana,Febrero,Lunes,Sacatepéquez,Santiago Sacatepéquez,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
2031,2022,1,2,Mañana,Marzo,Martes,Guatemala,Guatemala,12,Hombre,25,25-29,25-29,25 - 29,No Ebrio,Mayor,Automóvil,Mazda,Negro,2006,2000-2009,Choque,1
2032,2022,1,22,Noche,Marzo,Martes,Guatemala,Guatemala,11,Hombre,19,15-19,15-19,15 - 19,Ignorado,Mayor,Automóvil,Mercedes Benz,Café,1984,1980-1989,Colisión,4
2033,2022,1,22,Noche,Marzo,Martes,Guatemala,Guatemala,11,Hombre,17,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión,4
2034,2022,1,7,Mañana,Marzo,Martes,Guatemala,Villa Canales,3,Hombre,46,45-49,45-49,45 - 49,No Ebrio,Mayor,Motocicleta,Haojue,Rojo,Ignorado,Ignorado,Colisión,2
2035,2022,1,7,Mañana,Marzo,Martes,Guatemala,Villa Canales,3,Mujer,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisión,2
2036,2022,1,18,Noche,Marzo,Martes,Guatemala,Petapa,7,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Caída,4
2037,2022,1,8,Mañana,Marzo,Martes,Guatemala,Guatemala,19,Mujer,24,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Honda,Blanco,2006,2000-2009,Colisión,2
2038,2022,1,8,Mañana,Marzo,Martes,Guatemala,Guatemala,19,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,TVS Apache,Gris,2022,2020-2029,Colisión,2
2039,2022,1,17,Tarde,Marzo,Martes,Petén,Poptún,Ignorado,Mujer,37,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión,3
2040,2022,1,17,Tarde,Marzo,Martes,Petén,Poptún,Ignorado,Hombre,19,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Colisión,3
2041,2022,1,23,Noche,Marzo,Martes,Petén,San José,Ignorado,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Italika,Negro,Ignorado,Ignorado,Colisión,4
2042,2022,1,10,Mañana,Marzo,Martes,Chimaltenango,Comalapa,1,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Bus extraurbano,Internacional,Rojo,Ignorado,Ignorado,Colisión,2
2043,2022,1,10,Mañana,Marzo,Martes,Chimaltenango,Comalapa,1,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Bajaj,Rojo,2021,2020-2029,Colisión,2
2044,2022,1,19,Noche,Marzo,Martes,Sacatepéquez,Antigua Guatemala,Ignorado,Hombre,35,35-39,35-39,35 - 39,Ignorado,Mayor,Pick up,Toyota,Negro,2008,2000-2009,Colisión,4
2045,2022,1,19,Noche,Marzo,Martes,Sacatepéquez,Antigua Guatemala,Ignorado,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Colisión,4
2046,2022,2,3,Mañana,Marzo,Miercoles,Guatemala,Guatemala,9,Hombre,37,35-39,35-39,35 - 39,No Ebrio,Mayor,Automóvil,Mazda,Blanco,2011,2010-2019,Colisión,1
2047,2022,2,3,Mañana,Marzo,Miercoles,Guatemala,Guatemala,9,Hombre,31,30-34,30-34,30 - 34,No Ebrio,Mayor,Automóvil,Mitsubishi,Rojo,2020,2020-2029,Colisión,1
2048,2022,2,15,Tarde,Marzo,Miercoles,Guatemala,Guatemala,18,Hombre,43,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
2049,2022,2,15,Tarde,Marzo,Miercoles,Guatemala,Guatemala,18,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camión,Nissan,Blanco,1995,1990-1999,Colisión,3
2050,2022,2,20,Noche,Marzo,Miercoles,Guatemala,San José Pinula,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Camioneta,Hyundai,Azul,2018,2010-2019,Colisión,4
2051,2022,2,20,Noche,Marzo,Miercoles,Guatemala,San José Pinula,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Freedom,Negro,2020,2020-2029,Colisión,4
2052,2022,2,19,Noche,Marzo,Miercoles,Guatemala,Guatemala,5,Hombre,66,65-69,60 y más,65 - 69,Ignorado,Mayor,Automóvil,Honda,Gris,2005,2000-2009,Colisión,4
2053,2022,2,19,Noche,Marzo,Miercoles,Guatemala,Guatemala,5,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Haojue,Negro,2022,2020-2029,Colisión,4
2054,2022,2,7,Mañana,Marzo,Miercoles,Guatemala,Fraijanes,Ignorado,Hombre,37,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
2055,2022,2,7,Mañana,Marzo,Miercoles,Guatemala,Fraijanes,Ignorado,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
2056,2022,2,2,Mañana,Marzo,Miercoles,Guatemala,Fraijanes,Ignorado,Mujer,41,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
2057,2022,2,2,Mañana,Marzo,Miercoles,Guatemala,Fraijanes,Ignorado,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
2058,2022,2,21,Noche,Marzo,Miercoles,Guatemala,Guatemala,12,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Cabezal,Freightliner,Azul,Ignorado,Ignorado,Colisión,4
2059,2022,2,21,Noche,Marzo,Miercoles,Guatemala,Guatemala,12,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
2060,2022,2,8,Mañana,Marzo,Miercoles,Guatemala,Villa Canales,Ignorado,Hombre,17,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Movesa,Negro,Ignorado,Ignorado,Colisión,2
2061,2022,2,8,Mañana,Marzo,Miercoles,Guatemala,Villa Canales,Ignorado,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Bus extraurbano,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
2062,2022,2,9,Mañana,Marzo,Miercoles,Guatemala,Villa Nueva,Ignorado,Mujer,45,45-49,45-49,45 - 49,Ignorado,Mayor,Automóvil,Mazda,Celeste,Ignorado,Ignorado,Colisión,2
2063,2022,2,9,Mañana,Marzo,Miercoles,Guatemala,Villa Nueva,Ignorado,Hombre,52,50-54,50-54,50 - 54,Ignorado,Mayor,Automóvil,Honda,Gris,Ignorado,Ignorado,Colisión,2
2064,2022,2,8,Mañana,Marzo,Miercoles,Guatemala,Mixco,8,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
2065,2022,2,8,Mañana,Marzo,Miercoles,Guatemala,Mixco,8,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
2066,2022,2,3,Mañana,Marzo,Miercoles,Guatemala,Mixco,Ignorado,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Derrape,1
2067,2022,2,20,Noche,Marzo,Miercoles,Jalapa,Monjas,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Yamaha,Negro,Ignorado,Ignorado,Colisión,4
2068,2022,2,20,Noche,Marzo,Miercoles,Jalapa,Monjas,Ignorado,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Toyota,Rojo,Ignorado,Ignorado,Colisión,4
2069,2022,2,3,Mañana,Marzo,Miercoles,Chiquimula,Esquipulas,Ignorado,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
2070,2022,2,1,Mañana,Marzo,Miercoles,Suchitepéquez,Mazatenango,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Colisión,1
2071,2022,2,1,Mañana,Marzo,Miercoles,Suchitepéquez,Mazatenango,Ignorado,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Camioneta,Mazda,Gris,Ignorado,Ignorado,Colisión,1
2072,2022,2,12,Tarde,Marzo,Miercoles,Suchitepéquez,Cuyotenango,Ignorado,Hombre,58,55-59,55-59,55 - 59,Ignorado,Mayor,Automóvil,Toyota,Beige,Ignorado,Ignorado,Colisión,3
2073,2022,2,12,Tarde,Marzo,Miercoles,Suchitepéquez,Cuyotenango,Ignorado,Hombre,35,35-39,35-39,35 - 39,Ignorado,Mayor,Camión,Toyota,Ignorado,Ignorado,Ignorado,Colisión,3
2074,2022,2,20,Noche,Marzo,Miercoles,Retalhuleu,Champerico,Ignorado,Hombre,16,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
2075,2022,2,20,Noche,Marzo,Miercoles,Retalhuleu,Champerico,Ignorado,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
2076,2022,2,0,Mañana,Marzo,Miercoles,Alta Verapaz,Cobán,4,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
2077,2022,2,0,Mañana,Marzo,Miercoles,Alta Verapaz,Cobán,4,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Kia,Azul,1989,1980-1989,Colisión,1
2078,2022,2,0,Mañana,Marzo,Miercoles,Alta Verapaz,Cobán,4,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Ignorado,Blanco,2004,2000-2009,Colisión,1
2079,2022,2,13,Tarde,Marzo,Miercoles,Baja Verapaz,San Miguel Chicaj,Ignorado,Hombre,35,35-39,35-39,35 - 39,Ignorado,Mayor,Pick up,Toyota,Rojo,1995,1990-1999,Colisión,3
2080,2022,2,23,Noche,Marzo,Miercoles,Izabal,Morales,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
2081,2022,2,8,Mañana,Marzo,Miercoles,Quiché,Ixcán,Ignorado,Hombre,34,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Colisión,2
2082,2022,2,23,Noche,Marzo,Miercoles,Sacatepéquez,Antigua Guatemala,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Colisión,4
2083,2022,2,23,Noche,Marzo,Miercoles,Sacatepéquez,Antigua Guatemala,Ignorado,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Yamaha,Azul,Ignorado,Ignorado,Colisión,4
2084,2022,3,23,Noche,Marzo,Jueves,Guatemala,Guatemala,3,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Camioneta,Honda,Azul,2010,2010-2019,Colisión,4
2085,2022,3,23,Noche,Marzo,Jueves,Guatemala,Guatemala,3,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Toyota,Blanco,2010,2010-2019,Colisión,4
2086,2022,3,2,Mañana,Marzo,Jueves,Guatemala,Guatemala,17,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Italika,Rojo,2021,2020-2029,Derrape,1
2087,2022,3,17,Tarde,Marzo,Jueves,Guatemala,San Pedro Ayampuc,Ignorado,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
2088,2022,3,17,Tarde,Marzo,Jueves,Guatemala,San Pedro Ayampuc,Ignorado,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
2089,2022,3,9,Mañana,Marzo,Jueves,Guatemala,Villa Nueva,Ignorado,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
2090,2022,3,9,Mañana,Marzo,Jueves,Guatemala,Villa Nueva,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,AHM,Rojo,Ignorado,Ignorado,Colisión,2
2091,2022,3,20,Noche,Marzo,Jueves,Guatemala,Mixco,4,Hombre,59,55-59,55-59,55 - 59,No Ebrio,Mayor,Camioneta,Honda,Beige,2008,2000-2009,Colisión,4
2092,2022,3,20,Noche,Marzo,Jueves,Guatemala,Mixco,4,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Suzuki,Blanco,2015,2010-2019,Colisión,4
2093,2022,3,7,Mañana,Marzo,Jueves,Guatemala,San Pedro Sacatepéquez,Ignorado,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
2094,2022,3,7,Mañana,Marzo,Jueves,Guatemala,San Pedro Sacatepéquez,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
2095,2022,3,7,Mañana,Marzo,Jueves,Guatemala,San Pedro Sacatepéquez,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,2
2096,2022,3,18,Noche,Marzo,Jueves,Zacapa,Teculután,Ignorado,Hombre,67,65-69,60 y más,65 - 69,Ignorado,Mayor,Automóvil,Acura,Ignorado,Ignorado,Ignorado,Colisión,4
2097,2022,3,18,Noche,Marzo,Jueves,Zacapa,Teculután,Ignorado,Hombre,19,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
2098,2022,3,20,Noche,Marzo,Jueves,Escuintla,La Democracia,Ignorado,Hombre,19,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Derrape,4
2099,2022,3,8,Mañana,Marzo,Jueves,Suchitepéquez,San José el Ídolo,Ignorado,Hombre,37,35-39,35-39,35 - 39,Ignorado,Mayor,Camión,Hino,Blanco,2016,2010-2019,Colisión,2
2100,2022,3,8,Mañana,Marzo,Jueves,Suchitepéquez,San José el Ídolo,Ignorado,Mujer,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
2101,2022,3,17,Tarde,Marzo,Jueves,San Marcos,Pajapita,Ignorado,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Isuzu,Verde,Ignorado,Ignorado,Choque,3
2102,2022,3,12,Tarde,Marzo,Jueves,Baja Verapaz,Rabinal,1,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Rojo,2020,2020-2029,Colisión,3
2103,2022,3,12,Tarde,Marzo,Jueves,Baja Verapaz,Rabinal,1,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Italika,Ignorado,2019,2010-2019,Colisión,3
2104,2022,3,0,Mañana,Marzo,Jueves,Baja Verapaz,San Miguel Chicaj,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Derrape,1
2105,2022,3,10,Mañana,Marzo,Jueves,El Progreso,San Antonio la Paz,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión,2
2106,2022,3,10,Mañana,Marzo,Jueves,El Progreso,San Antonio la Paz,Ignorado,Hombre,41,40-44,40-44,40 - 44,Ignorado,Mayor,Pick up,Toyota,Blanco,2016,2010-2019,Colisión,2
2107,2022,3,10,Mañana,Marzo,Jueves,El Progreso,San Antonio la Paz,Ignorado,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Pick up,Toyota,Negro,Ignorado,Ignorado,Colisión,2
2108,2022,3,14,Tarde,Marzo,Jueves,Izabal,Los Amates,Ignorado,Hombre,54,50-54,50-54,50 - 54,Ignorado,Mayor,Pick up,Mazda,Gris,Ignorado,Ignorado,Colisión,3
2109,2022,3,14,Tarde,Marzo,Jueves,Izabal,Los Amates,Ignorado,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Camión,Foton,Blanco,Ignorado,Ignorado,Colisión,3
2110,2022,3,5,Mañana,Marzo,Jueves,Sacatepéquez,Pastores,Ignorado,Hombre,32,30-34,30-34,30 - 34,Ebrio,Mayor,Automóvil,Honda,Gris,2003,2000-2009,Choque,1
2111,2022,4,19,Noche,Marzo,Viernes,Guatemala,Guatemala,1,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
2112,2022,4,19,Noche,Marzo,Viernes,Guatemala,Guatemala,1,Hombre,31,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Honda,Rojo,2017,2010-2019,Colisión,4
2113,2022,4,19,Noche,Marzo,Viernes,Guatemala,Guatemala,10,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
2114,2022,4,19,Noche,Marzo,Viernes,Guatemala,Guatemala,10,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
2115,2022,4,22,Noche,Marzo,Viernes,Guatemala,Guatemala,12,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Toyota,Blanco,2012,2010-2019,Colisión,4
2116,2022,4,22,Noche,Marzo,Viernes,Guatemala,Guatemala,12,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Bajaj,Blanco,2022,2020-2029,Colisión,4
2117,2022,4,1,Mañana,Marzo,Viernes,Guatemala,Villa Canales,Ignorado,Hombre,39,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Hyosung,Rojo,Ignorado,Ignorado,Choque,1
2118,2022,4,1,Mañana,Marzo,Viernes,Guatemala,Villa Canales,Ignorado,Mujer,33,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Honda,Negro,Ignorado,Ignorado,Derrape,1
2119,2022,4,15,Tarde,Marzo,Viernes,Guatemala,Villa Nueva,3,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Yamaha,Azul,Ignorado,Ignorado,Colisión,3
2120,2022,4,15,Tarde,Marzo,Viernes,Guatemala,Villa Nueva,3,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión,3
2121,2022,4,10,Mañana,Marzo,Viernes,Guatemala,Villa Nueva,6,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,2
2122,2022,4,18,Noche,Marzo,Viernes,Guatemala,Villa Nueva,Ignorado,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Camión,Isuzu,Blanco,Ignorado,Ignorado,Vuelco,4
2123,2022,4,23,Noche,Marzo,Viernes,Guatemala,Villa Nueva,Ignorado,Hombre,31,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Derrape,4
