﻿﻿num_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,fall_les,int_o_noint,tipo_eve_cod
2390,2022,21,21,18:00 a 23:59,Noche,3,Lunes,Quiché,Ixcán,Ignorado,Hombre,15,15-19,15-19,15 - 19,Menor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
2391,2022,21,8,06:00 a 11:59,Mañana,3,Lunes,Sacatepéquez,Santiago Sacatepéquez,Ignorado,Hombre,23,20-24,20-24,20 - 24,Mayor,Motocicleta,Italika,Rojo,Ignorado,Ignorado,1,Lesionado,Internado,1
2392,2022,22,0,00:00 a 05:59,Mañana,3,Martes,Guatemala,Guatemala,12,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Bajaj,Negro,2015,2010-2019,6,Lesionado,Internado,6
2393,2022,22,20,18:00 a 23:59,Noche,3,Martes,Guatemala,Guatemala,7,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Nissan,Negro,2012,2010-2019,1,Lesionado,Internado,1
2394,2022,22,20,18:00 a 23:59,Noche,3,Martes,Guatemala,Guatemala,7,Hombre,28,25-29,25-29,25 - 29,Mayor,Motocicleta,Nissan,Negro,2012,2010-2019,1,Lesionado,Internado,1
2395,2022,22,0,00:00 a 05:59,Mañana,3,Martes,Guatemala,Mixco,11,Hombre,38,35-39,35-39,35 - 39,Mayor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,1,Lesionado,Internado,1
2396,2022,22,8,06:00 a 11:59,Mañana,3,Martes,Guatemala,San Juan Sacatepéquez,Ignorado,Hombre,21,20-24,20-24,20 - 24,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,6,Lesionado,Internado,6
2397,2022,22,20,18:00 a 23:59,Noche,3,Martes,Guatemala,Mixco,8,Hombre,32,30-34,30-34,30 - 34,Mayor,Motocicleta,Bajaj,Negro,2016,2010-2019,1,Lesionado,Internado,1
2398,2022,22,20,18:00 a 23:59,Noche,3,Martes,Guatemala,Mixco,8,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Bajaj,Negro,2016,2010-2019,1,Lesionado,Internado,1
2399,2022,22,20,18:00 a 23:59,Noche,3,Martes,Guatemala,Mixco,8,Hombre,35,35-39,35-39,35 - 39,Mayor,Motocicleta,Hero Hunk,Gris,2016,2010-2019,1,Lesionado,Internado,1
2400,2022,22,20,18:00 a 23:59,Noche,3,Martes,Guatemala,Mixco,8,Mujer,33,30-34,30-34,30 - 34,Mayor,Motocicleta,Hero Hunk,Gris,2016,2010-2019,1,Lesionado,Internado,1
2401,2022,22,20,18:00 a 23:59,Noche,3,Martes,Guatemala,Mixco,8,Hombre,3,Menor de 15,Menor de 15,0 - 4,Menor,Motocicleta,Hero Hunk,Gris,2016,2010-2019,1,Lesionado,Internado,1
2402,2022,22,20,18:00 a 23:59,Noche,3,Martes,Guatemala,Mixco,8,Hombre,26,25-29,25-29,25 - 29,Mayor,Motocicleta,Serpento,Rojo,2013,2010-2019,1,Lesionado,Internado,1
2403,2022,22,18,18:00 a 23:59,Noche,3,Martes,Guatemala,Mixco,4,Mujer,30,30-34,30-34,30 - 34,Mayor,Motocicleta,Bajaj,Negro,2022,2020-2029,1,Lesionado,Internado,1
2404,2022,22,22,18:00 a 23:59,Noche,3,Martes,Zacapa,Zacapa,Ignorado,Hombre,2,Menor de 15,Menor de 15,0 - 4,Menor,Motocicleta,Suzuki,Rojo,Ignorado,Ignorado,1,Lesionado,Internado,1
2405,2022,22,20,18:00 a 23:59,Noche,3,Martes,Escuintla,Tiquisate,Ignorado,Hombre,34,30-34,30-34,30 - 34,Mayor,Bus urbano,Internacional,Amarillo,1996,1990-1999,2,Lesionado,Internado,2
2406,2022,22,20,18:00 a 23:59,Noche,3,Martes,Escuintla,Tiquisate,Ignorado,Hombre,24,20-24,20-24,20 - 24,Mayor,Bus urbano,Internacional,Amarillo,1996,1990-1999,2,Lesionado,Internado,2
2407,2022,22,20,18:00 a 23:59,Noche,3,Martes,Escuintla,Tiquisate,Ignorado,Hombre,25,25-29,25-29,25 - 29,Mayor,Bus urbano,Internacional,Amarillo,1996,1990-1999,2,Lesionado,Internado,2
2408,2022,22,20,18:00 a 23:59,Noche,3,Martes,Escuintla,Tiquisate,Ignorado,Hombre,24,20-24,20-24,20 - 24,Mayor,Bus urbano,Internacional,Amarillo,1996,1990-1999,2,Lesionado,Internado,2
2409,2022,22,20,18:00 a 23:59,Noche,3,Martes,Escuintla,Tiquisate,Ignorado,Hombre,18,15-19,15-19,15 - 19,Mayor,Bus urbano,Internacional,Amarillo,1996,1990-1999,2,Lesionado,Internado,2
2410,2022,22,20,18:00 a 23:59,Noche,3,Martes,Escuintla,Tiquisate,Ignorado,Hombre,39,35-39,35-39,35 - 39,Mayor,Bus urbano,Internacional,Amarillo,1996,1990-1999,2,Lesionado,Internado,2
2411,2022,22,20,18:00 a 23:59,Noche,3,Martes,Escuintla,Tiquisate,Ignorado,Mujer,34,30-34,30-34,30 - 34,Mayor,Bus urbano,Internacional,Amarillo,1996,1990-1999,2,Lesionado,Internado,2
2412,2022,22,20,18:00 a 23:59,Noche,3,Martes,Escuintla,Tiquisate,Ignorado,Hombre,23,20-24,20-24,20 - 24,Mayor,Bus urbano,Internacional,Amarillo,1996,1990-1999,2,Lesionado,Internado,2
2413,2022,22,5,00:00 a 05:59,Mañana,3,Martes,Santa Rosa,Cuilapa,Ignorado,Hombre,27,25-29,25-29,25 - 29,Mayor,Motocicleta,Bajaj,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
2414,2022,22,0,00:00 a 05:59,Mañana,3,Martes,Alta Verapaz,Santa Catalina La Tinta,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Bajaj,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
2415,2022,22,18,18:00 a 23:59,Noche,3,Martes,Baja Verapaz,Rabinal,Ignorado,Hombre,36,35-39,35-39,35 - 39,Mayor,Motocicleta,Italika,Rojo,Ignorado,Ignorado,6,Fallecido,No internado,6
2416,2022,22,20,18:00 a 23:59,Noche,3,Martes,Petén,Las Cruces,Ignorado,Hombre,23,20-24,20-24,20 - 24,Mayor,Motocicleta,Freedom,Blanco,Ignorado,Ignorado,6,Fallecido,No internado,6
2417,2022,22,11,06:00 a 11:59,Mañana,3,Martes,Quiché,Ixcán,2,Hombre,32,30-34,30-34,30 - 34,Mayor,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,1,Lesionado,Internado,1
2418,2022,22,11,06:00 a 11:59,Mañana,3,Martes,Sololá,San Lucas Tolimán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Suzuki,Blanco,2018,2010-2019,1,Lesionado,Internado,1
2419,2022,23,10,06:00 a 11:59,Mañana,3,Miercoles,Guatemala,Guatemala,1,Mujer,51,50-54,50-54,50 - 54,Mayor,Automóvil,Toyota,Negro,2015,2010-2019,1,Lesionado,Internado,1
2420,2022,23,8,06:00 a 11:59,Mañana,3,Miercoles,Guatemala,Guatemala,18,Hombre,21,20-24,20-24,20 - 24,Mayor,Motocicleta,Bajaj,Blanco,Ignorado,Ignorado,1,Lesionado,Internado,1
2421,2022,23,9,06:00 a 11:59,Mañana,3,Miercoles,Guatemala,Guatemala,18,Hombre,43,40-44,40-44,40 - 44,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,2,Lesionado,Internado,2
2422,2022,23,1,00:00 a 05:59,Mañana,3,Miercoles,Guatemala,Guatemala,7,Hombre,27,25-29,25-29,25 - 29,Mayor,Motocicleta,Bajaj,Negro,2010,2010-2019,2,Lesionado,Internado,2
2423,2022,23,19,18:00 a 23:59,Noche,3,Miercoles,Guatemala,Guatemala,12,Hombre,70,70-74,60 y más,70 - 74,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,6,Fallecido,No internado,6
2424,2022,23,5,00:00 a 05:59,Mañana,3,Miercoles,Guatemala,Amatitlán,Ignorado,Hombre,27,25-29,25-29,25 - 29,Mayor,Motocicleta,TVS Apache,Rojo,Ignorado,Ignorado,1,Fallecido,No internado,1
2425,2022,23,20,18:00 a 23:59,Noche,3,Miercoles,Guatemala,Mixco,6,Hombre,27,25-29,25-29,25 - 29,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,1,Lesionado,Internado,1
2426,2022,23,20,18:00 a 23:59,Noche,3,Miercoles,Guatemala,Mixco,6,Hombre,21,20-24,20-24,20 - 24,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,1,Lesionado,Internado,1
2427,2022,23,20,18:00 a 23:59,Noche,3,Miercoles,Jutiapa,Jutiapa,Ignorado,Hombre,29,25-29,25-29,25 - 29,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,6,Fallecido,No internado,6
2428,2022,23,16,12:00 a 17:59,Tarde,3,Miercoles,Santa Rosa,Santa Rosa de Lima,Ignorado,Mujer,25,25-29,25-29,25 - 29,Mayor,Motocicleta,Italika,Rojo,2018,2010-2019,1,Lesionado,Internado,1
2429,2022,23,16,12:00 a 17:59,Tarde,3,Miercoles,Santa Rosa,Santa Rosa de Lima,Ignorado,Hombre,4,Menor de 15,Menor de 15,0 - 4,Menor,Motocicleta,Italika,Rojo,2018,2010-2019,1,Lesionado,Internado,1
2430,2022,23,19,18:00 a 23:59,Noche,3,Miercoles,Retalhuleu,San Sebastián,Ignorado,Hombre,17,15-19,15-19,15 - 19,Menor,Motocicleta,Freedom,Blanco,Ignorado,Ignorado,1,Lesionado,Internado,1
2431,2022,23,19,18:00 a 23:59,Noche,3,Miercoles,Retalhuleu,San Sebastián,Ignorado,Hombre,40,40-44,40-44,40 - 44,Mayor,Motocicleta,Freedom,Blanco,Ignorado,Ignorado,1,Lesionado,Internado,1
2432,2022,23,0,00:00 a 05:59,Mañana,3,Miercoles,Quetzaltenango,La Esperanza,Ignorado,Hombre,19,15-19,15-19,15 - 19,Mayor,Pick up,Toyota,Rojo,Ignorado,Ignorado,1,Lesionado,Internado,1
2433,2022,23,0,00:00 a 05:59,Mañana,3,Miercoles,Totonicapán,San Cristóbal Totonicapán,Ignorado,Hombre,37,35-39,35-39,35 - 39,Mayor,Automóvil,Ignorado,Corinto,1994,1990-1999,1,Lesionado,No internado,1
2434,2022,23,0,00:00 a 05:59,Mañana,3,Miercoles,Totonicapán,San Cristóbal Totonicapán,Ignorado,Mujer,32,30-34,30-34,30 - 34,Mayor,Automóvil,Ignorado,Corinto,1994,1990-1999,1,Lesionado,No internado,1
2435,2022,23,0,00:00 a 05:59,Mañana,3,Miercoles,Totonicapán,San Cristóbal Totonicapán,Ignorado,Mujer,2,Menor de 15,Menor de 15,0 - 4,Menor,Automóvil,Ignorado,Corinto,1994,1990-1999,1,Lesionado,No internado,1
2436,2022,23,18,18:00 a 23:59,Noche,3,Miercoles,El Progreso,Guastatoya,Ignorado,Hombre,46,45-49,45-49,45 - 49,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,2,Lesionado,Internado,2
2437,2022,23,18,18:00 a 23:59,Noche,3,Miercoles,El Progreso,Guastatoya,Ignorado,Hombre,10,Menor de 15,Menor de 15,10 - 14,Menor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,2,Lesionado,Internado,2
2438,2022,23,21,18:00 a 23:59,Noche,3,Miercoles,Quiché,Chichicastenango,Ignorado,Mujer,37,35-39,35-39,35 - 39,Mayor,Motocicleta,Italika,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
2439,2022,23,16,12:00 a 17:59,Tarde,3,Miercoles,Quiché,Santa Cruz del Quiché,Ignorado,Hombre,24,20-24,20-24,20 - 24,Mayor,Motocicleta,Suzuki,Gris,Ignorado,Ignorado,1,Fallecido,No internado,1
2440,2022,23,19,18:00 a 23:59,Noche,3,Miercoles,Chimaltenango,Tecpán Guatemala,Ignorado,Hombre,20,20-24,20-24,20 - 24,Mayor,Pick up,Toyota,Corinto,Ignorado,Ignorado,1,Lesionado,Internado,1
